read 156789
scan 537569 39
scan 287257 70
scan 50197 12
scan 93893 14
scan 192633 74
scan 140200 24
scan 74861 74
scan 591750 21
scan 278994 81
scan 327714 39
scan 192633 82
scan 278994 79
scan 293409 93
scan 447319 55
scan 241694 51
scan 561869 32
scan 30747 79
scan 88146 55
scan 72309 77
insert 600014
scan 19676 18
scan 108990 40
scan 509903 37
scan 260197 38
insert 600015
scan 255374 56
scan 281421 77
scan 505355 88
scan 192951 51
scan 192633 57
scan 192633 48
scan 223301 53
scan 471009 40
scan 447319 73
scan 196581 62
scan 363342 83
scan 32008 53
scan 192633 90
scan 102275 22
scan 269245 85
scan 456938 2
scan 104346 39
scan 576944 33
scan 192633 79
scan 1912 58
scan 462002 36
scan 414189 82
scan 455544 57
scan 348161 64
scan 307252 47
scan 468079 54
scan 278994 59
scan 368899 65
scan 275952 30
scan 437223 94
scan 192633 32
scan 483433 37
scan 396716 1
scan 52043 71
scan 214238 39
scan 410149 65
scan 132756 41
scan 462919 68
scan 524838 52
scan 570156 49
scan 192633 42
scan 289716 62
insert 600016
scan 456793 67
scan 162568 75
scan 142056 34
scan 290168 23
scan 199346 99
scan 515867 48
scan 294625 67
scan 591750 100
insert 600017
scan 167248 28
scan 453907 14
scan 192633 59
scan 447319 37
scan 327753 63
scan 63836 28
scan 561869 81
scan 495181 23
scan 192633 29
scan 22402 41
scan 424196 88
scan 447319 28
scan 24227 40
scan 537569 51
scan 192633 70
scan 329908 9
scan 322794 69
scan 120232 44
scan 482338 83
scan 50929 64
scan 268455 51
scan 286781 58
scan 192633 35
scan 136048 58
scan 192633 99
scan 111465 100
scan 445630 22
scan 540767 92
scan 418107 6
scan 376384 65
insert 600018
scan 240932 85
scan 71322 57
insert 600019
scan 492076 39
scan 459571 36
scan 158075 15
scan 483345 61
scan 278994 45
scan 192633 81
scan 149471 97
scan 75499 9
scan 556194 99
scan 238631 49
scan 399304 73
insert 600020
scan 241202 9
scan 259620 19
scan 192633 86
scan 450624 19
scan 120012 2
scan 319957 2
scan 561869 75
scan 219998 57
scan 184453 45
scan 177194 84
scan 515867 9
scan 278994 6
scan 392996 80
scan 11377 70
scan 455544 72
scan 534220 82
scan 192633 52
scan 190266 97
scan 378948 84
scan 511473 79
scan 335833 49
scan 389496 38
scan 398882 89
scan 595893 31
scan 406323 76
scan 100279 98
scan 591750 48
scan 581176 90
scan 291798 88
scan 379238 78
scan 278994 51
scan 258086 24
scan 192633 76
scan 381612 69
scan 386903 33
scan 584938 60
scan 295313 36
scan 409787 33
scan 122073 2
scan 126740 72
scan 147747 94
scan 208901 13
scan 362813 34
scan 410725 41
scan 357967 42
scan 307613 85
scan 410376 46
insert 600021
scan 60794 83
scan 434654 31
scan 381605 30
insert 600022
scan 369628 4
insert 600023
scan 114764 78
scan 571985 72
scan 131414 5
scan 328259 45
scan 13352 90
scan 137171 69
scan 343429 83
scan 486084 30
scan 59675 79
scan 205907 99
scan 383004 16
scan 191108 13
scan 294625 68
scan 396716 60
scan 46802 29
scan 192633 51
scan 103362 35
scan 457604 20
scan 192633 93
scan 117192 40
scan 66065 50
scan 99950 48
scan 272671 88
insert 600024
scan 575233 70
scan 292867 4
scan 17417 30
scan 523395 79
scan 270040 92
scan 2083 34
scan 134169 24
scan 192633 74
scan 416631 54
scan 278994 20
scan 439805 14
scan 192633 2
scan 532270 38
scan 530232 78
scan 98237 41
scan 390786 91
scan 460870 37
scan 561869 46
scan 591750 50
scan 215322 57
scan 83519 76
scan 388345 99
scan 63836 22
scan 290834 29
scan 513561 75
scan 20176 80
scan 561869 48
scan 192633 67
scan 201219 93
scan 192633 6
scan 493669 32
scan 215916 88
scan 192633 100
scan 368370 42
scan 447319 23
scan 319518 92
insert 600025
scan 240932 87
scan 59051 71
scan 318501 64
scan 120142 18
scan 240175 13
scan 570106 91
scan 366559 32
scan 277830 15
scan 192633 9
scan 552145 11
insert 600026
scan 542405 70
scan 192633 41
scan 192633 66
scan 32774 40
scan 593017 66
scan 222726 43
scan 167209 17
scan 524941 61
scan 146137 2
scan 290168 77
scan 575233 69
scan 261340 50
scan 52956 70
scan 202715 53
scan 230731 92
scan 64811 11
scan 561869 63
scan 200038 21
scan 441532 50
insert 600027
scan 372420 24
scan 278994 38
scan 13126 84
scan 293243 75
scan 267609 84
scan 192633 99
scan 510167 39
scan 290892 60
scan 60980 73
scan 552124 54
scan 561429 79
scan 187323 71
scan 366016 7
scan 447319 61
insert 600028
scan 276914 12
scan 63836 4
scan 192633 28
scan 197494 9
scan 362813 22
insert 600029
scan 475331 56
scan 162014 16
scan 278994 76
scan 374675 64
insert 600030
scan 457029 58
scan 122073 75
scan 476610 89
scan 409569 34
scan 399416 42
scan 281117 71
scan 236707 12
scan 341923 93
scan 447319 80
scan 212332 56
scan 192633 23
scan 20176 71
insert 600031
scan 540350 24
scan 485287 93
scan 472277 42
scan 112793 98
scan 222756 17
scan 245077 41
scan 192633 92
scan 307478 42
scan 20176 50
scan 509903 61
scan 192633 35
scan 234570 86
scan 434590 37
scan 363970 56
scan 561869 26
scan 455544 20
scan 589183 33
scan 509558 50
scan 476015 47
scan 591750 7
scan 192633 3
scan 147832 30
scan 184453 13
insert 600032
scan 205584 26
scan 415665 58
scan 411263 83
scan 539644 99
scan 396716 63
scan 293820 29
scan 21544 66
scan 536182 43
scan 192633 67
scan 55540 47
scan 532288 67
scan 336613 89
scan 123547 40
scan 192633 12
scan 227915 20
scan 382729 86
scan 479782 36
scan 439863 99
scan 136916 60
scan 451633 28
scan 231788 38
scan 219998 43
scan 9565 2
scan 287257 88
scan 447319 50
scan 192633 34
scan 571402 21
scan 103904 20
scan 225203 15
scan 197664 28
scan 447319 74
scan 583939 93
scan 575233 89
scan 466193 18
scan 149471 29
scan 430972 4
scan 230958 93
scan 276009 28
scan 272716 32
scan 447319 48
scan 531745 94
scan 212586 25
scan 330558 66
scan 447319 43
scan 192633 41
scan 392361 94
scan 192633 26
scan 420510 17
scan 229315 59
scan 140705 52
scan 280940 97
scan 177151 46
scan 91615 57
scan 172617 47
scan 384976 41
scan 141199 43
scan 591750 54
scan 344367 66
scan 448169 4
scan 278994 11
scan 81550 10
scan 151093 75
insert 600033
scan 10370 75
insert 600034
scan 487233 9
scan 59675 72
scan 236598 56
scan 396716 60
scan 527195 93
scan 27329 3
scan 371051 72
scan 599732 71
scan 192633 98
scan 192633 93
scan 581056 21
scan 156143 74
scan 168434 95
scan 514562 33
scan 476870 1
scan 226755 91
scan 363294 75
scan 350086 28
scan 300486 98
scan 278994 99
scan 471300 75
scan 551577 92
scan 481061 94
scan 424786 2
scan 466289 84
scan 346552 86
scan 81319 57
scan 531414 19
scan 375424 42
scan 288162 36
scan 475237 34
scan 258086 31
scan 472282 85
scan 396716 90
scan 287257 6
scan 561869 2
scan 192633 12
insert 600035
scan 287257 72
scan 511473 66
scan 496416 40
scan 365165 29
scan 19676 90
scan 206338 83
scan 298043 51
scan 400960 10
scan 561869 95
scan 455544 41
scan 535276 74
scan 101122 11
scan 25779 30
scan 514562 45
scan 122073 79
scan 561869 53
scan 561869 18
scan 515867 44
scan 66375 89
scan 561437 31
scan 192633 100
scan 192633 72
scan 187720 75
scan 33560 97
scan 382902 97
scan 396716 24
scan 398923 57
scan 519017 61
scan 317469 17
scan 198127 41
scan 335408 63
scan 514945 84
scan 278994 66
scan 188855 7
scan 415111 67
scan 308501 54
scan 81319 99
scan 192633 97
scan 578225 83
scan 192633 38
scan 515867 31
scan 244813 5
scan 306364 76
scan 563380 78
scan 244813 75
scan 362214 27
scan 159934 49
scan 387779 33
scan 525530 1
scan 127289 55
scan 575233 29
scan 192633 92
scan 558748 49
scan 480284 40
scan 590887 98
scan 478654 92
scan 106666 69
insert 600036
scan 52043 42
scan 485746 51
scan 278994 58
scan 478554 51
scan 349610 28
insert 600037
scan 192633 87
scan 430292 38
scan 582523 94
scan 424550 1
scan 278994 64
scan 241212 48
scan 394651 89
scan 561869 34
scan 455461 10
scan 435506 50
scan 479440 88
scan 287257 98
scan 158206 44
scan 335408 72
scan 9242 72
scan 476578 76
scan 561869 46
scan 59106 56
scan 414439 6
scan 282348 98
scan 15546 81
scan 460106 68
scan 300486 4
scan 334235 85
scan 538518 35
scan 66557 55
scan 64811 92
scan 260085 7
scan 447319 76
scan 160716 76
scan 452675 24
scan 140113 96
scan 192633 55
scan 575233 100
scan 192633 61
scan 78474 90
scan 396716 86
scan 511473 14
scan 57936 97
scan 165690 90
scan 192633 24
insert 600038
scan 278994 33
scan 295103 59
scan 66375 91
scan 467545 17
scan 561869 6
scan 474460 67
scan 308007 87
scan 227482 77
scan 332995 74
scan 261940 32
scan 193941 84
scan 129302 64
scan 290892 46
scan 287257 35
scan 215747 33
scan 192633 13
scan 256226 34
scan 260195 36
scan 64388 2
scan 575233 33
insert 600039
scan 266434 63
scan 344867 17
scan 486253 35
scan 192633 48
scan 294625 19
scan 598013 10
scan 57850 94
scan 310165 59
scan 258086 7
scan 356816 4
scan 483950 34
scan 243618 32
scan 95557 40
scan 179920 9
scan 562068 51
scan 421782 40
scan 524941 53
insert 600040
scan 308904 79
scan 309226 77
scan 449703 47
scan 497366 80
scan 237399 62
scan 551452 41
scan 192633 32
scan 501496 13
scan 18074 86
scan 66997 24
scan 546467 98
scan 281680 76
scan 293211 12
scan 315166 98
scan 449399 12
scan 120142 94
scan 60433 47
scan 475473 71
scan 36984 51
scan 10045 65
scan 93415 79
scan 369549 2
scan 404775 50
scan 258086 35
scan 258768 15
scan 263298 29
scan 278994 21
scan 387115 58
scan 188305 85
scan 329168 42
scan 232296 52
scan 561869 70
scan 192633 74
insert 600041
scan 394546 17
scan 461770 76
scan 447319 2
insert 600042
scan 496416 9
scan 289051 41
scan 447801 45
scan 278994 23
scan 167565 91
scan 79020 40
scan 449877 15
scan 192633 11
scan 36062 62
scan 372420 34
scan 382532 80
scan 452259 71
scan 285892 49
scan 400912 26
scan 455122 10
scan 278994 61
scan 447319 45
scan 147747 76
scan 485585 16
scan 273350 12
scan 21159 90
scan 293704 73
scan 20176 38
scan 515867 16
scan 570106 86
scan 190564 2
scan 7374 9
scan 575233 20
scan 312814 96
scan 587684 81
scan 194775 34
scan 73998 30
scan 202715 5
scan 303420 12
scan 172609 9
scan 118055 30
scan 190405 88
scan 515867 13
scan 192633 54
scan 314411 35
scan 306403 19
scan 244813 1
scan 143041 92
scan 184835 11
scan 281680 31
scan 119987 90
scan 523466 11
scan 281680 2
scan 192633 28
scan 167310 28
scan 118187 86
scan 258086 99
scan 508488 68
scan 38863 62
scan 357217 7
scan 457029 9
scan 83598 91
scan 567891 22
scan 18562 57
scan 59495 59
scan 207046 9
scan 362813 92
scan 287257 13
scan 192633 43
scan 264133 83
scan 278994 47
scan 551146 67
scan 341566 25
scan 447319 80
insert 600043
scan 192633 79
scan 364077 18
scan 518026 62
scan 240932 29
scan 6830 50
insert 600044
scan 278994 55
insert 600045
scan 475716 51
insert 600046
scan 362487 28
scan 273880 35
scan 243896 82
scan 67961 56
scan 229913 24
scan 404540 46
scan 255666 16
scan 537074 50
scan 575233 88
scan 170702 64
scan 313375 76
scan 517247 70
scan 272716 51
scan 186906 68
scan 515867 33
scan 34395 51
scan 191739 93
scan 169364 21
scan 1294 19
scan 527630 77
scan 192633 76
scan 249248 73
scan 575233 2
scan 191108 89
scan 43560 46
scan 336870 14
scan 192633 72
scan 495967 69
scan 591750 16
scan 432942 71
scan 193650 57
scan 160863 60
scan 511473 57
insert 600047
scan 45697 100
scan 18143 35
scan 191520 62
scan 558222 30
scan 136088 66
scan 599732 19
insert 600048
scan 192633 82
scan 478217 30
scan 303112 47
scan 558506 7
scan 581526 15
scan 366961 51
scan 173057 53
scan 337059 92
scan 7400 49
scan 150951 50
scan 302197 63
insert 600049
scan 201192 68
scan 503123 87
scan 258086 31
scan 509904 11
insert 600050
scan 230169 91
scan 516134 1
scan 231788 81
scan 438389 19
scan 192633 8
scan 197422 94
scan 483345 29
scan 192633 19
scan 520157 28
scan 192633 63
scan 192633 88
scan 565369 33
scan 461324 79
scan 294625 80
scan 212126 26
scan 192633 60
scan 447319 50
scan 290941 55
scan 278994 100
scan 183059 43
scan 528057 32
insert 600051
scan 250877 61
scan 247360 53
scan 567836 100
scan 566357 75
scan 47657 41
scan 561869 1
scan 112453 75
scan 17417 96
scan 63836 67
scan 150195 72
scan 473050 31
scan 495204 67
scan 346543 90
scan 553794 72
scan 393711 42
insert 600052
scan 129176 78
scan 278994 15
scan 5115 95
scan 374948 81
scan 192633 30
scan 278994 71
scan 556614 47
scan 149471 59
scan 495542 23
scan 545579 8
insert 600053
scan 394651 63
scan 508866 89
scan 212555 50
scan 420510 90
scan 423368 53
scan 396716 12
scan 508488 47
scan 353483 77
scan 66375 9
scan 373330 38
scan 231383 57
scan 85385 21
scan 27329 58
scan 219998 2
scan 84254 99
scan 353511 49
scan 544746 60
scan 471715 52
scan 50197 91
scan 567816 40
scan 140117 15
scan 594192 53
scan 330438 63
scan 66375 34
scan 13460 98
scan 85332 57
scan 192633 54
scan 249419 12
scan 526464 4
scan 213244 21
scan 52043 60
scan 417231 6
scan 272716 20
scan 192633 96
scan 287257 37
insert 600054
scan 562084 41
scan 37187 84
insert 600055
scan 237399 3
insert 600056
scan 508488 76
scan 192633 2
scan 447319 93
scan 230314 16
scan 591750 85
scan 561869 93
scan 278595 9
scan 561869 91
scan 42150 64
scan 283015 96
scan 144915 81
scan 61684 56
scan 198178 28
scan 556614 84
scan 283462 63
scan 159827 63
scan 294625 63
scan 561869 53
scan 394295 92
insert 600057
scan 314384 46
scan 564699 52
scan 561869 42
scan 588069 62
scan 145007 41
scan 287257 14
scan 399657 14
scan 595547 91
scan 278994 94
scan 93676 46
insert 600058
scan 197654 75
scan 192633 9
scan 213819 49
scan 575233 83
scan 55881 14
scan 33026 21
scan 302154 1
scan 103904 52
scan 396716 62
scan 199346 97
scan 329168 49
scan 367912 82
scan 441900 40
scan 455128 78
scan 21372 60
scan 149591 46
scan 228873 94
scan 546789 11
scan 404775 2
scan 526760 29
scan 562814 98
scan 358563 34
scan 381719 23
scan 515867 37
scan 226693 19
scan 8916 46
scan 575233 45
scan 465469 81
scan 162268 59
scan 197189 51
scan 519988 32
scan 401478 12
scan 585028 5
insert 600059
scan 294625 91
insert 600060
insert 600061
scan 58105 99
scan 171735 100
scan 549584 100
scan 192633 61
scan 455544 36
scan 456446 17
scan 329168 17
scan 305111 45
scan 191520 95
scan 258086 12
scan 483046 25
scan 570740 37
scan 278994 49
scan 256226 64
scan 192633 70
scan 128136 73
scan 591300 78
scan 57936 64
scan 84197 25
scan 508488 10
insert 600062
scan 392766 35
scan 19674 23
scan 230289 63
scan 388702 91
scan 278994 95
scan 447319 12
scan 39624 46
scan 22809 96
scan 407348 90
scan 412309 88
scan 426415 18
scan 138454 86
scan 363777 39
scan 191953 7
scan 440409 64
scan 248603 89
scan 192633 46
scan 511473 53
scan 447319 54
scan 548583 19
insert 600063
scan 235587 81
scan 192633 82
scan 145751 42
scan 192633 88
scan 244228 93
scan 3181 85
scan 346363 46
scan 586933 52
scan 487233 17
scan 53653 48
scan 50197 7
insert 600064
scan 46188 54
scan 263247 36
scan 542405 25
scan 96302 55
scan 192633 90
scan 561869 68
scan 493996 92
scan 323578 45
scan 192633 30
scan 27329 20
scan 297527 44
scan 542157 93
scan 202396 43
scan 287257 61
insert 600065
scan 281680 81
scan 103904 98
scan 84677 49
scan 278994 84
scan 369953 96
scan 150088 57
scan 180720 97
scan 69554 57
scan 416485 68
scan 566809 54
scan 515785 76
scan 27218 48
scan 323154 51
scan 414189 39
scan 521636 38
scan 244762 30
scan 561869 18
scan 272716 86
scan 142056 56
scan 89 28
scan 471715 70
insert 600066
scan 504046 27
scan 170422 26
scan 170800 94
scan 192633 95
scan 192633 99
insert 600067
scan 491230 68
scan 192633 89
scan 511473 39
scan 300486 68
scan 52981 64
scan 219998 6
scan 189541 16
scan 185998 29
scan 294625 9
scan 20176 75
scan 185979 36
scan 161466 43
scan 98844 20
scan 409818 82
scan 414189 25
scan 222153 14
scan 595484 87
scan 464059 3
scan 116323 96
scan 390981 44
scan 455544 50
scan 105493 67
scan 47280 63
scan 287656 61
scan 534035 34
scan 133427 89
scan 306506 31
scan 39115 90
scan 517732 81
scan 270826 91
scan 382600 38
scan 6874 92
scan 523813 21
scan 396508 32
insert 600068
scan 260357 69
scan 192633 90
scan 505419 25
scan 270256 27
scan 251279 61
scan 240932 31
scan 447319 47
scan 192633 31
scan 542405 80
scan 433175 37
scan 192633 95
scan 591750 86
scan 510725 75
scan 560971 93
scan 71107 77
scan 265434 38
scan 126137 92
scan 101300 11
scan 508488 22
scan 278994 55
scan 278994 86
scan 556614 44
scan 292833 62
scan 164485 82
scan 166296 99
scan 393277 86
scan 588352 11
scan 561869 48
scan 195514 25
scan 84642 5
scan 236417 9
scan 539644 99
scan 514562 66
scan 497499 63
scan 185780 15
scan 50197 27
scan 1327 16
scan 524186 49
scan 278994 96
scan 303420 78
scan 219851 61
scan 289637 92
scan 80638 67
scan 404077 50
scan 594793 5
scan 225707 85
scan 312814 74
scan 157161 85
scan 1294 97
scan 490786 68
scan 409577 37
scan 278994 16
scan 32165 45
scan 354304 21
scan 192633 18
scan 506413 62
scan 187609 58
insert 600069
scan 155029 46
insert 600070
scan 224797 40
scan 255666 23
scan 511473 42
scan 358658 12
scan 592294 25
scan 594890 33
scan 287257 73
scan 264820 27
scan 36112 90
scan 278944 11
scan 414189 46
scan 499510 91
scan 554901 4
scan 145751 96
insert 600071
scan 447319 40
scan 391805 43
scan 447049 12
scan 52043 69
scan 305735 35
scan 403528 31
scan 186990 92
scan 529964 50
scan 467545 68
scan 342670 71
scan 499466 93
scan 278994 8
scan 455544 34
scan 49064 79
scan 183055 90
scan 97157 17
scan 124649 67
scan 297967 57
scan 514562 25
scan 447263 4
scan 276417 13
scan 266117 40
scan 217631 2
scan 160431 64
scan 289051 96
scan 263936 2
scan 40359 33
scan 71113 24
scan 306138 94
scan 57850 64
scan 131684 12
scan 508488 96
scan 561869 52
scan 198610 61
scan 278994 77
scan 179640 83
scan 487233 85
scan 103362 51
scan 8426 68
scan 266269 64
scan 192633 12
scan 90766 23
scan 448079 50
scan 447319 68
scan 97796 21
scan 366559 100
scan 570744 62
scan 508488 12
scan 29442 57
scan 192633 44
insert 600072
scan 294625 6
scan 15228 45
scan 163044 39
scan 135837 37
insert 600073
scan 515867 69
scan 462150 29
scan 295481 62
scan 447319 17
scan 278994 22
scan 404775 58
scan 178218 17
scan 294625 49
scan 407050 55
scan 155881 8
scan 45217 72
scan 278994 25
scan 509340 34
scan 447319 14
scan 124384 6
insert 600074
scan 492424 91
scan 149471 94
scan 321202 7
scan 322878 84
scan 43784 17
scan 192633 31
scan 99649 99
scan 147747 19
scan 415071 96
scan 278994 35
scan 215747 64
scan 119171 100
scan 447319 50
scan 535878 43
scan 245567 86
scan 344263 29
scan 192633 67
scan 212804 70
scan 515749 50
scan 504019 9
scan 110527 90
scan 194162 14
scan 384034 19
scan 298887 3
scan 278994 21
scan 431042 52
scan 278994 8
scan 283002 50
scan 536646 94
scan 511473 84
scan 366050 59
scan 287257 41
scan 359331 55
scan 192633 79
scan 192633 71
scan 85159 92
scan 191739 57
scan 500193 86
scan 511473 29
scan 589085 22
scan 414189 92
scan 571200 98
scan 60183 85
scan 278994 65
scan 545006 99
scan 192633 34
scan 287257 50
scan 272285 84
scan 359588 36
scan 463129 11
scan 454293 78
scan 231247 47
scan 511473 13
scan 52602 25
scan 123687 93
scan 100849 60
scan 511473 22
scan 278994 34
scan 82305 81
scan 141604 88
scan 186485 99
scan 563964 18
scan 449703 60
scan 141604 8
scan 192633 78
scan 309515 46
scan 411026 38
scan 406115 94
scan 571758 50
scan 105747 60
scan 180412 77
scan 557732 19
scan 192633 75
scan 511473 34
scan 561869 23
scan 180720 13
scan 501496 47
scan 75081 76
scan 192633 31
scan 50856 58
scan 478059 66
scan 375702 17
scan 106466 77
scan 235587 38
scan 425244 65
scan 459248 6
scan 251205 60
scan 192633 52
scan 399707 35
scan 25505 55
insert 600075
scan 190045 38
scan 463431 25
scan 294625 29
scan 192633 53
insert 600076
scan 328949 57
scan 502598 58
scan 276800 6
scan 50197 47
scan 396716 52
scan 25728 100
scan 506096 63
scan 93145 49
scan 341923 49
scan 22203 28
scan 133010 88
scan 151916 73
scan 561869 75
scan 533301 28
scan 372758 82
scan 197482 70
scan 500505 34
scan 293409 60
scan 511473 77
scan 524884 42
insert 600077
scan 571200 50
scan 343429 53
scan 506146 69
scan 561869 15
scan 57850 25
scan 192633 54
scan 310008 100
scan 213055 2
scan 145248 34
scan 287257 54
scan 97462 46
scan 230481 74
scan 186825 58
scan 515867 24
scan 340055 65
scan 170194 96
scan 567979 3
scan 589931 78
scan 356202 19
scan 192633 23
scan 22146 29
scan 77348 47
scan 218278 45
scan 536469 83
scan 483969 56
scan 278994 43
scan 192633 71
scan 294625 40
scan 34613 78
scan 561869 94
scan 563981 20
insert 600078
scan 278994 43
scan 326140 69
scan 146788 68
insert 600079
scan 273114 13
scan 137585 38
scan 243766 52
scan 447319 43
scan 429026 28
insert 600080
scan 278994 22
scan 113223 76
scan 57176 89
scan 594425 53
scan 28272 95
scan 565057 5
scan 278994 72
scan 130944 11
scan 511473 7
scan 530196 41
scan 206338 32
scan 69052 6
scan 203494 99
scan 141604 37
scan 206338 22
scan 212651 2
scan 432868 3
scan 561869 70
scan 192633 38
scan 293872 84
scan 471715 94
scan 318531 15
scan 417258 72
scan 72033 7
scan 278994 97
scan 439559 86
scan 236707 21
scan 455544 93
scan 58105 51
scan 487233 69
scan 193643 38
scan 192633 54
scan 306679 50
insert 600081
scan 278994 62
scan 158643 46
scan 457456 83
scan 447319 94
scan 447319 33
scan 160306 37
scan 288828 45
scan 192633 33
scan 450623 1
scan 393132 35
scan 548694 65
scan 187201 7
insert 600082
scan 192633 31
scan 293211 57
scan 292 29
scan 486162 22
scan 424952 2
scan 236333 92
scan 111273 89
scan 303099 100
scan 192633 77
scan 278994 87
scan 192633 28
scan 71322 44
scan 219998 12
scan 35842 36
scan 192633 45
scan 49167 58
scan 463637 16
scan 272716 16
scan 462730 66
scan 287257 77
scan 587380 33
scan 97796 13
scan 48851 20
