read 531446
scan 154066 55
scan 415911 86
scan 72674 36
insert 600006
scan 342532 52
scan 288064 34
scan 363048 4
scan 169667 39
scan 593191 44
scan 514952 62
scan 101175 56
scan 191645 73
scan 349550 33
scan 276358 49
scan 252690 77
scan 160756 75
scan 545596 33
scan 395486 9
scan 117823 89
scan 470863 55
scan 545596 37
scan 577585 42
insert 600007
scan 562582 24
scan 531280 83
scan 545596 39
insert 600008
scan 78921 97
scan 545596 61
scan 437605 36
insert 600009
scan 411537 79
scan 595356 4
scan 332855 46
scan 415493 30
scan 158512 78
scan 424435 30
scan 115194 24
insert 600010
scan 78921 47
scan 63036 90
scan 65464 37
scan 430858 66
insert 600011
scan 545596 85
scan 192489 66
scan 545596 38
scan 199680 41
scan 515328 18
scan 93033 53
scan 226487 96
scan 437559 74
scan 437605 94
scan 156086 37
scan 435331 99
insert 600012
scan 299162 77
scan 319710 26
scan 359685 83
scan 404522 17
scan 545596 10
scan 515621 19
scan 101175 88
scan 436477 96
scan 95253 56
scan 195506 50
scan 370567 28
scan 435331 88
scan 225637 43
scan 71989 68
insert 600013
scan 471065 87
scan 311250 62
scan 325371 37
insert 600014
scan 476244 26
scan 534669 55
scan 545596 86
scan 91476 52
scan 562820 93
scan 128816 76
scan 545596 94
scan 423389 86
scan 407114 40
scan 155080 65
scan 210046 27
scan 500304 22
scan 3512 12
scan 446118 48
scan 85853 46
scan 4253 67
scan 261713 81
scan 103910 34
scan 545596 11
scan 422502 70
scan 515621 39
scan 515621 63
scan 266042 67
scan 180256 73
scan 217273 37
scan 527785 26
scan 586217 56
scan 459567 40
scan 217262 11
scan 109782 12
scan 545596 64
scan 134328 48
scan 515621 16
scan 398551 67
scan 12838 63
scan 71989 20
scan 309493 48
scan 3512 56
scan 71989 5
scan 511604 41
scan 342408 73
scan 71989 90
scan 266236 12
scan 293842 15
scan 558174 83
scan 270713 69
scan 407114 28
scan 161815 43
scan 185639 9
scan 366002 55
scan 245938 25
scan 577585 5
scan 545596 18
scan 71989 22
scan 545596 18
scan 560590 62
scan 34803 80
scan 112498 52
scan 34906 56
scan 191084 74
scan 422372 33
scan 127123 43
scan 71989 56
scan 70628 91
scan 93922 83
scan 189825 38
scan 577585 43
scan 435175 89
scan 545596 40
scan 294731 77
scan 501866 93
scan 117531 67
scan 111193 9
scan 564407 59
scan 599366 53
scan 594939 19
scan 387651 72
scan 155543 82
scan 515328 76
insert 600015
scan 261366 48
scan 287429 46
scan 172444 72
scan 39262 99
scan 249466 39
scan 299162 95
scan 562582 79
scan 468830 37
scan 393965 100
scan 312636 59
scan 101175 16
scan 432453 67
scan 348443 2
scan 528883 8
scan 537757 13
scan 483032 20
scan 260085 87
scan 413722 37
scan 472241 11
scan 573039 81
scan 66907 77
scan 562582 46
scan 208131 21
scan 545596 80
scan 573578 86
scan 358641 70
scan 515621 57
scan 139691 65
scan 458206 64
scan 192489 81
scan 537060 9
scan 325601 17
scan 577585 93
scan 66907 42
scan 212379 50
scan 545596 6
scan 73409 34
scan 93922 26
scan 306708 70
scan 229172 17
scan 575746 39
scan 194084 5
scan 549137 27
scan 209319 45
scan 101175 33
scan 263063 87
scan 546966 15
scan 354205 42
scan 545596 54
scan 78921 49
scan 557293 5
scan 434653 89
insert 600016
scan 167506 26
scan 594939 38
scan 45638 15
scan 508536 94
scan 201281 26
scan 27739 96
scan 402599 84
scan 545596 15
scan 138876 15
scan 301780 69
scan 353351 44
scan 403284 33
scan 194492 37
scan 577585 2
scan 435331 77
scan 358641 47
scan 577585 41
scan 560662 2
scan 466776 91
scan 144622 2
scan 274066 23
scan 552257 48
scan 537424 55
scan 65618 69
scan 487321 41
scan 207993 49
scan 370021 73
scan 230943 34
scan 577585 58
scan 15552 7
scan 435331 50
scan 577585 62
scan 367910 16
insert 600017
scan 515621 7
scan 36992 30
scan 104556 50
scan 369524 56
scan 335687 81
scan 195701 52
scan 119650 91
scan 545596 73
scan 254244 26
scan 382082 25
insert 600018
scan 367363 7
scan 166534 13
scan 264035 16
scan 133964 43
scan 278320 50
scan 254244 63
scan 470321 76
scan 133964 11
scan 499285 100
scan 366404 9
scan 545596 41
scan 75342 13
scan 400531 37
scan 560662 69
scan 531280 19
scan 373402 4
scan 104362 13
scan 545596 16
scan 435593 91
scan 419064 89
scan 281961 67
scan 71989 61
scan 196437 55
scan 270713 76
scan 437597 41
scan 545596 7
scan 199823 15
scan 515195 8
scan 156787 74
scan 435331 2
scan 105433 74
scan 545596 29
scan 425083 97
scan 410565 68
scan 39262 57
scan 595636 45
scan 420252 65
scan 591168 15
scan 515328 44
scan 133964 89
scan 29983 60
scan 545596 27
scan 150304 31
scan 407114 62
scan 560155 27
scan 244164 2
scan 545596 35
scan 329253 21
scan 483352 19
scan 204983 9
scan 122888 74
scan 458738 54
scan 395596 71
scan 335762 90
scan 168687 6
scan 439547 63
scan 168687 38
scan 599989 85
scan 140082 22
insert 600019
scan 545596 87
scan 597535 33
scan 562582 27
scan 461049 83
scan 111454 8
scan 577585 37
scan 78921 88
scan 407748 1
scan 412791 71
scan 545596 54
scan 378574 42
scan 388716 78
scan 427276 75
scan 244953 62
scan 116938 72
scan 456407 54
scan 410758 59
insert 600020
scan 515621 100
insert 600021
scan 431870 60
scan 350496 69
insert 600022
scan 380013 7
scan 103401 28
scan 440890 91
scan 438451 71
scan 352752 72
scan 27483 88
scan 155126 22
scan 515621 74
scan 156612 97
scan 124300 59
scan 180256 77
scan 78921 29
scan 396706 8
scan 113242 43
scan 577585 84
scan 420035 81
scan 39767 81
scan 76453 97
scan 355171 32
scan 333976 48
scan 562820 26
insert 600023
scan 422502 35
scan 599876 86
scan 468395 98
insert 600024
insert 600025
scan 232526 57
scan 557401 34
insert 600026
scan 549155 47
scan 52556 47
scan 567857 69
scan 593730 64
scan 281380 78
scan 577585 81
scan 270691 97
scan 562582 52
scan 36750 99
scan 431846 20
scan 291152 71
scan 540029 96
scan 101945 24
scan 535322 48
scan 211381 56
scan 342724 61
scan 266236 48
scan 515621 26
scan 386820 51
scan 545596 53
scan 71989 62
scan 486126 49
insert 600027
scan 338025 75
scan 545596 78
scan 545596 65
scan 545596 85
scan 515621 99
scan 452373 18
scan 99843 69
scan 370640 76
scan 545596 39
scan 25918 77
scan 238392 81
scan 78921 69
scan 363011 63
scan 286050 59
scan 31185 58
scan 269481 81
scan 535322 35
scan 368594 69
scan 93922 10
scan 535322 93
scan 327700 75
scan 279825 36
scan 66907 80
scan 396706 16
scan 125073 58
scan 67738 27
scan 53517 29
insert 600028
scan 357664 18
scan 101175 18
scan 386818 92
scan 152090 10
scan 545596 62
scan 594939 73
insert 600029
scan 483971 56
scan 561040 55
scan 435331 90
scan 71989 68
scan 260727 9
scan 93922 57
scan 410303 81
scan 156612 48
scan 3512 85
scan 363473 61
scan 153716 39
scan 209319 7
scan 310454 84
scan 25918 53
scan 471223 13
scan 154066 78
scan 589857 22
scan 519003 81
insert 600030
scan 71067 53
scan 270713 75
scan 458938 63
scan 71989 97
scan 22940 39
scan 577585 24
scan 289401 15
scan 260085 21
scan 271646 96
scan 268096 50
scan 569930 96
insert 600031
scan 558690 52
scan 92228 45
scan 407114 52
scan 256252 76
scan 408484 61
scan 71989 64
scan 93922 44
scan 453906 60
scan 101175 97
scan 187279 80
scan 156612 30
scan 31920 85
scan 57894 79
scan 157887 14
scan 403613 92
scan 71989 60
scan 115194 20
scan 62139 13
insert 600032
scan 193557 10
scan 369093 89
scan 545596 18
scan 18335 66
scan 592157 45
scan 156612 97
scan 139215 21
scan 422868 48
scan 529574 44
scan 224873 77
scan 447576 69
scan 500769 86
scan 50454 58
scan 499635 95
insert 600033
scan 443088 91
scan 577585 80
scan 287599 22
scan 207993 8
scan 520024 80
scan 350848 93
scan 68705 73
scan 547134 38
scan 515621 78
scan 170096 12
scan 123847 74
scan 515621 75
scan 406354 46
scan 592958 82
insert 600034
scan 450309 80
scan 515861 52
scan 77970 96
scan 270713 85
scan 570887 68
scan 534093 19
insert 600035
scan 577535 35
scan 577585 68
scan 48321 81
scan 315525 37
scan 270285 60
scan 55612 35
scan 101175 3
scan 595457 2
scan 71989 67
scan 116063 80
scan 93922 9
scan 93922 51
scan 71989 11
insert 600036
scan 515621 7
scan 358641 26
scan 146291 17
scan 399583 15
scan 480484 47
scan 545596 37
scan 396940 39
scan 531647 26
scan 529978 32
insert 600037
scan 156612 9
scan 577585 37
scan 309153 97
scan 545596 50
insert 600038
scan 462197 97
scan 451698 26
scan 449254 14
scan 562582 76
scan 577585 47
scan 432936 59
scan 545596 4
scan 432810 94
scan 293842 67
scan 78921 87
scan 54086 35
scan 254244 53
scan 435331 88
scan 150992 27
scan 389148 38
scan 580798 70
scan 257267 28
scan 228139 64
scan 471226 53
scan 515621 43
scan 435331 74
scan 220027 83
scan 339269 21
scan 67769 95
scan 278320 23
scan 542322 86
scan 72660 68
scan 71989 49
scan 145626 14
scan 577585 94
scan 62003 60
scan 189998 69
scan 507647 1
scan 78385 25
scan 564910 73
scan 432962 7
scan 291475 22
scan 384218 74
scan 432453 88
scan 39533 15
scan 320958 76
scan 284723 56
scan 305425 9
scan 154177 49
insert 600039
scan 232721 30
scan 461726 35
scan 435331 70
insert 600040
scan 124055 26
scan 545596 33
scan 372208 79
scan 574008 38
scan 196358 58
scan 416236 39
scan 398041 14
scan 442850 57
scan 435593 93
scan 577585 39
scan 545596 86
scan 388809 10
scan 545596 43
scan 207993 89
scan 139107 37
scan 367607 64
scan 577585 41
scan 71989 96
scan 160768 8
scan 224873 52
scan 63073 52
scan 311462 79
scan 339318 24
scan 19771 37
scan 449778 43
scan 207430 28
scan 570887 10
scan 373108 10
scan 266955 20
scan 535328 83
scan 366384 37
scan 71989 11
scan 220605 45
scan 330853 5
scan 189471 83
scan 386435 71
scan 560662 44
scan 368680 95
scan 523490 32
scan 344207 82
scan 295258 42
scan 5581 72
scan 213332 86
scan 562582 63
scan 153805 90
scan 550966 11
scan 577585 95
scan 136510 37
scan 149731 67
scan 149231 93
scan 183791 9
scan 342391 74
scan 529978 56
scan 63106 22
scan 101175 95
scan 101175 42
scan 385937 57
insert 600041
scan 333332 59
scan 153542 43
scan 437605 69
scan 153487 3
scan 193557 57
scan 531280 63
scan 27544 87
scan 560662 96
scan 581347 4
scan 261972 10
scan 505412 71
scan 202062 30
scan 17634 42
scan 7697 59
scan 155489 50
scan 65163 24
scan 192489 81
insert 600042
scan 594939 45
scan 544572 90
scan 156787 48
scan 422502 46
scan 591629 90
scan 545596 93
scan 20708 37
scan 251715 51
scan 489896 4
scan 444428 78
scan 81340 1
insert 600043
scan 545596 52
scan 70893 90
insert 600044
scan 577585 56
scan 548244 5
scan 298928 41
scan 545596 41
scan 562582 29
scan 545596 98
scan 249347 17
scan 25918 51
scan 513596 42
scan 496074 83
scan 440299 8
scan 376447 62
insert 600045
scan 364386 31
insert 600046
scan 109791 99
scan 96120 7
scan 22940 19
scan 207993 46
scan 515328 77
scan 358641 75
scan 101175 47
scan 475683 47
scan 363295 30
scan 306775 66
scan 562820 77
scan 78385 4
scan 71989 7
scan 301870 20
scan 272136 47
scan 562582 1
insert 600047
scan 401332 82
scan 78288 49
insert 600048
scan 49216 93
scan 357152 50
scan 483352 7
scan 552876 86
scan 545596 70
scan 577585 32
scan 137504 23
scan 545596 60
scan 78385 86
scan 444996 3
scan 520070 6
scan 101175 72
scan 559690 15
scan 590287 34
scan 577585 79
scan 95788 85
scan 545596 59
scan 146115 62
scan 254244 52
scan 50136 47
scan 577585 27
scan 236094 61
scan 99585 96
scan 340792 86
scan 308169 6
insert 600049
scan 438659 21
scan 405675 14
scan 572951 5
scan 31793 81
scan 171805 45
scan 101175 64
scan 302141 48
scan 365074 40
scan 401069 6
scan 117408 48
scan 359092 53
scan 327770 81
scan 371265 46
scan 303701 27
scan 545596 83
scan 570887 24
scan 327996 51
scan 275386 57
scan 136403 65
scan 556135 6
insert 600050
scan 424812 71
scan 193557 42
insert 600051
scan 103449 42
scan 515328 40
scan 324805 42
scan 437820 5
scan 410566 71
scan 594009 53
scan 577585 17
scan 336250 97
scan 515621 88
scan 93922 37
scan 24114 20
scan 168687 62
scan 101175 32
scan 132422 1
scan 545596 81
scan 104556 81
scan 403582 39
scan 515328 73
scan 345506 33
scan 51414 99
scan 278320 45
scan 114784 83
scan 357664 58
scan 357664 77
scan 438987 3
scan 353323 14
scan 378765 82
scan 405446 58
scan 577585 31
scan 357664 57
scan 168687 92
scan 542346 22
scan 249569 40
scan 101175 46
scan 358257 3
scan 79396 10
scan 536860 69
scan 22700 13
scan 285316 46
scan 27483 93
scan 183034 77
scan 577585 27
scan 196143 10
scan 140360 52
scan 313179 31
scan 545596 24
scan 258681 96
scan 515621 85
scan 62003 93
scan 198376 38
scan 557886 21
scan 493382 13
scan 148220 86
scan 545596 94
scan 545596 87
scan 71989 25
scan 59267 24
scan 290613 54
scan 356028 99
scan 459683 75
scan 593914 32
scan 425284 71
scan 248411 5
scan 156612 25
scan 311903 53
scan 545596 29
scan 185950 38
scan 345466 39
scan 25918 51
scan 186468 45
insert 600052
scan 280001 85
scan 577585 33
scan 468302 11
scan 539164 59
scan 461162 22
scan 437605 69
scan 496854 48
scan 580476 95
scan 243755 92
scan 202062 1
scan 16898 33
scan 88805 10
scan 33463 66
insert 600053
scan 351808 9
scan 278576 62
scan 101175 24
scan 70425 71
scan 515621 67
scan 241115 45
scan 49771 87
scan 120833 36
scan 545596 78
scan 548244 60
scan 362315 95
scan 592113 94
insert 600054
scan 156612 65
scan 353190 47
scan 581555 82
scan 545596 33
scan 36992 100
scan 60960 31
scan 370018 54
scan 71735 89
scan 577585 6
scan 545596 95
scan 71989 39
scan 15206 22
scan 150479 1
scan 109567 3
insert 600055
scan 429576 68
scan 222639 49
scan 198983 85
scan 124930 22
scan 545596 93
scan 524687 98
scan 75427 82
scan 217698 40
scan 511045 70
scan 357221 78
scan 52313 50
scan 577585 83
scan 510925 7
scan 118620 46
scan 396498 80
scan 362400 59
scan 472725 20
scan 577585 15
scan 58907 43
scan 168687 78
scan 207993 70
scan 136510 97
scan 15206 3
scan 99729 29
scan 531366 82
scan 577585 35
scan 36750 1
scan 406586 40
scan 577585 18
scan 386923 12
scan 311250 93
scan 350496 89
scan 515195 10
scan 209404 62
scan 514490 33
scan 71989 27
scan 155126 36
scan 27171 14
scan 347202 88
scan 545596 77
scan 526336 95
scan 242385 48
scan 36311 78
scan 176246 60
scan 196742 37
scan 319929 83
scan 62003 76
scan 545596 96
scan 545596 62
scan 51555 59
scan 101761 86
scan 560662 40
scan 526141 8
scan 322296 40
scan 105243 2
scan 545596 49
scan 433766 20
scan 127362 97
scan 437983 90
scan 528726 99
scan 254244 79
scan 249663 14
scan 323220 10
scan 545596 62
scan 20140 70
scan 435331 51
scan 345417 62
scan 515621 78
scan 475971 30
scan 39262 18
scan 513592 77
scan 545596 47
scan 524844 60
scan 156612 38
scan 425083 76
scan 237122 84
scan 71989 31
scan 357664 13
scan 290127 11
scan 93922 78
scan 534917 48
scan 127816 26
scan 544415 34
scan 215098 82
scan 324378 22
scan 372599 23
scan 299655 76
scan 106599 52
scan 202707 84
scan 570887 98
scan 192706 63
scan 192161 17
scan 39337 66
scan 118442 24
scan 150829 9
scan 217435 76
scan 9025 5
scan 260538 85
scan 545596 88
scan 435331 99
scan 577585 8
scan 78385 65
scan 94528 25
scan 319916 66
scan 562582 66
insert 600056
scan 146953 71
scan 293263 10
scan 507743 29
scan 597495 5
insert 600057
scan 545596 45
scan 417639 48
scan 353728 13
scan 476537 53
scan 180180 97
scan 470676 45
scan 260066 9
scan 190782 76
scan 373815 83
scan 213982 54
scan 437605 37
scan 373507 68
scan 419966 57
scan 243658 69
scan 161719 17
scan 358641 50
scan 257936 34
scan 268591 37
scan 348443 56
scan 446271 83
scan 560662 33
scan 577585 41
scan 430781 55
scan 447468 32
scan 416655 71
scan 278320 50
scan 36734 12
scan 545596 34
scan 545596 10
scan 213112 7
scan 340187 57
scan 251001 79
scan 422502 63
scan 515328 37
scan 577585 49
scan 423385 40
scan 545596 53
scan 299644 81
scan 16501 100
scan 599735 23
scan 457299 92
scan 269744 2
scan 45181 42
scan 270713 26
scan 101175 56
scan 449061 46
scan 146823 17
scan 154066 5
scan 45122 33
scan 245045 37
scan 175199 12
scan 522711 34
scan 45059 42
scan 395735 43
scan 101175 2
scan 123683 83
insert 600058
scan 531280 50
scan 71989 23
scan 274066 51
scan 414049 21
scan 560662 88
scan 126950 71
scan 470410 24
scan 209533 75
scan 497203 51
scan 145932 38
scan 341631 11
scan 515328 81
scan 404476 39
scan 448928 6
scan 169293 70
scan 584078 61
scan 136510 1
insert 600059
scan 326000 29
scan 422012 36
scan 505451 95
scan 115194 34
scan 515621 82
scan 43583 7
scan 460193 87
scan 209237 37
scan 564878 95
scan 401332 47
scan 60220 19
scan 156612 4
insert 600060
scan 211114 14
scan 367343 82
scan 71989 11
scan 577585 64
scan 138449 83
scan 515062 1
scan 257133 95
scan 168687 91
insert 600061
scan 336701 53
scan 383793 44
scan 453478 45
scan 103401 26
scan 586657 82
scan 219844 72
scan 550804 9
scan 202062 58
scan 577585 64
scan 47444 78
scan 3512 97
scan 562582 100
scan 577585 59
scan 577585 98
scan 210158 68
insert 600062
scan 99585 28
scan 468295 42
scan 168687 64
scan 295739 29
scan 217012 53
scan 565145 40
scan 254244 81
scan 322333 82
scan 294731 62
scan 71989 95
scan 382760 59
insert 600063
scan 598834 77
scan 450042 64
scan 107580 57
scan 572073 30
scan 401332 39
scan 71989 35
scan 339372 74
scan 63179 99
scan 515621 61
scan 178133 87
scan 499069 6
scan 11101 56
scan 594009 57
scan 284097 60
scan 577585 79
scan 481733 56
scan 454685 19
scan 69126 93
scan 455648 11
scan 264943 79
insert 600064
scan 71989 89
scan 593076 57
insert 600065
scan 388038 48
scan 293842 8
scan 292092 37
scan 406331 61
scan 78921 84
scan 127089 98
scan 258805 37
scan 138380 84
scan 150699 51
scan 421387 1
scan 437605 31
scan 23768 31
scan 298016 23
scan 435331 9
scan 425083 38
scan 540112 6
scan 112474 100
scan 160405 4
scan 545596 37
scan 27483 53
scan 161920 1
scan 540425 21
scan 169433 85
scan 77199 72
scan 515621 58
scan 515328 94
scan 363981 6
scan 162601 44
scan 479484 77
scan 225557 11
scan 36228 75
scan 66907 9
scan 545596 73
scan 169054 40
scan 71989 38
scan 117197 34
scan 63544 46
scan 422502 90
scan 588838 7
scan 194516 69
scan 401332 62
scan 570887 82
insert 600066
scan 304015 73
scan 96349 48
scan 71989 86
scan 189856 39
scan 75026 73
scan 245520 74
scan 396498 82
scan 307559 36
scan 545596 91
scan 101175 65
insert 600067
scan 435331 37
scan 216230 54
scan 289746 7
scan 594009 43
scan 133964 13
scan 545596 18
scan 399086 53
insert 600068
scan 481652 95
scan 538003 36
scan 353699 98
scan 315749 33
insert 600069
scan 35997 84
scan 23953 65
scan 482533 72
scan 531280 1
scan 36311 48
scan 294245 74
scan 537934 88
scan 286346 100
scan 493786 97
scan 238445 37
scan 546300 29
scan 459850 49
insert 600070
scan 64743 84
scan 72566 9
scan 478351 4
insert 600071
scan 577585 51
scan 577585 80
scan 393615 49
scan 26967 88
scan 25918 53
scan 270713 5
scan 78385 29
scan 545596 29
scan 435331 68
scan 65621 10
scan 28923 38
scan 22942 24
scan 515621 92
scan 9187 77
scan 101175 92
scan 156612 85
scan 86479 31
scan 358641 92
scan 115194 39
scan 545596 16
scan 263298 2
scan 451279 54
scan 544893 76
scan 562582 78
scan 168687 26
scan 302504 77
scan 562582 38
scan 244879 35
scan 293292 81
scan 117367 7
scan 239354 8
scan 415240 2
scan 321819 64
scan 545596 100
scan 196348 98
scan 391180 80
scan 226081 4
scan 16443 75
scan 101175 38
scan 459765 99
scan 192489 49
scan 43748 72
scan 352676 94
scan 257308 6
scan 49424 83
scan 209154 77
scan 256245 88
scan 418367 86
scan 448838 6
insert 600072
scan 101175 9
scan 481817 19
scan 268591 36
scan 78921 21
scan 420793 70
scan 545596 40
scan 545596 56
scan 32401 78
scan 232054 87
scan 156612 11
scan 383696 3
scan 65008 26
scan 448928 63
scan 178525 33
scan 577585 53
scan 438451 36
scan 224060 23
scan 430671 54
scan 71989 70
scan 565145 69
scan 437605 95
scan 202707 94
scan 515621 38
scan 285456 58
scan 146233 36
scan 154066 65
scan 191120 15
scan 31743 91
scan 62003 36
scan 281962 9
scan 218012 61
scan 479055 25
scan 358641 78
scan 224414 86
scan 251001 86
scan 484304 94
scan 569648 23
scan 169468 84
scan 256959 43
scan 347202 65
scan 357622 65
scan 524844 22
scan 562582 41
scan 121177 66
scan 425083 2
scan 68271 5
scan 62282 64
scan 163636 14
scan 64316 25
scan 117447 45
scan 232409 15
scan 419966 43
scan 577585 57
scan 71989 9
scan 410381 75
scan 78921 38
scan 515621 57
insert 600073
scan 385417 51
scan 427514 44
scan 31497 70
scan 124873 42
scan 270713 35
scan 564401 37
scan 545596 79
scan 278320 6
scan 568730 15
scan 65186 3
scan 101175 41
scan 454652 45
scan 466776 50
scan 78921 60
scan 219171 66
scan 217018 49
scan 595575 58
scan 271646 39
scan 593193 69
scan 308199 70
scan 239240 41
scan 545596 79
scan 454994 2
scan 156612 5
insert 600074
scan 287328 16
scan 515328 42
scan 63036 1
scan 575845 16
scan 156612 11
scan 244286 33
scan 531280 9
scan 482033 48
scan 274066 72
scan 307253 37
scan 581129 56
scan 344262 44
scan 345085 93
scan 66907 69
scan 586068 81
scan 164479 1
scan 207993 33
scan 29887 64
scan 400936 86
scan 485923 43
scan 192489 43
scan 101175 86
scan 78385 40
scan 50257 4
scan 101175 75
scan 536970 88
scan 134702 39
scan 515328 86
scan 441245 95
scan 25918 15
scan 261942 31
scan 8922 73
scan 561817 31
scan 551110 37
scan 93922 21
scan 153542 87
insert 600075
scan 225155 14
scan 130704 45
scan 414439 23
scan 254244 44
scan 71989 45
scan 562582 42
scan 515621 24
scan 184616 52
scan 359374 71
scan 552869 10
scan 78921 60
scan 60353 67
scan 19425 75
insert 600076
scan 483854 87
scan 597495 37
scan 452373 65
scan 597857 41
scan 78921 76
scan 537934 98
scan 287195 36
scan 284927 29
scan 141783 78
scan 596383 45
scan 594871 38
scan 47444 87
scan 85125 21
scan 545596 27
scan 565145 100
scan 229874 88
scan 200539 70
scan 597058 26
scan 58485 27
scan 515328 73
insert 600077
insert 600078
scan 545596 81
scan 81210 3
scan 47436 36
scan 577585 89
scan 515328 3
scan 115413 60
scan 76783 57
scan 486955 88
scan 66857 44
scan 133964 3
scan 593966 56
scan 129671 1
scan 339864 12
scan 596108 99
scan 108455 73
scan 545596 31
scan 121462 62
scan 38030 4
scan 443216 64
scan 545596 3
scan 577585 37
scan 401332 60
scan 153917 21
scan 558825 2
scan 447285 63
scan 308199 78
scan 545596 94
scan 515621 39
scan 80533 41
scan 2613 98
scan 314494 35
scan 110673 10
scan 196143 72
scan 321574 58
scan 411190 70
scan 101910 91
scan 545596 91
insert 600079
scan 545596 30
scan 189157 40
scan 65008 20
scan 562582 54
scan 550614 40
scan 293003 55
scan 50136 66
scan 508990 96
scan 224618 63
scan 592781 59
scan 341672 33
scan 47296 47
scan 65658 94
scan 564667 74
scan 503168 59
scan 85720 35
scan 436477 17
scan 562582 47
scan 545596 17
scan 63036 56
scan 329233 5
scan 560662 79
scan 51515 27
scan 154066 59
scan 113822 58
scan 390644 68
scan 151355 60
scan 271991 37
scan 540977 60
scan 408297 43
scan 515621 81
scan 265452 99
scan 100029 20
scan 427588 67
scan 309153 48
scan 424991 1
scan 195835 68
scan 545596 52
scan 301735 47
scan 71989 95
scan 293842 85
scan 382082 80
scan 432676 84
scan 583215 93
insert 600080
scan 578249 65
scan 132745 87
scan 515621 6
scan 515621 96
scan 545596 21
scan 63036 63
scan 169468 58
scan 109017 24
scan 66907 23
scan 31724 82
scan 153805 90
scan 238267 9
scan 353845 31
scan 80530 92
scan 545596 9
scan 291543 38
scan 441510 24
scan 437605 54
scan 78921 61
scan 353642 64
scan 281961 39
insert 600081
scan 110673 89
scan 19320 60
scan 590483 31
scan 577585 99
scan 45559 46
scan 560662 49
scan 510578 55
scan 251606 88
scan 549763 70
insert 600082
scan 465035 41
scan 323066 32
scan 468453 31
scan 101175 15
scan 363565 1
scan 545596 80
scan 371101 64
scan 12553 99
scan 551124 69
scan 270713 14
scan 71989 12
scan 364976 42
scan 66907 73
scan 265796 5
scan 545596 62
insert 600083
scan 545596 28
scan 38008 42
scan 545596 4
scan 78921 10
scan 84330 31
scan 577585 70
scan 411294 80
scan 145421 36
scan 576065 28
scan 545596 47
scan 383793 25
scan 562582 76
scan 168059 17
scan 515328 49
scan 545596 31
scan 416838 8
scan 402587 96
scan 401332 93
scan 286350 73
scan 562582 15
scan 577585 37
scan 510283 6
insert 600084
scan 195954 77
scan 565145 66
scan 323840 93
scan 63036 40
scan 118288 14
scan 304697 48
scan 205136 4
scan 504183 90
scan 562582 7
scan 514842 74
scan 127602 72
scan 347202 79
scan 545596 97
scan 545596 94
scan 577585 8
scan 178597 16
scan 487321 21
scan 545596 42
scan 56305 39
scan 545596 15
scan 155126 33
scan 515621 89
scan 581349 38
scan 545596 94
scan 435331 48
scan 515621 34
scan 63036 6
scan 71989 29
scan 471064 21
scan 442547 28
scan 454449 25
scan 487999 49
scan 545596 1
scan 433128 10
scan 577585 53
scan 28128 42
scan 120230 22
scan 182993 98
scan 154066 76
scan 164927 2
scan 497928 60
scan 290347 38
insert 600085
scan 189050 100
scan 545632 9
scan 422502 22
scan 545596 6
scan 367363 74
scan 545596 30
scan 245833 6
insert 600086
scan 545596 56
scan 172134 30
