read 295831
scan 124301 4
scan 114728 30
scan 529002 39
scan 35694 65
scan 126625 35
scan 236928 79
scan 393597 7
scan 169979 8
scan 317185 31
scan 245392 1
scan 420992 76
scan 93857 11
scan 261583 40
scan 452443 27
insert 600021
insert 600022
insert 600023
scan 159248 53
scan 277535 10
scan 312338 88
scan 344664 4
scan 99484 47
scan 357552 82
scan 35694 78
scan 52651 100
scan 583625 51
scan 35694 19
scan 309555 93
scan 35694 64
scan 236928 78
insert 600024
scan 184711 98
scan 84139 34
scan 35694 22
scan 373817 86
scan 419144 78
scan 557604 15
scan 535766 34
scan 414506 35
scan 93047 74
scan 28239 100
scan 419185 6
scan 369786 42
scan 274938 99
scan 278424 12
scan 423740 74
scan 442337 10
scan 35694 96
scan 312338 82
scan 19385 73
scan 520352 25
scan 564951 63
scan 137578 57
scan 341604 28
scan 137578 87
scan 375248 58
scan 35694 13
scan 35694 67
scan 129389 9
scan 73997 25
scan 35694 99
scan 570067 32
scan 113117 47
scan 355699 28
scan 428459 93
scan 19913 82
scan 39944 49
scan 219091 2
scan 92692 28
scan 202551 25
scan 468162 15
scan 500287 41
scan 42697 49
scan 236692 59
scan 491695 70
scan 252973 21
scan 165098 40
scan 344664 61
scan 554203 12
scan 188053 1
scan 283524 26
scan 159248 53
scan 137189 59
scan 35694 49
scan 377769 76
scan 137578 22
scan 108111 51
scan 312338 24
scan 347097 85
scan 137578 78
scan 105712 33
scan 73997 84
scan 531044 55
scan 371231 71
scan 553480 63
scan 523747 27
scan 429625 56
scan 355249 93
scan 411117 28
scan 445924 35
scan 431277 18
scan 364292 70
scan 227529 56
scan 584665 67
scan 556972 22
scan 401084 64
scan 86962 39
scan 43205 75
scan 208365 68
scan 65769 67
insert 600025
scan 35694 48
scan 207516 64
scan 226504 54
scan 548829 33
scan 512455 98
scan 138979 17
scan 126670 40
scan 73997 2
scan 136257 24
scan 487144 83
scan 528214 86
scan 348495 45
scan 159248 53
scan 172448 57
insert 600026
scan 97523 43
scan 137578 97
scan 2553 28
scan 312338 83
scan 257088 20
scan 314705 76
scan 131791 91
scan 233241 72
scan 356362 88
insert 600027
scan 381609 71
scan 438233 54
scan 96178 53
scan 397047 5
scan 319334 67
scan 236306 52
scan 72853 87
scan 389036 17
scan 245670 33
scan 214354 30
scan 399874 15
scan 540415 64
scan 137578 75
scan 201648 50
scan 515425 77
scan 265081 96
scan 82409 36
scan 73997 1
scan 180146 40
scan 428738 45
scan 497637 35
scan 131791 57
scan 297925 99
insert 600028
scan 523641 97
scan 49915 45
scan 211582 14
scan 390890 73
scan 190491 43
scan 327280 17
scan 91958 10
scan 312338 81
scan 138767 16
scan 331092 46
scan 35694 20
scan 124220 39
scan 399114 15
scan 270148 78
scan 138979 2
scan 88536 11
insert 600029
scan 54027 29
scan 553480 91
scan 73997 31
scan 482611 76
scan 263248 12
scan 73997 8
scan 330369 45
scan 587024 30
scan 400218 20
scan 311962 47
scan 236928 12
scan 438233 29
scan 31280 29
scan 91663 47
scan 219380 92
scan 215220 71
scan 67371 25
scan 353391 47
scan 109671 3
scan 442337 73
scan 73997 4
scan 54499 13
scan 35694 41
scan 47171 25
scan 135669 86
scan 312338 64
insert 600030
scan 236306 24
insert 600031
scan 192119 25
scan 4044 52
insert 600032
scan 232298 51
scan 398169 56
scan 427495 75
scan 426409 69
scan 214164 96
scan 520352 100
scan 178478 51
scan 138979 9
scan 37563 25
scan 137578 80
scan 142790 80
scan 263248 7
scan 235493 8
scan 494823 66
scan 481357 71
scan 595856 38
scan 244832 24
scan 138979 49
scan 440542 89
scan 138979 62
scan 246922 10
insert 600033
scan 35694 72
insert 600034
scan 138979 60
scan 236928 67
scan 114401 28
scan 187829 81
scan 528214 58
scan 274401 16
scan 362430 81
scan 34241 92
scan 131791 80
scan 344664 51
scan 559452 79
scan 307496 56
scan 316069 75
scan 7657 47
scan 272729 56
scan 408551 53
scan 540415 38
scan 414633 84
scan 132310 7
scan 520416 61
scan 17705 53
scan 265081 78
scan 379588 33
scan 135281 74
scan 179464 6
scan 463587 4
scan 386581 14
scan 351175 86
scan 35694 75
insert 600035
scan 76993 35
scan 596745 67
scan 558859 38
scan 234811 7
scan 265081 84
scan 132310 56
scan 329625 66
scan 560834 11
scan 38797 31
scan 251154 46
scan 70233 42
scan 73997 21
scan 448333 11
scan 553480 22
scan 151810 62
scan 381564 38
scan 563386 85
scan 491164 9
insert 600036
scan 584600 59
scan 84854 74
scan 203356 86
scan 443362 9
scan 137578 53
scan 35694 84
scan 328328 69
scan 240939 70
scan 593075 30
scan 505475 26
scan 68624 63
scan 137578 70
scan 432219 8
scan 35694 4
scan 77614 65
insert 600037
scan 176628 13
scan 226138 9
scan 599409 48
scan 263499 98
scan 84140 72
scan 597320 68
insert 600038
scan 135884 29
scan 47516 54
scan 29907 49
scan 201471 71
scan 495248 9
scan 44436 40
scan 458335 23
scan 362430 24
scan 587144 70
scan 190365 72
scan 312338 16
scan 4431 53
scan 236928 70
scan 77614 52
scan 80386 86
scan 317185 96
scan 506052 60
insert 600039
insert 600040
scan 144110 74
scan 588132 63
scan 374800 68
scan 598358 76
scan 308390 61
scan 124377 4
scan 99915 57
scan 338834 85
scan 98733 50
scan 426845 22
scan 126067 76
scan 73997 14
scan 362430 25
insert 600041
scan 331092 12
scan 385347 100
scan 35694 5
scan 312228 39
scan 372451 29
scan 327907 18
scan 481005 68
scan 536029 48
scan 335852 3
scan 171600 64
scan 494993 40
scan 138979 79
scan 2099 5
insert 600042
scan 362445 41
scan 69733 38
scan 553480 73
scan 141575 61
scan 506980 99
scan 275664 61
scan 323851 56
scan 438936 29
scan 140135 36
scan 226577 32
scan 358778 86
scan 486719 43
scan 476183 9
scan 204055 74
scan 421440 15
scan 73997 73
scan 93857 51
scan 493187 41
scan 138979 55
scan 521789 80
scan 1589 34
insert 600043
scan 137578 83
scan 25479 31
scan 332703 1
scan 126473 2
scan 425842 71
scan 509930 84
scan 72483 52
scan 158861 8
scan 553480 1
scan 553480 48
scan 297718 37
insert 600044
scan 145160 8
scan 235341 26
scan 324954 3
scan 137265 2
scan 446012 34
scan 137578 16
scan 159248 97
scan 3315 81
scan 212475 45
scan 514201 9
scan 520352 26
scan 2514 11
scan 128213 40
scan 466233 96
scan 407911 46
scan 489471 42
scan 264562 81
scan 562525 6
scan 73997 40
scan 298338 54
scan 104013 30
scan 312338 96
scan 93857 44
scan 106962 14
scan 171585 59
scan 331224 1
scan 263248 19
scan 247463 21
scan 73997 26
scan 484152 58
scan 35694 98
scan 540415 78
scan 493187 40
scan 163308 80
scan 405639 4
scan 138979 47
scan 276609 57
scan 236928 57
scan 536327 76
insert 600045
scan 35694 58
scan 35694 7
scan 505891 21
scan 252609 88
insert 600046
scan 312338 16
scan 248963 23
scan 78352 43
scan 22732 6
scan 473660 28
scan 30149 100
scan 145514 77
insert 600047
scan 215757 87
scan 443542 28
scan 35694 74
scan 589399 26
scan 308303 39
scan 216154 65
scan 430706 49
insert 600048
scan 560834 52
scan 592858 72
scan 230227 89
scan 131864 14
scan 265081 8
scan 549574 66
scan 370449 51
scan 548822 51
scan 501055 21
scan 327591 2
scan 341311 1
scan 532271 62
scan 405639 84
scan 564087 98
scan 129546 77
scan 388630 34
scan 73997 61
scan 531499 45
scan 565541 13
scan 24775 19
insert 600049
scan 254041 36
scan 137578 75
scan 287839 25
scan 439392 16
scan 138979 86
scan 236306 45
scan 137578 39
scan 35694 54
scan 87935 75
scan 519476 99
scan 97583 96
scan 35694 43
scan 447128 16
scan 575938 52
scan 450709 41
scan 137578 54
scan 83569 58
scan 430340 69
scan 35047 12
scan 157175 97
scan 263513 98
scan 493187 81
scan 35694 64
scan 236928 6
scan 35694 4
scan 4674 63
scan 231912 41
scan 215615 98
scan 502294 46
scan 278402 21
scan 137578 32
scan 229904 63
scan 570757 83
scan 553480 33
scan 438909 38
scan 564520 74
scan 450326 85
scan 304183 81
scan 423740 58
scan 7657 38
scan 113288 48
scan 487254 49
scan 211474 59
scan 137578 13
scan 523747 50
scan 90513 3
insert 600050
scan 7657 54
scan 19385 23
scan 124798 2
scan 133790 92
scan 417785 55
scan 35694 46
scan 565095 87
scan 174491 59
scan 530101 25
scan 137578 55
scan 82551 96
scan 289539 39
scan 540415 39
scan 137578 40
scan 182156 58
scan 33667 86
scan 205162 28
scan 423740 100
scan 553480 36
scan 86962 44
scan 148590 97
scan 237968 45
scan 584848 65
scan 91969 24
scan 288530 90
scan 236928 30
scan 215863 63
scan 540415 92
scan 76001 37
scan 231694 44
scan 334814 11
scan 35694 38
scan 3968 14
scan 536189 97
scan 137578 11
scan 236928 8
scan 302955 52
scan 340019 46
scan 239765 12
scan 5005 53
scan 491695 16
scan 103888 40
scan 138979 2
scan 317997 49
scan 519593 18
scan 493187 59
scan 383800 75
scan 578443 79
scan 153631 20
scan 137578 19
scan 236928 64
scan 42809 45
scan 587770 41
scan 299396 90
scan 348864 46
scan 203873 98
scan 137578 19
insert 600051
scan 83844 5
scan 169191 31
scan 554888 64
scan 31280 77
scan 375670 13
scan 506063 75
scan 50439 14
insert 600052
insert 600053
scan 35694 34
scan 411441 91
scan 236928 88
scan 388564 98
scan 227837 26
scan 54836 8
insert 600054
insert 600055
scan 326887 78
scan 182057 35
scan 5447 33
scan 566260 22
scan 556074 35
scan 344664 40
scan 590285 69
scan 302814 11
scan 208365 36
scan 589011 17
insert 600056
scan 35694 6
scan 321506 11
scan 485185 44
scan 35694 86
scan 191022 71
scan 260855 37
scan 265081 98
scan 474767 89
insert 600057
scan 35694 52
scan 58055 7
scan 137578 63
scan 138979 52
scan 409801 16
scan 466193 39
scan 35694 26
scan 215757 42
scan 137578 80
scan 216568 27
scan 483145 25
scan 93857 52
scan 70894 8
scan 544433 22
scan 72795 26
scan 97523 100
scan 263248 97
scan 35694 32
scan 35694 95
scan 116905 21
scan 118336 65
scan 159580 6
scan 564833 62
scan 138979 69
scan 159493 44
scan 553480 71
scan 199145 58
scan 421134 80
scan 263248 82
scan 358747 15
scan 282994 52
scan 296035 29
scan 203733 89
scan 210052 44
scan 43205 26
scan 363631 28
scan 116921 40
scan 553480 89
scan 435833 24
scan 291207 93
scan 137578 17
scan 438907 74
scan 236928 69
scan 520661 96
scan 148875 51
scan 582227 35
scan 312371 12
scan 138376 91
scan 430286 21
scan 599603 43
insert 600058
scan 312338 50
scan 241781 22
scan 157067 39
scan 495759 6
scan 352229 96
scan 553480 25
scan 343202 69
scan 119091 66
scan 512636 36
scan 407281 22
scan 138979 62
scan 127145 2
scan 168639 29
scan 520774 78
scan 362430 39
scan 263248 11
insert 600059
scan 38504 44
scan 344664 56
insert 600060
scan 447128 53
scan 344664 95
scan 193899 65
scan 199695 41
scan 471239 68
scan 185664 73
scan 159248 71
scan 137578 12
scan 582227 50
scan 521713 7
scan 599603 98
scan 453115 52
scan 574462 81
scan 137578 18
scan 82202 49
scan 5345 85
scan 35694 61
scan 215757 54
scan 538284 76
scan 35694 86
scan 347969 70
scan 35694 91
scan 97523 25
scan 398346 55
scan 146694 63
scan 510437 76
scan 150569 82
scan 54836 1
scan 584944 43
scan 157199 9
scan 174961 56
scan 132310 53
scan 110454 63
scan 35694 37
scan 545123 47
scan 305289 27
scan 220873 3
insert 600061
scan 433433 1
scan 73997 35
scan 244832 67
scan 293474 50
scan 138979 21
scan 312338 58
scan 560834 98
scan 35694 49
scan 423177 86
scan 126975 49
scan 540415 17
scan 60612 64
scan 302955 28
scan 236928 9
scan 32521 95
scan 545626 1
scan 308223 30
scan 137189 18
scan 370497 39
scan 436148 90
insert 600062
scan 63730 91
scan 127774 42
scan 377662 9
scan 277545 77
scan 197981 73
scan 256921 84
scan 304758 19
scan 233745 60
scan 19674 97
scan 423740 13
scan 89136 76
scan 460991 91
scan 137578 7
scan 295000 58
scan 455411 4
scan 93857 83
scan 73997 2
scan 422116 52
scan 35694 94
insert 600063
scan 137578 36
scan 137578 83
scan 163173 9
insert 600064
scan 513631 43
scan 236928 86
scan 375355 86
scan 35694 31
scan 76787 29
scan 508788 7
insert 600065
scan 560834 82
scan 214354 29
scan 137578 51
scan 74814 23
scan 196752 85
scan 340633 99
scan 382394 6
scan 479603 89
scan 279872 84
scan 137578 54
scan 35694 16
scan 312885 7
scan 35694 87
scan 520773 98
scan 35694 18
scan 35694 95
scan 142148 82
insert 600066
scan 493187 95
scan 261583 30
scan 470130 51
scan 512455 20
scan 549025 85
scan 20527 93
scan 262372 2
scan 400049 5
scan 288242 14
scan 560834 24
scan 424026 37
scan 402059 35
scan 595275 79
scan 553480 37
scan 137578 11
scan 169191 86
scan 424205 36
scan 270802 60
scan 252067 36
scan 220532 41
scan 172267 62
scan 137578 22
scan 73997 58
scan 35694 35
scan 35694 55
scan 483180 67
scan 41831 77
scan 493187 71
scan 137578 88
scan 555478 56
scan 493187 4
scan 230206 23
insert 600067
scan 475693 30
scan 3315 99
scan 178685 40
scan 67215 60
scan 129114 42
insert 600068
scan 366529 51
scan 551665 40
scan 137578 62
scan 575527 38
scan 528214 16
scan 353113 46
scan 475129 12
scan 35694 68
scan 16760 18
scan 219091 47
scan 110564 3
scan 414399 23
insert 600069
scan 274199 74
scan 77614 79
scan 225186 81
scan 332703 7
scan 419664 49
scan 215757 76
scan 299877 43
scan 7657 2
scan 123755 89
scan 541556 41
scan 73997 81
insert 600070
scan 273891 7
scan 263248 74
insert 600071
scan 328105 11
scan 525436 41
scan 414420 63
scan 332939 51
scan 73997 52
scan 584139 68
scan 35694 66
scan 73997 73
scan 340137 22
scan 302955 16
scan 92801 93
insert 600072
scan 86033 21
insert 600073
scan 556573 6
scan 308167 75
scan 299270 57
scan 137578 2
scan 231348 27
scan 91789 47
scan 450804 4
scan 1552 20
scan 129077 57
scan 519882 48
scan 35694 91
scan 584848 19
scan 129224 84
scan 282166 27
scan 208880 4
scan 425944 17
scan 562471 26
insert 600074
scan 137578 79
scan 430549 18
scan 281024 17
scan 118062 60
scan 43205 69
scan 147576 64
scan 73997 15
scan 312338 98
scan 426409 33
scan 110272 57
scan 526409 26
scan 45731 34
scan 158135 21
scan 579413 93
scan 599603 62
scan 203146 36
scan 131791 84
scan 416188 92
scan 236928 70
scan 35694 79
scan 263248 40
scan 126518 93
scan 236928 51
scan 29497 13
scan 74118 47
scan 206224 48
scan 394407 6
scan 382791 1
scan 312338 46
scan 79306 4
scan 35694 72
scan 362455 98
scan 293472 8
scan 35694 84
scan 387429 59
scan 423740 76
scan 73997 22
scan 86962 58
scan 585336 23
scan 35694 64
scan 589434 86
scan 191713 23
scan 576366 56
scan 534651 38
scan 236928 77
scan 89386 82
scan 337581 36
scan 547019 9
scan 444298 78
scan 411154 31
scan 523176 27
scan 587314 10
scan 589673 2
scan 179221 46
scan 107039 6
scan 427845 79
insert 600075
scan 284393 4
scan 113067 33
scan 552888 80
scan 95704 4
scan 501049 71
scan 426628 54
scan 273644 83
scan 138979 43
scan 42325 42
scan 63758 88
insert 600076
scan 177032 100
scan 262543 43
scan 196299 33
scan 123755 90
scan 493187 45
scan 104013 38
scan 163158 50
scan 93060 54
scan 449921 37
scan 422588 54
scan 261583 43
scan 323063 70
scan 470371 90
scan 478230 47
scan 312338 15
scan 35694 54
scan 242414 34
scan 169191 99
scan 583084 66
scan 479992 42
scan 388630 67
scan 199355 72
insert 600077
scan 521324 97
scan 16588 76
scan 138979 32
scan 3315 16
scan 28686 39
scan 60087 36
scan 138839 100
scan 571164 71
insert 600078
scan 285171 85
scan 263248 22
scan 544162 72
scan 247463 22
scan 567058 94
scan 580708 15
scan 25050 66
scan 548868 98
scan 208880 49
scan 493187 52
scan 336705 56
scan 343498 67
scan 137578 47
scan 131791 82
scan 302955 81
scan 429625 25
scan 35694 93
scan 73997 3
scan 53529 94
scan 433624 8
scan 585662 79
scan 137578 63
scan 571831 57
scan 386328 61
scan 208365 75
scan 176422 94
scan 576451 12
scan 544162 23
scan 247463 82
scan 35694 25
scan 373480 83
scan 302955 82
scan 67022 51
scan 85124 31
scan 227472 60
scan 241781 16
scan 105646 59
scan 208365 38
scan 530129 39
scan 93857 22
scan 388346 40
scan 169245 48
scan 540415 5
insert 600079
scan 35694 43
scan 399301 10
insert 600080
scan 254827 77
scan 160408 87
scan 495092 44
scan 473338 100
scan 137578 30
scan 236928 69
scan 3774 47
scan 553942 14
scan 571849 69
scan 418480 45
scan 62575 56
scan 35694 80
scan 229381 98
scan 923 96
scan 475129 21
scan 210556 30
scan 23583 30
scan 35694 100
scan 540415 29
insert 600081
scan 73997 51
scan 131791 32
scan 263248 26
scan 427836 99
scan 35694 47
scan 363631 30
scan 208880 76
scan 7657 54
scan 442337 66
scan 357390 31
insert 600082
scan 443061 24
scan 434818 7
scan 67456 54
scan 325267 35
scan 251042 1
scan 43205 44
scan 186835 65
scan 35694 12
scan 48308 74
scan 493187 37
insert 600083
scan 92705 10
scan 579687 15
scan 516790 26
scan 400073 84
scan 137578 98
scan 175724 20
scan 584665 39
scan 73659 49
scan 418913 44
insert 600084
scan 432201 4
scan 417782 39
insert 600085
scan 533255 61
scan 35694 21
scan 7657 82
scan 312338 37
scan 545626 93
scan 35694 7
scan 550506 6
scan 173175 25
scan 208365 84
scan 127299 2
scan 124377 84
scan 300690 91
scan 543907 3
scan 339337 64
scan 334061 41
scan 486466 20
scan 28210 74
scan 429625 85
scan 226824 84
scan 399670 55
scan 54836 62
scan 572275 21
scan 236928 40
scan 543087 12
scan 191783 9
scan 137578 62
scan 93857 41
scan 265965 53
scan 58462 59
scan 7657 18
insert 600086
scan 599603 50
scan 73997 87
scan 137578 33
scan 324075 75
scan 32469 7
scan 287990 39
scan 49915 21
scan 544003 84
scan 241438 17
scan 137578 89
scan 151888 22
scan 299223 12
scan 73997 19
insert 600087
scan 35694 20
scan 442337 70
scan 520352 19
scan 73997 37
scan 31736 75
scan 250469 17
scan 93857 69
scan 7657 6
scan 392776 85
scan 31736 17
scan 73997 94
scan 144133 100
scan 529341 81
scan 3315 47
scan 456840 60
scan 493187 100
scan 320055 77
insert 600088
scan 132310 85
scan 567903 69
scan 312338 15
scan 73997 26
scan 93815 97
scan 302136 36
scan 295382 20
scan 37957 42
scan 34241 95
scan 35694 89
scan 495169 96
scan 169191 45
scan 35694 68
scan 528168 20
insert 600089
scan 137578 49
scan 112593 86
scan 118097 3
scan 250503 58
scan 465535 54
scan 528733 36
scan 35694 51
scan 73997 94
scan 185148 15
scan 266013 25
scan 112593 99
scan 254232 78
scan 478153 4
scan 307161 4
scan 354166 28
scan 35779 86
scan 510809 30
scan 409980 13
scan 542022 4
scan 326577 27
scan 553480 82
scan 137578 8
scan 25050 70
scan 281620 88
scan 10801 84
scan 146276 58
scan 390744 55
scan 69945 33
scan 432963 89
scan 207927 88
scan 579989 19
scan 35694 74
scan 53837 65
scan 187761 75
scan 207265 22
scan 35694 23
scan 135763 47
scan 73997 25
scan 236635 95
scan 480047 15
scan 424470 67
scan 107039 63
scan 146671 78
scan 57108 10
scan 473565 15
scan 211963 50
scan 14185 57
scan 354062 62
scan 446191 18
scan 3 70
scan 51891 99
scan 560834 85
scan 73997 84
scan 35694 25
scan 210793 22
scan 192353 55
scan 513110 40
scan 472742 17
scan 529460 60
scan 35694 3
scan 590577 70
scan 550972 5
scan 35694 14
scan 373668 31
scan 247534 91
scan 111857 53
scan 7989 60
scan 583917 2
scan 3967 14
scan 302955 25
scan 304755 55
scan 466713 23
scan 124377 21
scan 131791 81
scan 268021 15
scan 221553 1
scan 380406 90
scan 263889 1
scan 332703 71
scan 343906 45
insert 600090
scan 584848 13
scan 456385 13
scan 519586 94
scan 45896 65
scan 367516 13
scan 370486 76
scan 406068 94
scan 557176 3
scan 596129 18
scan 251154 87
scan 599603 92
scan 67250 54
scan 400491 94
scan 423740 91
scan 423740 29
insert 600091
scan 401595 78
scan 68608 35
scan 24775 26
scan 73043 57
scan 312338 20
scan 276276 25
scan 73997 27
scan 31763 54
scan 469833 93
scan 553480 62
scan 73997 89
scan 35694 100
scan 299270 74
scan 221336 77
scan 4674 39
scan 317185 28
scan 262979 1
scan 35694 21
scan 571734 49
scan 346618 7
scan 302955 46
scan 11734 45
scan 416925 11
scan 436902 70
scan 584555 40
scan 480047 7
scan 350019 35
scan 194966 83
scan 35694 56
scan 347765 75
scan 321670 27
scan 279786 48
scan 512455 28
scan 107143 66
scan 549411 69
scan 193899 3
scan 3315 69
scan 9066 62
scan 91888 37
scan 317185 69
scan 177851 75
scan 581717 3
insert 600092
scan 501913 11
scan 352103 22
scan 73997 7
scan 285526 85
scan 102328 43
scan 523176 53
scan 134031 32
scan 358515 37
scan 30881 60
scan 263248 49
scan 208365 96
scan 574224 28
scan 556857 73
scan 375609 70
insert 600093
scan 262362 72
scan 424205 47
insert 600094
scan 110454 45
scan 485521 4
scan 560834 99
scan 261583 4
scan 253528 51
scan 263248 4
scan 35694 20
scan 136257 9
scan 131791 82
scan 294926 47
insert 600095
scan 317928 49
scan 520910 36
scan 449257 42
scan 368568 95
scan 236928 34
scan 330502 100
scan 211330 28
scan 57108 50
scan 331092 31
scan 158528 79
scan 201430 35
scan 171929 90
scan 35694 7
scan 547569 38
scan 36068 95
scan 531772 20
scan 387818 20
scan 34241 96
scan 6628 18
scan 35694 94
scan 520352 15
scan 160353 16
scan 35694 78
scan 379588 64
scan 88690 97
scan 401084 72
scan 149483 58
scan 137578 13
scan 442337 4
scan 546277 54
scan 236928 27
scan 423740 97
scan 587182 73
scan 248790 2
scan 122267 59
scan 35694 42
scan 229540 64
scan 7657 17
scan 263248 15
scan 565863 84
scan 302955 18
scan 356102 32
scan 302955 17
scan 356362 26
scan 353385 50
scan 129673 34
scan 231192 80
scan 77614 67
scan 596695 89
scan 56251 59
scan 73997 38
scan 78673 77
scan 409155 8
insert 600096
scan 137578 92
scan 86033 43
scan 159248 9
scan 35694 14
scan 583069 14
scan 7657 90
scan 540415 22
scan 144718 77
scan 362430 7
scan 137578 55
insert 600097
scan 93857 75
insert 600098
scan 137578 63
scan 215757 58
scan 175255 94
scan 533280 30
scan 164559 96
scan 512455 43
scan 137578 10
scan 35694 60
scan 298201 100
scan 77614 12
scan 384014 23
scan 110554 74
scan 137578 100
scan 137578 79
scan 236928 66
scan 137578 71
scan 114819 32
scan 208365 84
scan 195698 94
scan 257331 56
scan 493187 40
scan 137578 81
scan 265360 24
scan 259734 1
scan 438937 78
scan 69836 95
scan 35694 64
scan 151679 97
scan 214354 63
