read 523478
scan 432754 12
scan 459057 49
scan 463945 95
scan 462713 86
scan 460862 27
scan 261409 80
insert 600021
scan 234785 16
scan 294289 53
scan 6480 89
scan 327859 92
scan 23604 16
scan 316662 14
scan 212880 92
scan 547896 96
scan 393643 12
scan 59270 31
scan 525731 11
scan 417413 33
scan 432754 94
scan 408707 33
scan 585860 33
scan 525731 33
scan 55032 8
insert 600022
scan 515685 11
scan 3900 72
scan 432754 22
scan 241956 89
scan 379860 1
scan 538163 17
scan 408366 52
scan 559196 83
scan 3900 22
scan 2018 47
scan 248173 50
scan 505145 67
scan 475199 98
scan 209590 21
scan 238794 51
scan 198910 89
scan 65248 70
scan 201137 83
scan 332945 97
scan 490357 35
insert 600023
scan 191564 71
scan 193801 57
scan 293013 22
scan 546683 62
scan 505145 77
scan 596716 73
scan 212616 20
insert 600024
scan 219948 91
scan 47269 68
scan 77581 21
scan 212616 41
scan 78333 70
scan 310830 30
scan 237624 88
insert 600025
scan 182475 38
scan 122969 62
scan 450034 38
scan 42639 62
scan 522374 55
scan 584782 25
scan 86241 68
scan 306382 53
scan 332945 52
scan 464188 86
scan 432754 70
scan 238794 5
scan 12164 11
scan 130502 9
scan 525731 82
scan 339150 72
scan 559125 92
scan 217953 65
scan 163305 95
scan 525731 39
scan 375308 44
scan 65248 82
scan 21139 56
scan 92124 68
scan 42378 75
scan 130502 14
scan 500271 69
scan 525731 23
scan 36412 24
scan 124465 42
scan 338663 34
scan 124080 89
scan 352381 93
scan 515239 66
scan 563265 84
insert 600026
scan 252738 79
scan 186393 94
scan 238794 31
scan 191296 64
scan 525731 13
scan 8571 56
scan 22912 21
scan 368796 43
scan 545843 20
scan 485233 15
scan 288905 91
scan 551399 65
insert 600027
scan 29971 74
scan 486442 64
scan 363623 58
scan 525731 90
scan 10916 15
scan 403845 6
scan 286619 29
scan 200248 88
scan 524443 81
scan 584596 92
scan 363623 95
scan 313478 44
scan 497039 99
scan 334793 76
scan 259046 15
scan 480110 29
scan 352381 76
scan 163665 56
scan 4519 24
scan 415435 5
scan 534805 91
scan 330105 62
scan 456197 37
scan 584294 70
scan 261748 90
scan 3900 78
scan 494749 11
scan 363623 83
scan 321987 18
scan 198910 23
scan 593803 85
scan 525731 45
scan 530981 68
scan 493809 81
scan 556321 40
scan 542736 54
scan 27867 30
scan 361840 4
scan 584069 47
scan 350792 35
scan 293013 90
scan 323578 46
scan 462182 84
scan 417214 29
scan 92574 36
scan 525731 19
scan 527345 49
scan 281410 97
scan 375531 55
scan 153068 99
scan 130502 35
scan 22467 10
scan 435714 50
scan 549796 26
scan 432754 1
scan 311103 25
scan 432754 37
scan 164007 90
scan 176833 33
scan 4660 19
scan 15581 100
scan 393643 2
scan 274243 92
scan 293398 92
scan 136383 82
scan 212616 89
scan 432754 17
scan 239165 3
scan 525731 69
scan 544548 20
scan 585374 27
scan 476999 16
scan 362163 23
scan 397227 9
scan 42378 85
insert 600028
scan 62485 67
scan 543464 59
insert 600029
scan 380988 50
scan 522294 19
scan 238794 10
scan 333919 30
scan 432754 87
scan 121142 31
scan 238794 52
scan 307441 74
scan 490884 83
scan 123807 3
scan 560322 82
scan 527676 79
scan 106672 52
scan 393654 87
scan 206572 85
insert 600030
scan 331777 42
scan 594959 61
scan 585699 42
scan 490872 36
scan 561550 65
scan 160092 9
scan 402676 2
scan 142797 10
scan 500271 55
scan 387060 68
scan 525731 35
scan 456374 62
scan 125516 94
scan 500447 40
insert 600031
scan 42378 15
scan 396803 46
scan 282061 76
insert 600032
scan 90189 65
scan 180709 83
scan 472675 94
scan 238794 49
scan 541251 100
scan 169329 28
scan 515221 7
scan 3900 24
scan 540172 85
scan 197239 64
scan 286619 80
scan 7926 9
scan 240973 95
scan 332945 49
scan 86481 25
scan 157042 52
scan 440822 16
scan 135660 72
scan 315264 29
scan 347011 21
scan 120933 91
scan 72086 18
scan 309559 56
scan 414116 18
scan 247664 51
scan 212616 96
scan 120949 75
scan 423716 64
insert 600033
scan 464532 79
scan 221672 66
scan 525731 25
scan 296106 36
scan 4183 88
scan 95482 12
scan 344943 26
scan 484873 37
scan 208257 46
scan 226814 76
scan 525731 29
scan 3900 81
insert 600034
scan 559703 48
scan 307063 70
scan 359566 19
scan 137209 94
scan 141839 93
scan 140397 97
scan 311019 65
scan 42378 88
scan 357942 49
scan 238463 60
scan 584294 43
scan 525731 16
scan 524443 68
scan 557825 27
scan 260509 96
scan 149738 13
scan 65248 76
scan 363623 59
scan 36412 63
scan 269294 81
scan 268544 72
scan 50682 8
scan 213372 23
scan 338240 83
scan 421440 25
scan 99450 91
scan 3900 50
scan 268874 51
scan 46883 38
scan 469270 84
scan 238794 9
scan 465501 46
scan 467624 61
scan 334125 70
scan 526172 53
scan 17885 26
scan 96557 23
scan 59270 56
scan 452378 37
insert 600035
scan 59495 61
scan 525731 90
scan 80613 69
scan 383762 64
scan 443926 36
scan 525731 70
scan 387595 5
scan 140397 1
scan 60795 69
scan 272283 55
scan 194775 72
scan 595195 18
scan 238794 2
scan 501352 30
scan 144106 84
scan 238794 62
scan 32705 74
scan 272344 86
insert 600036
scan 3900 78
scan 332945 26
scan 53392 39
scan 435714 43
scan 59270 85
scan 554667 1
scan 525731 34
scan 500271 51
insert 600037
scan 390598 82
scan 247428 25
scan 167580 99
scan 432754 56
scan 259888 51
scan 317318 95
scan 432754 92
scan 525731 37
scan 238794 57
scan 1678 97
scan 372631 33
scan 190954 18
scan 595593 72
scan 589210 34
scan 556321 95
scan 525731 80
scan 353101 96
scan 91398 64
scan 454580 85
scan 525731 54
scan 263090 90
scan 35398 52
scan 432754 83
scan 465136 18
scan 111792 62
scan 407939 57
scan 432754 91
scan 470797 78
scan 230228 19
scan 347801 22
scan 434172 71
scan 525731 31
scan 237012 17
scan 165444 71
scan 113808 84
scan 186890 28
scan 96646 74
scan 519295 28
scan 543182 26
scan 525731 5
scan 141769 3
scan 65248 24
scan 525731 97
scan 48812 17
scan 273793 67
scan 597918 81
scan 180541 15
scan 240627 86
scan 525731 21
scan 567575 37
scan 486092 50
scan 574269 14
scan 71535 86
scan 498458 76
scan 43641 9
scan 352381 68
scan 46369 25
scan 51878 74
scan 172860 58
scan 238959 13
scan 396948 4
scan 558067 51
insert 600038
scan 203633 65
scan 239511 92
scan 403845 36
scan 21614 21
scan 498884 10
scan 200248 15
insert 600039
scan 269035 51
scan 95494 55
scan 363623 57
scan 536128 13
scan 158750 43
scan 415435 13
scan 332945 51
scan 184189 96
scan 175285 64
insert 600040
scan 362812 3
scan 270843 66
insert 600041
scan 525731 61
scan 385373 59
scan 480078 69
insert 600042
scan 180541 37
scan 399577 43
scan 391697 86
scan 298639 96
insert 600043
scan 136117 82
scan 333536 17
scan 287054 89
scan 42480 43
scan 238794 58
scan 311103 77
scan 412574 41
scan 254334 38
scan 23604 47
scan 261748 41
scan 492826 78
insert 600044
scan 432754 86
scan 525731 82
scan 344372 14
scan 450333 23
scan 221672 68
scan 432754 49
scan 209152 89
scan 508475 15
scan 193211 3
scan 383762 99
scan 331791 78
scan 227305 93
scan 287054 79
scan 80115 83
scan 41027 24
scan 500271 24
scan 351172 92
scan 180541 5
scan 462938 80
scan 478919 73
scan 525731 15
scan 377338 93
scan 3900 22
scan 238463 41
scan 162378 33
scan 598543 26
scan 525731 69
scan 59270 72
scan 321938 98
scan 308849 48
scan 415435 19
scan 239308 83
scan 500271 6
scan 500503 56
scan 36775 18
scan 563265 91
scan 525731 23
scan 128151 1
scan 513269 21
scan 538117 51
scan 38466 38
scan 167857 8
scan 238794 46
scan 525731 97
scan 238794 15
scan 196281 89
scan 201169 30
scan 75828 18
scan 65248 1
scan 352105 24
scan 479767 63
scan 404134 98
scan 198910 89
scan 502934 34
scan 510733 62
scan 228602 53
scan 584717 3
scan 477275 76
scan 433083 29
scan 575595 53
scan 306556 63
scan 343567 9
scan 269520 82
scan 287271 78
scan 3900 83
scan 130502 52
scan 573058 12
insert 600045
scan 518167 44
scan 432754 31
scan 77247 11
scan 573022 87
scan 352381 10
scan 163305 17
scan 363623 25
scan 3900 5
scan 30885 74
scan 395093 72
scan 529092 37
scan 525731 95
scan 512496 96
scan 485286 22
scan 212616 100
scan 564436 88
scan 238794 13
insert 600046
scan 101953 83
scan 402247 91
scan 480110 41
scan 200248 67
scan 47407 3
scan 99909 35
scan 72535 18
scan 3900 55
scan 525731 3
insert 600047
scan 198910 93
scan 525731 60
scan 529337 89
scan 432754 84
scan 401974 69
scan 520081 66
scan 298108 8
scan 435714 58
scan 245020 68
scan 91437 64
scan 563265 5
scan 244180 43
scan 332041 22
scan 291877 7
scan 3900 73
scan 455797 63
scan 126829 46
scan 338228 65
scan 509836 56
scan 372522 65
scan 244024 56
scan 498884 66
scan 18484 50
scan 527952 94
scan 568490 66
scan 274062 19
scan 238794 88
scan 522374 99
scan 525731 53
scan 302028 71
scan 238794 70
scan 589354 73
scan 238794 13
scan 525731 8
scan 598917 96
scan 525731 4
scan 504138 88
scan 437937 70
scan 13556 4
scan 141710 72
scan 263090 64
scan 290037 35
scan 465501 80
scan 525731 58
scan 234333 87
scan 388344 31
scan 332945 50
scan 440177 25
scan 353486 45
scan 522374 18
scan 77521 8
scan 76919 2
scan 432754 88
scan 352381 56
scan 462938 39
scan 287054 94
scan 525731 67
scan 475625 79
scan 525731 15
scan 395538 17
scan 200248 100
scan 498884 33
scan 534256 79
scan 498884 90
scan 223135 92
scan 347068 16
scan 130502 55
scan 408728 2
scan 286619 47
insert 600048
scan 141936 78
scan 117416 65
scan 70251 90
scan 300817 50
scan 501845 73
scan 182118 3
insert 600049
scan 296377 68
scan 470797 45
scan 306110 75
scan 383762 45
scan 202671 86
scan 121142 79
scan 319635 39
scan 392485 25
scan 53973 78
scan 158553 79
scan 525731 67
scan 287914 36
scan 571777 97
scan 278553 68
scan 378312 35
scan 524443 85
scan 525731 45
scan 525731 66
scan 214840 76
scan 163092 31
insert 600050
scan 519295 67
scan 82380 33
scan 273116 56
scan 353486 88
scan 525731 97
scan 169179 100
scan 531647 98
scan 480393 56
scan 545719 85
scan 455081 78
insert 600051
scan 394901 31
scan 475032 79
scan 291107 85
scan 47269 80
scan 391994 39
scan 59270 52
scan 354672 6
scan 358993 67
scan 340114 31
scan 267606 34
scan 165264 38
scan 93686 100
scan 109747 57
scan 500271 68
scan 408532 22
scan 529673 89
scan 21614 100
insert 600052
scan 432754 10
scan 393643 64
scan 224933 75
scan 432754 51
scan 432754 79
insert 600053
scan 291013 69
scan 29318 20
scan 483785 56
scan 172860 37
scan 180541 12
scan 349283 94
scan 432754 14
scan 525731 69
scan 187147 12
scan 71841 12
scan 211121 73
scan 373069 80
scan 39871 37
scan 389617 78
scan 269520 60
scan 136 89
scan 518955 74
scan 492826 43
scan 145827 64
scan 24794 63
scan 525731 67
scan 474522 53
scan 353486 99
scan 22980 94
scan 585699 25
scan 186890 24
scan 525731 8
scan 332945 78
scan 495362 72
insert 600054
insert 600055
scan 332945 52
scan 238794 68
scan 29971 91
scan 442071 46
scan 375425 41
scan 178315 97
scan 500271 14
scan 291877 4
scan 198910 70
scan 10193 40
scan 163092 28
scan 494260 75
scan 486760 84
scan 405579 69
scan 146062 61
scan 458059 99
insert 600056
scan 336557 31
scan 200248 78
scan 442114 66
scan 341587 90
scan 238794 41
scan 374933 17
scan 517407 36
scan 360568 76
scan 204271 61
scan 276575 47
scan 559499 34
scan 68022 57
scan 433985 35
scan 525731 47
scan 39647 26
scan 43088 85
scan 268734 54
scan 525731 8
scan 472876 61
scan 525731 4
scan 232919 57
scan 251349 23
scan 238794 70
scan 284588 80
scan 73516 40
scan 432754 9
scan 525731 51
scan 338493 58
scan 415690 97
scan 65128 1
scan 47269 86
scan 93976 100
scan 166888 97
scan 70545 62
scan 65917 78
scan 72185 61
scan 475851 100
scan 165264 66
scan 179999 29
scan 52766 41
scan 507301 27
scan 3900 92
scan 559703 18
scan 129505 48
scan 415435 90
scan 42705 68
scan 3900 48
scan 561122 99
scan 241940 58
scan 515992 58
scan 207511 76
scan 166455 56
scan 481217 62
scan 96568 46
scan 435714 31
scan 272871 77
scan 351610 72
scan 268603 30
scan 16692 23
scan 3900 74
scan 307031 51
scan 525731 22
scan 550390 82
scan 485023 49
scan 307441 87
scan 484997 84
scan 241424 97
scan 250805 52
scan 490884 29
scan 477776 2
scan 536128 9
scan 432754 64
scan 3900 25
scan 309135 8
scan 180541 12
scan 261123 22
scan 477940 20
scan 500271 42
scan 343024 74
scan 476999 3
scan 200248 9
scan 447324 12
insert 600057
scan 500271 77
scan 3900 83
scan 60795 41
scan 184784 40
scan 498884 27
scan 130095 96
scan 212616 58
scan 524443 6
scan 211823 97
scan 424754 80
scan 74437 70
insert 600058
scan 115699 13
scan 130502 55
scan 95069 9
scan 432754 24
scan 594080 58
scan 272344 99
scan 432754 84
scan 332945 18
scan 513636 65
scan 516396 51
scan 383762 51
scan 460548 15
scan 18820 52
scan 211374 5
scan 54411 52
scan 307441 97
scan 432754 99
scan 552391 80
insert 600059
scan 134611 16
scan 66739 55
scan 64308 84
scan 374268 73
scan 188674 74
scan 435714 37
scan 385633 5
scan 390947 92
insert 600060
scan 332945 76
scan 134155 16
scan 150180 67
scan 40429 80
scan 296197 17
scan 68516 82
scan 490806 94
scan 451276 100
scan 200248 31
scan 235949 61
scan 525731 79
scan 520553 77
insert 600061
scan 239308 74
insert 600062
scan 76919 61
scan 287201 57
scan 525731 100
scan 189970 84
scan 166985 75
scan 324570 6
scan 297373 3
scan 200248 15
scan 106672 2
scan 432754 88
insert 600063
scan 322471 39
scan 460426 72
scan 398303 50
scan 363623 53
scan 472197 2
insert 600064
scan 525731 49
scan 331516 24
insert 600065
scan 275888 42
scan 363623 3
scan 212616 96
scan 65248 51
scan 320062 61
scan 386999 65
scan 272344 61
scan 233814 80
scan 201190 66
scan 216586 4
scan 212616 46
scan 291877 32
scan 469270 54
scan 127439 21
scan 121142 36
scan 268766 100
scan 484500 35
insert 600066
scan 363623 86
scan 507110 26
scan 525731 9
scan 166213 97
scan 432754 46
scan 294123 44
scan 590487 85
scan 64403 61
scan 498884 88
scan 145784 10
scan 302101 63
scan 51383 80
scan 58154 70
scan 238794 38
scan 500271 70
scan 172860 85
scan 536128 55
insert 600067
scan 3900 93
insert 600068
scan 473922 68
scan 461283 32
insert 600069
scan 498884 84
scan 407462 85
scan 420640 8
scan 323638 4
scan 31912 69
scan 352381 46
scan 432754 87
scan 238794 18
scan 134611 86
scan 525731 17
scan 117496 44
scan 59270 30
scan 140708 56
insert 600070
scan 65248 96
scan 96866 34
scan 525731 68
scan 495123 21
scan 275028 14
scan 525731 30
scan 396907 86
scan 352381 13
scan 376250 6
scan 173873 60
scan 498884 98
scan 525731 23
scan 358993 5
scan 333919 21
scan 330032 46
scan 153164 28
scan 113131 36
scan 338228 16
scan 512088 19
scan 3900 59
scan 48756 99
scan 518186 15
scan 375668 95
scan 369033 96
scan 11088 39
scan 415690 12
scan 341308 83
scan 525731 15
scan 238463 2
insert 600071
scan 209008 10
scan 309178 92
scan 193957 80
scan 323898 70
scan 525731 37
scan 3900 63
scan 583135 24
scan 212616 70
scan 219031 35
scan 205405 47
scan 173543 78
scan 137209 39
scan 561916 32
scan 59270 26
scan 372418 38
insert 600072
scan 561643 13
scan 165264 15
scan 471749 100
scan 353494 70
scan 265472 27
scan 33385 38
scan 3900 22
scan 257864 61
scan 279890 56
scan 238794 91
scan 332945 3
scan 11730 32
scan 525731 86
scan 163305 26
scan 223050 34
scan 368086 59
insert 600073
scan 595591 98
scan 456630 47
insert 600074
scan 206501 45
scan 553386 71
scan 31912 72
scan 525731 47
scan 318657 21
scan 564124 45
scan 416544 46
scan 541251 65
scan 3879 10
scan 499455 13
scan 498884 23
scan 415435 94
scan 406629 35
scan 340198 12
scan 525731 59
insert 600075
scan 146022 29
scan 589591 32
scan 284026 94
scan 3900 92
scan 596676 73
scan 255874 28
scan 518335 100
scan 121142 53
scan 65908 12
scan 500271 86
scan 587311 89
scan 3900 91
scan 164066 33
scan 564309 94
insert 600076
scan 309297 95
scan 566152 82
scan 125527 31
scan 491259 28
scan 238794 11
scan 402516 42
scan 131320 92
scan 129632 75
insert 600077
scan 128806 27
scan 3900 60
scan 405579 47
scan 564155 3
scan 238794 56
scan 265210 6
insert 600078
scan 361840 31
scan 363623 43
scan 41288 75
scan 3056 9
scan 524443 27
scan 503788 34
scan 30036 1
scan 369644 51
scan 432754 42
scan 229251 86
scan 332945 88
scan 525731 70
scan 542256 60
scan 563265 62
scan 525731 9
scan 525731 79
scan 212616 55
scan 527678 25
scan 491241 71
scan 286027 62
scan 473922 85
scan 508475 19
scan 260478 12
scan 250246 76
scan 408951 5
scan 338663 32
scan 577780 77
scan 37408 95
scan 70691 84
scan 417912 94
scan 234545 1
scan 289802 50
scan 24124 14
scan 525731 33
scan 21559 16
scan 352381 31
scan 558224 57
insert 600079
insert 600080
scan 332945 86
scan 458061 47
scan 172860 97
scan 429189 11
scan 238794 91
scan 149365 96
scan 492952 81
scan 16618 31
scan 238794 11
scan 63021 88
scan 290340 67
scan 65248 95
scan 595641 70
scan 578550 82
scan 23604 90
scan 432754 86
scan 205682 25
scan 212616 52
scan 411854 64
scan 481099 42
scan 394813 18
scan 514764 57
scan 73183 85
scan 471190 36
scan 500271 71
scan 3900 78
scan 3900 7
scan 524443 30
scan 117475 22
scan 477308 86
scan 155625 71
scan 337546 86
scan 4655 73
insert 600081
scan 238794 1
scan 337400 77
scan 165264 4
scan 581065 12
scan 5152 18
insert 600082
scan 524282 38
scan 432754 87
scan 500271 49
scan 230823 80
scan 500265 16
scan 432754 26
scan 238794 2
scan 175636 33
scan 59270 83
scan 185196 8
scan 158942 100
scan 56989 4
scan 88320 8
scan 500271 4
scan 173698 63
scan 332945 21
scan 492826 37
scan 306711 28
scan 214840 48
scan 384959 87
scan 525731 35
scan 332945 15
scan 391958 88
scan 522374 34
scan 173543 84
scan 352381 6
scan 525731 52
scan 353486 65
scan 537968 53
scan 432754 73
scan 25134 55
scan 103400 88
scan 525731 82
scan 25134 86
scan 432754 28
scan 476999 94
scan 353486 25
scan 210292 54
scan 245324 34
scan 525731 38
scan 525731 81
scan 78333 55
scan 238794 58
scan 525731 77
scan 105302 96
scan 124570 64
scan 353486 13
scan 65248 1
scan 237624 42
scan 410680 56
scan 592895 79
scan 485734 24
scan 432754 51
scan 498884 35
scan 121290 36
scan 580556 98
scan 163305 17
scan 3900 67
scan 130502 30
scan 458122 39
scan 440786 5
scan 198910 86
scan 67722 31
scan 415435 17
scan 507448 70
scan 207437 47
scan 450009 69
scan 238463 55
scan 525731 6
insert 600083
scan 516028 20
scan 398303 33
scan 179463 58
scan 506826 22
scan 363623 26
insert 600084
scan 248519 58
scan 503591 13
scan 525731 8
scan 3900 25
scan 31763 4
scan 35411 81
scan 577636 6
scan 517407 4
scan 361840 62
scan 525731 27
scan 525731 12
scan 241798 10
scan 200169 34
scan 440658 33
scan 476999 31
scan 202875 67
scan 500271 61
scan 163092 45
scan 500271 45
scan 395104 64
scan 174545 99
scan 214840 4
scan 288905 22
scan 397115 70
scan 525731 27
scan 516153 48
scan 191272 18
scan 360553 92
scan 57824 29
scan 443318 2
scan 344943 72
scan 224840 23
scan 464657 49
insert 600085
scan 3900 64
scan 500265 89
scan 498884 18
scan 3900 89
scan 314596 18
scan 163092 31
scan 171378 27
scan 21295 93
insert 600086
scan 81264 48
scan 3900 43
scan 21820 11
scan 540405 8
scan 469270 40
scan 525731 33
scan 524443 27
scan 525731 4
scan 449822 47
scan 353486 44
scan 432754 27
scan 324930 67
scan 262028 8
scan 350050 94
scan 180541 39
scan 265472 51
scan 294240 1
scan 48739 80
scan 525731 93
scan 422232 16
scan 78065 25
scan 426562 15
scan 30084 58
scan 245020 50
scan 166031 27
scan 353119 29
scan 4183 51
scan 525731 87
scan 278831 10
scan 337043 84
scan 238794 100
scan 435714 6
scan 514764 34
scan 500271 24
scan 403845 70
scan 575234 92
scan 352381 83
scan 175285 34
scan 238794 12
scan 15012 5
scan 204271 40
scan 13849 8
scan 542856 2
insert 600087
scan 223091 95
insert 600088
scan 238794 86
scan 59270 70
scan 269520 43
scan 531783 52
scan 203238 61
scan 37020 79
scan 25134 31
scan 383762 7
scan 525731 57
scan 525731 37
scan 432754 30
scan 525731 4
scan 238794 4
scan 500271 56
scan 65128 89
scan 314312 59
scan 137010 58
scan 498884 80
scan 352381 47
scan 455590 13
scan 313035 57
scan 432754 91
scan 363124 66
scan 525731 31
scan 304001 51
scan 353486 16
scan 515551 84
scan 537018 80
scan 286430 23
scan 587400 33
scan 432754 78
scan 352381 81
scan 525731 42
scan 544716 72
scan 432754 52
scan 238794 17
scan 536498 26
scan 332945 21
scan 379498 18
scan 35938 27
scan 238794 45
scan 277526 89
scan 525731 27
scan 30039 50
scan 509754 83
scan 522891 20
scan 130299 69
scan 116593 83
scan 432754 14
scan 313046 75
scan 242064 78
scan 180541 48
scan 535039 32
scan 296106 50
scan 290043 19
scan 525731 88
scan 377060 74
scan 387167 93
scan 111536 11
insert 600089
scan 271162 13
scan 525731 53
scan 3900 30
scan 65248 19
scan 517385 32
scan 470797 81
scan 298735 84
scan 432754 98
scan 408673 29
scan 501605 41
scan 582351 14
scan 324109 60
scan 562546 79
scan 9440 7
scan 336897 66
scan 483103 37
scan 353486 43
scan 415435 17
scan 397426 75
insert 600090
scan 530422 15
scan 525731 70
scan 146062 96
scan 573239 15
scan 225945 13
scan 263090 96
scan 318990 35
scan 525731 37
scan 284215 11
scan 172860 7
scan 498884 49
scan 443258 51
scan 415435 32
scan 177214 68
scan 241994 94
scan 79840 27
scan 500271 42
scan 18322 76
scan 500271 70
scan 235140 69
scan 580526 95
scan 138902 75
scan 237624 89
scan 454479 86
scan 80863 77
scan 147236 99
scan 42378 12
scan 432754 57
scan 399767 30
scan 341437 100
scan 434177 22
scan 76775 3
scan 432754 82
scan 363623 16
scan 23604 6
scan 117830 2
scan 359566 8
scan 23843 65
scan 534430 68
scan 238794 33
scan 434499 59
