read 476044
scan 91720 39
scan 241471 4
scan 421585 48
scan 29539 45
scan 455388 58
scan 91720 32
scan 475478 84
scan 91720 43
scan 149483 19
scan 594663 68
scan 178051 55
scan 91720 72
scan 200832 98
scan 363247 39
scan 376063 25
scan 123759 18
scan 537172 69
scan 200832 51
scan 28963 59
scan 225377 26
scan 114476 35
scan 158495 98
scan 317546 51
scan 361198 75
scan 143804 3
scan 440470 95
scan 504877 28
scan 43170 5
scan 407861 36
scan 204039 57
scan 366246 82
scan 91720 59
scan 198211 65
scan 24349 26
scan 272992 9
scan 91720 3
scan 552079 50
scan 149483 10
scan 149483 20
scan 87820 46
scan 128277 38
scan 112648 100
scan 226156 29
scan 91720 91
scan 57988 86
scan 512984 19
scan 460394 18
scan 492484 63
scan 376063 3
scan 32984 39
scan 279588 63
scan 125501 88
scan 80837 70
scan 413687 76
scan 149483 85
scan 248201 85
scan 26107 92
scan 42336 18
scan 178254 29
scan 358927 56
scan 338281 99
scan 89418 75
scan 91720 68
scan 274805 38
scan 304698 37
scan 110520 70
scan 542970 22
insert 600025
scan 143820 38
scan 225377 100
scan 356056 42
scan 241872 45
scan 327808 30
scan 8177 43
scan 589167 45
scan 354743 99
scan 273121 59
scan 91720 83
scan 421585 13
scan 506171 59
scan 43170 95
scan 485240 100
scan 218594 16
scan 524435 69
scan 103320 33
scan 419387 72
scan 368467 33
scan 83981 21
scan 376063 73
scan 91720 80
scan 64677 97
insert 600026
scan 463580 27
scan 149483 88
scan 50425 89
scan 225377 67
scan 507623 10
insert 600027
scan 149483 34
scan 168819 70
scan 245950 38
insert 600028
scan 149483 35
scan 589167 23
scan 326155 84
scan 170834 94
scan 375058 57
scan 191059 5
scan 330297 100
scan 9097 67
scan 270641 47
scan 411612 36
scan 4126 13
insert 600029
scan 241872 12
scan 421585 48
scan 397190 68
scan 304287 97
scan 404174 57
scan 53821 74
scan 291421 1
insert 600030
scan 237655 85
scan 196628 5
scan 14168 15
scan 222572 56
scan 465826 52
scan 297225 89
scan 397064 85
scan 225377 95
scan 381512 15
scan 204481 20
scan 67500 52
scan 119285 65
scan 91720 64
scan 432692 46
scan 302785 56
scan 437405 100
scan 58016 41
scan 91720 14
scan 539087 46
scan 488895 97
scan 210119 83
scan 349246 9
scan 438488 71
scan 230844 100
scan 374524 27
scan 292765 14
scan 241872 52
scan 91720 55
scan 451658 15
scan 449257 84
scan 549027 77
scan 76986 92
insert 600031
scan 391361 25
scan 327347 99
scan 373711 12
scan 45454 50
scan 325480 66
scan 374170 97
scan 488895 25
scan 225377 63
scan 202215 92
scan 399001 51
scan 413087 72
scan 91720 76
scan 568765 41
scan 91720 62
scan 164553 21
scan 568985 49
scan 151825 26
scan 91720 70
scan 399080 57
scan 522637 78
scan 586865 46
scan 512984 46
scan 402835 27
scan 276817 39
scan 7390 16
scan 245950 2
scan 153647 15
scan 505795 43
insert 600032
scan 91720 40
scan 91720 27
scan 341168 98
scan 356417 73
scan 79647 27
scan 471835 19
scan 570863 30
scan 246634 9
scan 335988 59
scan 302407 47
scan 474499 26
scan 58689 93
scan 181313 9
scan 91720 63
scan 349246 40
scan 376063 3
scan 265027 94
scan 349246 15
scan 126515 32
scan 377825 47
scan 398873 14
scan 543755 51
scan 468183 93
scan 65276 15
scan 264274 96
scan 91720 63
scan 300308 10
scan 392854 50
scan 528249 38
scan 46295 31
scan 535618 21
scan 91720 44
scan 549819 35
scan 342967 61
scan 93023 97
scan 169348 4
scan 149483 24
scan 148822 36
scan 74881 92
scan 91720 21
scan 471835 40
scan 149483 90
scan 249727 33
scan 43047 53
scan 139943 45
scan 65685 46
scan 91720 95
scan 91720 36
scan 108811 78
scan 554665 52
scan 498737 54
scan 453151 59
scan 421585 38
scan 547438 1
scan 148607 70
scan 324470 54
scan 155639 88
scan 37822 23
scan 91720 53
scan 149483 81
scan 421585 33
scan 557079 42
scan 211288 97
scan 501920 71
scan 167127 7
scan 589167 17
scan 602 32
scan 183446 86
insert 600033
scan 149561 32
scan 589167 55
scan 105974 28
scan 307694 94
scan 372760 20
scan 91720 14
scan 493584 67
scan 292765 97
scan 499025 85
scan 519013 80
scan 492949 12
insert 600034
scan 494186 37
insert 600035
scan 241872 52
scan 498219 19
scan 37150 84
scan 241471 15
scan 4633 9
scan 422916 52
scan 538283 23
scan 241872 86
scan 366933 1
scan 515457 91
scan 579705 30
scan 348941 38
scan 216661 40
scan 471306 5
scan 149483 40
scan 359725 27
scan 496230 13
scan 275776 5
scan 429993 38
scan 574659 8
scan 8658 95
scan 89771 96
scan 48679 6
scan 1321 69
scan 233340 71
scan 421585 51
scan 301561 29
scan 428417 5
scan 165724 62
insert 600036
insert 600037
insert 600038
scan 376063 8
scan 245330 90
scan 202489 50
scan 91720 83
scan 318972 28
scan 431524 60
scan 186305 18
scan 568958 62
scan 394933 5
scan 471835 12
scan 418083 5
scan 438862 41
scan 57988 27
scan 149551 34
scan 91720 67
scan 455550 99
scan 82185 50
scan 471955 75
scan 372922 82
scan 225377 54
scan 421585 43
scan 241872 35
scan 525834 74
scan 192749 18
scan 429149 21
scan 111551 95
scan 421585 52
scan 419387 43
scan 292765 84
scan 48759 58
scan 54114 61
scan 399001 77
scan 376063 44
scan 358766 4
scan 91720 43
scan 521976 16
scan 466823 3
insert 600039
scan 286964 19
scan 191600 59
scan 266465 7
scan 221789 36
scan 40382 48
scan 137894 83
scan 266465 81
scan 200832 9
scan 89607 32
scan 91720 63
scan 55158 41
scan 349628 35
scan 149483 81
scan 517067 48
scan 149483 99
scan 75124 78
scan 594192 68
scan 298182 97
scan 456624 85
scan 492210 17
scan 429963 40
scan 512605 52
scan 302713 18
scan 574116 100
scan 540339 37
scan 402318 45
scan 468183 28
scan 252526 94
scan 527385 20
scan 149483 31
scan 421585 10
scan 455550 84
scan 325104 12
scan 467354 30
scan 523890 34
scan 440431 99
scan 245330 76
scan 547042 31
scan 91720 29
scan 78884 61
scan 394210 70
scan 349246 8
scan 149483 22
scan 561635 29
scan 493584 26
scan 456958 62
scan 91720 92
scan 114048 70
scan 46093 52
scan 413103 9
insert 600040
scan 46295 97
scan 143304 54
scan 200832 29
scan 244247 30
scan 559605 80
scan 507930 91
scan 294186 82
scan 461814 83
scan 413077 16
scan 515404 53
scan 485744 15
scan 296078 100
scan 181709 41
scan 34262 24
scan 549283 7
scan 91720 78
scan 512468 70
scan 229945 33
scan 384757 95
scan 194502 88
scan 28934 37
scan 138536 56
scan 17183 28
scan 286918 10
scan 41716 94
scan 91720 36
scan 277815 61
scan 440431 8
scan 376063 67
scan 91720 14
insert 600041
scan 335491 33
scan 553413 79
scan 191565 53
scan 153647 2
scan 315537 9
scan 78236 82
scan 55141 97
scan 134675 4
scan 258627 14
scan 515457 61
scan 313696 25
scan 245950 7
scan 200832 45
scan 123852 71
scan 324536 91
scan 329177 86
scan 605 46
scan 470973 97
scan 91720 100
scan 376063 69
scan 245040 68
scan 245950 77
scan 200832 60
scan 377577 65
scan 91720 53
scan 405902 45
scan 359239 28
scan 292765 62
scan 364759 6
scan 362692 70
scan 486540 77
scan 258395 94
scan 160638 71
scan 23111 3
scan 149483 76
scan 538958 47
scan 91720 73
scan 474317 26
scan 348223 65
scan 589167 9
scan 247607 7
scan 35654 38
scan 249754 69
scan 491688 38
scan 261246 70
scan 90814 30
scan 91720 88
scan 441241 82
scan 86925 11
scan 320807 66
scan 3035 51
scan 241872 66
scan 511364 37
scan 512984 39
scan 73113 81
scan 93824 12
scan 232702 39
scan 401771 20
scan 425009 63
scan 149483 68
scan 109964 52
scan 553574 62
scan 320402 57
scan 421585 17
scan 260880 47
scan 303390 93
scan 84124 74
scan 241872 84
scan 507330 70
scan 149483 84
insert 600042
insert 600043
scan 352982 32
scan 289967 72
insert 600044
scan 589167 70
scan 22644 6
scan 406521 15
scan 317942 89
scan 390401 79
scan 574116 6
scan 438868 46
scan 557025 55
scan 109896 21
scan 106810 55
scan 418870 30
scan 575744 70
scan 459209 19
scan 156854 36
scan 519551 31
scan 91720 93
scan 91720 87
scan 443614 40
scan 149483 38
scan 225377 53
scan 97321 81
scan 205697 9
scan 274126 74
scan 548796 74
scan 468268 17
scan 308195 42
scan 159409 85
scan 392001 42
scan 480992 20
scan 421585 5
scan 211712 82
scan 468183 64
scan 74748 100
scan 225377 88
scan 237655 11
scan 51115 97
scan 193997 87
scan 507515 51
scan 365184 94
scan 91720 15
scan 61319 96
scan 91720 47
scan 372922 53
scan 44459 28
scan 539712 13
scan 16037 54
scan 434531 57
scan 410758 21
scan 595591 26
scan 416789 63
scan 414820 6
scan 302713 88
scan 581591 18
scan 349642 73
scan 595591 87
scan 63906 61
scan 222709 97
scan 495815 99
scan 302407 82
scan 241872 10
scan 596443 6
scan 19465 85
scan 471835 87
scan 571998 10
scan 149483 46
scan 302975 6
scan 84462 98
scan 363817 39
scan 557549 99
scan 149483 75
scan 199435 22
scan 159409 69
scan 392152 52
scan 203675 50
scan 241872 6
scan 119617 65
scan 93650 12
scan 91720 77
scan 257959 27
scan 372922 36
scan 149483 32
scan 192096 47
scan 155639 7
scan 442621 93
scan 207768 50
scan 76878 51
scan 69245 76
scan 159409 13
scan 64917 25
scan 349246 35
scan 554719 81
scan 236495 13
scan 91720 51
scan 356917 54
scan 101364 89
scan 491597 74
scan 302407 18
scan 101004 16
scan 202215 21
scan 108592 92
scan 179678 83
scan 161787 97
scan 91720 69
insert 600045
scan 546763 71
scan 535569 46
scan 91720 10
scan 291816 40
scan 481372 3
scan 429307 68
scan 306310 45
scan 398717 67
scan 549077 47
scan 201530 66
scan 387208 37
scan 86629 84
scan 555554 34
scan 352234 21
scan 447463 95
scan 496901 51
scan 414820 77
scan 235601 87
scan 346637 20
scan 163093 12
scan 421585 80
scan 57988 94
scan 91720 93
scan 269657 87
scan 200832 47
scan 27185 15
scan 513345 90
scan 327593 12
scan 160294 24
scan 421585 78
scan 61813 99
scan 127662 65
scan 455550 91
scan 349246 53
scan 72883 52
scan 546763 29
scan 349046 68
scan 587339 91
scan 342063 2
scan 275438 44
scan 91720 81
scan 267778 80
scan 114048 88
scan 218805 99
scan 117784 1
scan 200832 13
scan 348705 71
insert 600046
scan 91720 93
scan 414511 63
scan 590611 95
scan 35939 52
scan 421585 63
scan 57988 72
insert 600047
scan 373711 54
scan 184440 92
scan 236570 21
scan 91720 82
scan 252492 72
scan 493819 9
scan 553144 31
scan 297840 67
scan 149483 32
scan 365184 16
scan 241872 27
scan 71996 55
scan 159409 46
scan 159409 35
scan 106622 39
scan 23118 34
scan 207810 66
scan 19614 52
scan 304868 82
scan 431254 73
scan 91720 20
scan 336709 6
scan 57988 7
scan 488895 81
scan 185796 65
scan 159774 16
scan 159409 59
scan 221789 53
scan 411044 52
scan 142366 83
scan 46093 59
scan 57638 4
scan 430707 11
scan 376063 83
scan 84124 98
scan 76329 1
scan 349246 67
scan 423871 33
scan 113806 13
scan 163534 3
scan 68308 80
scan 164610 56
scan 307639 27
scan 245950 80
scan 262421 15
scan 509853 36
scan 165724 55
scan 396868 92
scan 89771 16
scan 104879 52
scan 241872 53
scan 448117 70
insert 600048
scan 241872 14
scan 231354 18
scan 225377 87
scan 441925 7
scan 557079 26
scan 25128 37
scan 520799 79
scan 318157 33
insert 600049
scan 552079 62
scan 435759 22
insert 600050
scan 149483 98
scan 312307 50
scan 507897 17
scan 121510 49
scan 115100 31
scan 571074 7
scan 464434 74
scan 225377 74
scan 97966 6
scan 241872 49
scan 225377 28
scan 336090 45
scan 280625 15
scan 127473 4
scan 526989 97
scan 199435 48
scan 419765 87
insert 600051
scan 89442 81
scan 277782 25
scan 16037 78
scan 349246 34
scan 341302 74
scan 241872 90
scan 151256 62
scan 594839 55
scan 344016 44
insert 600052
scan 343766 44
scan 355101 42
insert 600053
scan 155452 16
scan 57988 1
scan 347580 77
scan 201530 81
scan 553775 69
scan 454681 84
scan 91720 66
scan 149483 66
scan 91720 51
scan 148589 75
scan 431067 43
scan 78884 13
scan 48813 11
scan 405562 2
scan 425714 60
insert 600054
scan 468183 89
scan 311168 58
scan 424560 43
scan 376063 93
scan 159409 46
scan 84124 37
scan 149483 7
scan 228848 89
scan 413103 78
scan 363301 62
scan 245950 53
scan 78884 23
scan 583361 98
scan 414763 37
scan 104690 51
scan 369527 98
scan 592222 29
scan 440431 69
scan 409327 51
scan 269572 45
scan 491688 86
scan 344991 32
scan 386211 65
scan 82422 96
scan 117810 45
scan 198211 62
scan 351899 57
scan 275135 50
scan 184624 23
scan 71996 96
scan 348305 29
scan 130605 80
scan 23664 50
scan 388131 12
scan 524312 99
scan 245226 47
insert 600055
scan 159621 59
scan 200832 20
scan 27522 80
scan 433732 41
scan 91720 45
scan 149483 85
scan 222698 68
scan 421585 87
scan 121823 85
scan 455550 30
scan 564272 13
scan 262872 15
scan 91720 8
scan 4208 36
scan 489902 11
insert 600056
scan 421585 63
insert 600057
scan 317106 42
scan 137203 44
scan 149483 43
scan 372922 42
scan 455550 41
scan 94793 62
scan 515617 32
scan 455550 60
scan 191565 55
scan 51557 70
scan 91720 29
insert 600058
scan 198072 30
scan 268625 22
insert 600059
scan 309900 56
scan 520302 96
scan 471835 60
scan 448974 67
scan 570571 34
scan 359239 54
scan 57988 51
scan 68490 42
scan 410758 71
scan 483156 71
scan 217180 96
scan 86765 5
scan 88716 63
scan 311800 85
scan 283952 47
scan 202897 97
scan 561693 48
scan 509073 83
scan 193713 52
scan 557079 7
scan 241872 40
scan 471010 41
scan 502645 97
scan 149483 3
scan 238795 34
scan 539088 41
scan 1294 21
scan 345628 94
scan 42951 32
scan 421585 77
scan 401773 81
scan 5094 53
scan 242910 52
scan 351913 62
scan 537195 46
scan 421585 15
scan 463980 12
scan 487583 79
scan 417511 4
scan 277782 84
insert 600060
scan 320285 71
scan 576084 27
scan 265559 72
scan 308100 29
scan 202342 39
scan 262089 98
scan 91720 85
scan 225377 84
scan 30758 83
insert 600061
scan 220035 33
scan 91720 55
scan 508579 71
scan 427315 59
scan 91720 39
scan 145369 13
scan 318297 89
scan 344991 67
scan 78884 74
scan 46093 13
scan 10496 55
scan 255949 17
scan 246264 20
scan 544436 9
scan 71996 60
scan 93824 95
scan 359657 78
scan 598281 7
scan 149483 21
scan 450994 36
scan 91720 16
scan 283049 62
scan 320005 87
scan 8177 58
scan 188898 45
scan 232482 59
scan 372922 19
scan 91720 54
scan 162854 38
scan 514069 19
scan 105778 94
scan 542428 1
scan 61305 91
scan 455550 65
scan 376063 95
scan 78884 17
scan 281483 37
scan 225485 85
scan 95849 42
scan 460533 87
scan 156200 91
scan 41882 63
scan 241872 34
scan 588444 40
scan 421585 56
scan 364318 93
scan 304287 7
scan 478520 8
scan 143114 4
scan 561850 36
insert 600062
scan 277782 66
insert 600063
scan 286277 16
scan 164460 11
scan 262067 76
scan 149483 69
scan 396005 49
scan 585841 37
scan 200832 67
scan 372509 27
scan 128277 37
scan 376063 17
scan 330185 5
scan 52839 51
scan 91720 71
scan 241872 65
insert 600064
scan 57638 58
scan 204943 6
scan 491688 70
scan 238597 56
scan 425166 82
scan 46093 56
scan 202215 71
scan 399001 95
scan 320005 22
scan 333462 8
scan 312158 12
scan 358100 38
scan 592748 57
scan 491688 49
scan 149483 41
scan 225377 23
scan 298820 55
scan 262815 89
scan 559660 90
scan 212082 29
scan 191565 16
scan 84212 20
scan 57021 85
insert 600065
scan 553709 12
scan 37083 84
scan 473767 92
scan 268055 23
scan 538389 72
scan 91720 20
insert 600066
insert 600067
scan 570173 7
scan 185858 74
scan 49739 46
scan 519460 88
scan 523824 83
scan 150372 100
insert 600068
scan 323871 91
scan 356517 51
scan 99315 36
scan 164212 25
scan 273565 62
scan 236136 93
insert 600069
scan 496260 88
scan 292005 71
scan 588307 9
scan 260420 56
scan 421585 88
scan 46738 31
scan 245330 70
scan 202215 4
scan 488895 45
scan 523390 91
scan 356067 64
scan 324525 61
scan 91720 46
scan 203675 1
scan 121097 31
scan 18433 72
scan 95183 41
scan 131694 68
insert 600070
scan 8177 85
scan 277400 18
scan 121638 91
scan 296698 100
scan 222306 42
scan 515457 22
scan 320005 65
scan 149483 44
scan 493560 38
scan 399001 55
scan 421585 18
scan 348222 87
scan 587581 49
scan 103251 93
scan 168819 45
scan 562104 17
insert 600071
scan 410646 87
scan 398067 13
scan 122215 58
insert 600072
scan 465172 19
scan 453488 36
scan 91720 24
insert 600073
scan 57988 70
scan 588070 27
scan 118637 36
scan 424744 33
scan 430324 16
scan 479115 31
scan 388755 39
scan 42750 71
scan 579867 86
scan 18552 11
insert 600074
scan 149483 12
scan 169100 42
scan 372935 73
scan 149483 10
scan 265343 71
scan 164123 16
scan 10569 93
scan 368388 90
scan 454480 66
scan 37455 79
scan 365800 21
scan 89771 33
scan 241872 14
scan 340760 35
scan 91720 52
scan 219033 13
scan 91720 4
scan 570011 18
scan 376063 51
scan 421585 50
scan 149483 90
scan 356346 77
scan 243301 30
scan 112455 19
scan 170626 69
scan 335269 93
scan 91720 8
scan 91720 86
scan 373803 40
scan 438862 54
scan 193038 95
scan 149483 18
scan 361975 10
scan 595978 36
scan 589167 61
scan 84124 36
scan 91720 74
scan 413365 9
scan 54059 86
scan 125726 28
scan 149483 86
scan 60967 14
scan 91720 7
scan 563339 72
scan 127865 90
scan 503197 95
scan 587506 40
scan 552802 89
scan 241872 25
scan 413687 37
scan 367544 50
scan 200832 69
scan 153647 49
insert 600075
scan 333462 25
scan 521096 91
scan 225273 5
scan 468183 40
scan 179570 89
insert 600076
scan 149483 65
scan 26073 33
scan 221698 36
scan 124006 14
scan 210579 48
scan 91720 38
scan 159726 29
scan 468183 60
scan 468183 7
scan 260167 92
scan 512196 50
scan 96213 51
scan 159409 29
scan 376063 43
scan 33151 90
scan 585522 78
scan 10590 98
scan 580278 28
scan 101297 86
scan 152323 37
insert 600077
scan 512984 78
scan 598128 93
scan 195559 51
scan 584320 58
scan 241872 38
scan 537737 15
insert 600078
scan 122535 18
scan 131010 72
scan 427410 60
scan 535062 31
scan 308546 52
scan 421585 11
scan 584320 51
scan 512984 57
scan 421585 75
scan 512003 80
scan 159409 68
insert 600079
scan 583109 49
scan 119640 15
scan 71996 46
scan 105316 1
scan 291160 78
scan 439034 100
insert 600080
scan 160238 88
scan 149483 33
scan 277782 8
scan 413687 33
scan 91720 88
scan 149483 35
scan 291160 100
scan 198072 98
scan 592662 72
scan 344372 60
scan 149483 74
scan 91720 32
scan 574259 80
scan 339308 19
scan 97966 13
scan 540810 12
scan 332171 71
scan 131932 56
scan 272992 15
scan 413103 7
scan 348705 58
scan 278249 70
scan 188522 62
scan 510640 100
scan 490346 75
scan 559902 39
scan 596833 31
scan 260603 5
scan 153647 59
scan 191275 47
scan 91720 31
scan 535242 54
scan 540339 77
insert 600081
scan 249754 71
scan 569195 96
scan 487176 1
scan 3590 12
scan 23711 68
scan 149483 29
scan 307058 89
scan 241872 99
scan 346599 2
scan 180329 35
scan 95849 66
insert 600082
scan 370588 91
scan 91720 42
scan 238449 17
scan 194727 57
scan 357828 52
scan 178585 61
scan 51557 38
scan 287298 11
scan 421585 17
scan 121078 87
scan 91720 14
scan 515457 43
scan 43952 41
scan 91720 48
scan 90769 11
scan 46295 94
scan 241471 75
scan 149483 70
scan 41918 4
scan 276945 12
scan 149483 44
scan 23254 6
scan 133543 95
insert 600083
scan 122003 41
scan 361434 67
scan 374170 88
scan 562801 8
scan 149483 65
scan 385941 54
scan 421585 21
scan 91720 1
scan 370222 63
scan 198882 39
scan 241872 1
scan 363817 74
scan 93044 34
scan 91720 21
scan 377707 41
scan 57988 76
scan 544569 11
scan 589167 23
scan 91720 35
scan 337125 13
insert 600084
scan 421585 93
scan 91720 56
scan 580278 13
scan 342371 49
scan 358996 85
scan 169257 32
scan 4504 93
scan 435379 62
scan 91720 18
scan 324536 77
scan 398686 91
scan 333462 57
scan 4253 56
scan 91720 25
scan 89948 85
scan 261657 39
scan 296332 66
scan 477656 31
scan 512605 54
scan 501920 34
scan 149483 91
scan 158242 81
scan 241872 4
scan 423917 24
scan 229990 41
scan 180072 97
scan 159409 25
scan 226781 40
scan 91720 75
scan 229196 47
scan 518322 93
scan 421585 42
scan 416717 26
scan 180388 34
scan 84124 65
insert 600085
scan 19816 34
scan 16535 11
scan 556631 58
scan 57638 41
scan 91720 64
scan 596287 63
scan 78735 55
scan 245071 99
scan 238127 14
scan 123472 74
insert 600086
scan 455550 79
scan 140602 57
scan 341827 34
scan 91720 72
scan 403486 12
scan 574116 11
scan 128277 96
scan 523426 76
scan 149483 21
scan 191966 11
scan 405244 41
scan 510640 38
scan 241471 56
scan 375247 91
scan 275379 75
scan 339353 96
scan 135757 37
scan 517747 33
scan 283389 18
scan 161153 9
scan 135171 25
scan 488739 19
scan 123990 37
scan 424744 97
scan 267458 4
scan 220312 66
scan 53871 45
scan 38192 55
scan 46394 52
scan 149483 3
scan 503699 42
scan 421585 47
scan 189935 16
scan 149483 53
insert 600087
scan 149483 50
scan 280219 55
scan 91720 87
