read 487663
scan 63862 7
insert 600029
scan 232568 62
scan 199311 57
scan 225636 4
scan 401123 97
scan 1276 78
scan 463287 100
scan 117106 35
scan 393733 81
scan 402137 43
scan 288773 44
scan 556061 100
scan 203016 82
scan 19608 19
scan 162628 47
scan 117106 2
insert 600030
scan 302102 43
scan 397865 26
scan 333592 45
scan 513282 94
scan 273881 98
scan 76431 88
scan 406330 99
scan 162628 79
scan 425548 6
scan 493233 38
scan 345099 28
scan 552350 19
scan 345397 49
scan 463287 8
insert 600031
scan 104072 29
scan 350241 15
scan 163031 34
scan 32097 77
scan 225636 97
scan 466195 90
scan 214002 96
scan 370794 55
scan 445159 98
scan 463287 14
scan 117106 80
scan 268181 65
scan 292784 59
scan 1461 94
scan 117106 80
scan 163906 75
insert 600032
scan 253732 5
scan 241079 39
scan 413863 72
scan 268181 62
scan 498263 30
scan 463287 26
scan 117106 56
scan 121105 16
scan 510299 95
scan 488734 92
scan 68825 15
scan 473970 70
scan 576499 14
scan 117106 51
scan 576784 94
scan 361880 5
scan 516929 41
scan 175394 59
scan 463287 27
scan 193663 85
scan 548379 25
scan 295403 6
scan 124047 14
scan 509472 49
scan 486707 52
scan 124954 82
scan 416027 33
scan 245038 26
scan 575184 28
scan 117106 43
scan 505844 25
scan 260228 81
scan 142696 52
scan 475374 13
scan 72775 48
scan 375278 3
scan 11754 88
scan 339875 5
scan 463287 37
scan 399177 67
scan 209599 11
scan 265975 88
scan 268181 66
scan 119669 96
scan 75850 50
scan 68825 62
scan 58568 73
scan 360124 51
scan 191044 35
scan 569429 35
scan 401123 42
scan 162628 21
scan 95458 94
scan 43717 79
scan 349622 34
scan 84754 21
scan 22758 83
scan 465730 99
scan 162628 62
scan 268181 96
scan 314826 26
scan 408005 6
insert 600033
scan 268181 77
scan 463287 86
scan 373835 80
scan 134409 82
scan 264389 59
scan 463287 83
scan 133094 33
scan 62732 78
scan 463287 54
scan 171121 12
scan 2847 93
scan 463287 70
scan 29825 33
scan 41044 56
scan 78297 28
scan 218815 17
scan 105761 38
insert 600034
scan 418999 34
scan 523256 36
scan 261542 41
scan 117106 69
insert 600035
scan 33668 4
scan 295403 46
scan 428547 87
scan 302733 89
scan 375384 89
scan 388528 1
scan 159275 30
scan 29825 19
insert 600036
scan 432886 40
scan 520530 10
scan 516827 60
scan 332469 40
scan 278025 36
scan 269757 26
scan 463287 52
scan 424276 27
scan 547734 42
scan 72775 2
scan 463287 89
scan 126001 80
scan 75678 42
scan 268181 34
insert 600037
scan 268181 55
scan 590093 31
scan 45853 47
scan 102337 96
scan 11349 94
scan 51340 38
insert 600038
scan 268181 92
scan 239398 15
scan 98916 47
scan 542380 12
scan 549671 61
scan 268195 72
scan 265521 5
scan 254232 54
scan 268181 19
scan 185436 72
scan 180233 83
scan 29825 58
scan 80322 89
scan 18131 22
scan 80193 60
scan 49228 18
scan 382682 68
scan 488143 42
scan 463287 81
insert 600039
scan 575632 22
scan 117106 91
insert 600040
scan 558291 84
scan 563748 14
scan 374121 59
scan 268181 96
scan 596174 44
scan 262098 84
scan 209184 35
scan 163470 41
scan 591971 96
scan 282240 58
scan 576784 89
scan 45853 28
scan 191849 44
scan 23474 12
scan 68825 62
scan 463287 94
scan 399177 19
scan 568498 94
scan 268181 51
scan 23092 79
scan 115104 40
scan 290006 17
scan 445130 14
scan 147322 82
scan 271925 57
scan 463287 48
scan 581742 45
scan 199422 47
scan 435966 1
scan 281297 47
scan 162628 54
scan 164450 97
scan 358629 43
scan 72775 45
scan 401931 61
scan 487522 98
scan 162628 73
scan 590093 94
scan 268181 99
scan 511834 60
scan 265521 61
scan 77330 100
scan 298384 1
scan 499805 85
scan 265521 4
scan 115104 33
scan 191849 97
scan 117106 48
scan 527023 76
scan 70658 88
insert 600041
scan 564707 21
scan 27825 92
scan 6579 32
scan 268181 58
scan 12030 11
scan 463287 23
scan 248431 13
scan 268181 74
scan 105713 48
scan 107827 61
scan 148866 50
scan 462583 41
scan 68825 46
scan 381522 32
scan 72775 20
scan 402080 18
scan 286570 28
scan 419943 73
scan 463287 18
scan 229343 71
scan 199311 23
scan 433772 19
scan 14501 6
scan 488153 11
scan 460617 72
scan 378979 40
scan 191044 26
scan 268181 12
scan 463287 66
scan 94096 28
scan 81913 40
scan 361276 10
scan 463287 11
scan 535680 82
scan 194709 93
scan 279164 66
scan 92783 54
scan 178541 27
scan 158547 66
scan 541087 100
scan 63487 54
scan 117106 56
scan 3368 49
scan 427011 91
scan 237629 14
scan 186504 92
scan 368821 46
insert 600042
scan 311214 77
scan 576784 54
scan 232130 49
scan 443255 69
scan 191849 33
scan 560520 64
scan 478371 45
scan 52846 84
scan 589353 6
scan 262356 70
scan 527377 49
scan 76431 35
scan 117106 82
scan 358629 5
scan 464843 48
scan 536515 33
scan 584963 51
scan 270814 15
scan 268181 21
scan 463287 15
scan 463287 6
scan 194248 14
scan 44831 30
scan 227354 37
scan 463287 37
scan 68521 44
scan 591501 23
scan 129978 77
scan 443991 9
insert 600043
scan 283802 36
scan 268181 79
scan 117106 58
scan 199311 94
scan 427056 19
scan 163470 100
scan 499796 84
scan 491292 30
scan 463287 78
scan 297473 60
scan 277403 21
scan 399177 56
scan 530273 55
scan 310259 96
scan 369763 46
insert 600044
scan 273536 46
scan 114567 65
scan 311682 42
scan 423390 3
scan 460603 72
scan 191908 8
scan 429894 82
scan 509458 13
scan 268181 31
insert 600045
scan 268181 57
scan 265521 31
scan 68521 43
scan 22639 50
scan 147799 74
insert 600046
scan 163470 25
scan 268181 41
scan 103336 79
insert 600047
scan 268181 10
scan 217698 62
scan 155712 18
scan 87517 43
scan 530145 82
scan 117106 13
scan 279164 97
scan 547051 11
scan 226855 15
scan 321116 75
scan 116986 21
scan 450438 34
scan 103336 57
scan 103336 17
scan 225636 44
scan 133166 70
scan 463287 24
scan 268181 85
scan 2114 69
scan 279164 69
scan 268181 47
scan 122528 92
scan 68521 2
scan 56536 97
scan 576784 49
scan 499483 83
scan 332091 36
scan 99678 8
scan 519340 52
scan 2293 32
scan 552603 49
scan 29825 28
scan 155076 20
scan 153296 88
scan 268181 91
scan 463287 18
scan 425755 60
scan 35324 85
scan 117106 50
insert 600048
scan 484141 26
insert 600049
scan 268181 96
scan 268181 48
scan 463287 82
scan 597569 24
scan 463287 80
scan 8429 54
scan 61043 60
scan 29825 14
scan 337074 85
scan 95371 8
scan 72074 30
scan 162628 87
scan 527023 20
scan 530273 58
scan 191044 43
scan 216249 59
scan 466332 63
scan 560520 22
scan 204511 76
scan 136063 64
scan 55639 47
scan 500596 27
scan 345471 22
scan 160327 76
scan 150747 26
scan 323980 79
scan 409816 63
scan 588877 31
scan 186926 44
scan 268181 50
scan 163470 95
scan 111759 13
scan 135302 36
scan 463287 76
scan 394809 65
scan 376270 80
scan 253732 12
scan 286598 38
insert 600050
insert 600051
scan 109750 68
scan 147799 10
scan 163470 56
scan 90477 68
scan 310259 100
scan 87897 69
scan 524222 40
scan 378979 55
scan 163470 43
insert 600052
scan 104867 75
scan 514042 98
scan 366612 57
scan 484787 50
scan 356409 56
scan 543447 61
scan 135114 97
scan 259920 60
scan 504915 53
scan 232677 83
scan 510921 21
scan 117106 4
scan 347275 100
scan 135114 84
scan 463287 22
scan 29825 64
scan 351593 10
scan 463287 9
scan 117106 31
scan 303571 50
scan 278563 90
scan 180417 17
scan 67285 98
scan 259149 28
scan 463287 40
scan 162628 38
scan 162628 63
scan 124860 65
scan 14390 41
scan 268181 41
scan 339627 45
insert 600053
scan 576784 2
scan 73270 87
scan 411430 75
scan 115104 44
scan 393712 81
scan 107662 94
scan 162628 37
scan 551170 48
scan 156853 81
scan 418162 46
scan 33527 9
scan 268181 100
scan 337485 84
scan 456773 24
scan 265161 2
scan 223473 100
scan 532509 50
scan 563246 1
insert 600054
scan 261373 63
scan 148925 69
scan 576784 90
insert 600055
scan 45365 69
scan 121 3
scan 115104 71
scan 179263 45
scan 358563 18
scan 538666 29
scan 461451 94
scan 164879 70
scan 268181 87
scan 237256 33
scan 544913 52
insert 600056
insert 600057
scan 596761 53
scan 591724 62
scan 398434 70
scan 576784 74
scan 229423 57
scan 170309 1
scan 463287 59
scan 63217 13
scan 163470 92
scan 268181 32
scan 463287 18
scan 406130 30
scan 124047 83
scan 244258 34
scan 470029 11
scan 339237 16
scan 569197 98
scan 301347 99
insert 600058
scan 468400 44
scan 268181 59
scan 576018 34
scan 72775 86
scan 338946 93
scan 463287 81
scan 147900 61
scan 308842 6
scan 314097 90
scan 162628 93
scan 244486 97
scan 576010 59
scan 394820 26
scan 147799 22
scan 310259 13
insert 600059
scan 405884 30
scan 463287 37
scan 398336 33
scan 405867 60
scan 576784 92
scan 586583 16
scan 117106 18
scan 463287 20
scan 89314 66
scan 453281 2
scan 551170 32
scan 361880 16
scan 511267 38
scan 501266 95
scan 120334 23
scan 182836 25
scan 163470 27
scan 268181 42
scan 463287 16
scan 541252 29
scan 293708 43
scan 576784 34
scan 80226 76
scan 14546 52
scan 382364 91
scan 162628 91
scan 103336 22
scan 78385 4
insert 600060
scan 593648 52
insert 600061
scan 402323 94
scan 303222 45
scan 295403 84
scan 463797 74
scan 569197 95
scan 124047 6
scan 413774 79
scan 92905 85
scan 581631 32
scan 475457 45
insert 600062
scan 441639 63
scan 566825 32
scan 162628 15
scan 29825 56
scan 101817 71
scan 213269 1
scan 488153 62
insert 600063
scan 463287 58
scan 498623 88
scan 271738 96
scan 444927 43
scan 423322 16
scan 229940 22
scan 165991 71
scan 40875 92
scan 183624 3
scan 101706 15
scan 591971 44
scan 117106 100
scan 29825 22
scan 400663 89
scan 417871 40
scan 551170 40
scan 573583 32
scan 29825 71
scan 488153 50
scan 576784 43
scan 590093 76
scan 268181 14
scan 400663 36
scan 115104 12
scan 590668 25
scan 399177 12
scan 582772 36
scan 410711 20
scan 321124 68
scan 222 31
scan 268181 89
scan 115104 92
scan 82403 39
scan 310259 87
scan 459447 52
scan 124047 22
scan 231691 85
scan 188796 73
scan 71261 7
scan 538666 23
scan 431707 97
scan 3478 97
scan 213329 99
scan 391274 37
scan 279164 58
scan 290381 60
scan 589955 66
scan 457567 86
scan 134409 69
scan 268181 35
scan 187661 31
scan 166407 58
scan 310259 63
scan 511973 49
scan 296076 98
scan 349767 9
scan 268181 82
scan 330942 76
insert 600064
scan 262356 100
scan 247845 41
scan 307077 72
scan 26119 35
scan 162628 43
scan 427163 18
scan 68249 65
scan 268181 12
scan 117106 52
scan 504539 72
scan 424957 79
scan 223041 52
scan 2159 76
scan 103336 56
scan 399177 17
scan 124047 68
scan 100547 4
scan 228865 54
scan 463287 72
scan 382149 66
scan 164576 62
scan 288911 84
scan 11754 42
scan 444927 47
scan 117106 64
scan 561492 37
scan 209599 35
scan 335266 12
scan 68521 80
scan 381242 50
scan 380438 17
scan 106523 47
insert 600065
scan 463287 31
scan 254836 33
scan 262558 99
insert 600066
scan 162628 82
scan 467098 63
scan 474861 5
scan 168072 81
scan 513850 24
scan 463287 16
insert 600067
scan 463287 98
insert 600068
scan 184181 93
scan 556305 45
scan 40637 23
scan 194248 89
scan 491786 50
scan 463287 27
scan 162628 8
scan 114842 14
scan 113285 13
scan 53421 9
scan 16285 90
scan 44525 84
scan 82403 86
scan 589555 94
scan 223768 52
scan 10277 53
scan 461451 93
scan 496255 34
scan 550189 38
scan 599608 43
scan 570758 31
scan 72775 37
scan 35455 1
scan 41115 13
scan 68521 17
scan 463287 91
scan 176642 85
scan 134409 23
scan 287215 16
scan 569787 91
scan 28937 28
scan 352443 1
scan 90146 98
scan 115104 51
scan 309968 55
scan 44434 7
scan 29825 4
scan 495896 29
scan 463287 7
scan 15060 53
scan 11754 99
scan 251735 55
scan 302763 52
insert 600069
scan 535680 84
scan 521188 84
scan 124746 92
scan 463287 74
scan 157746 98
scan 304300 60
scan 205098 95
scan 80226 19
scan 349622 80
scan 265521 83
scan 525622 96
scan 163470 64
scan 117106 94
scan 316371 78
scan 42987 91
scan 598822 41
scan 576784 76
scan 419354 39
scan 61209 73
scan 506978 34
scan 279164 47
scan 206036 94
scan 65334 9
scan 268181 27
scan 502512 7
scan 130391 8
scan 509338 79
scan 268181 27
scan 270704 38
scan 361005 52
scan 268181 61
scan 56896 24
scan 369077 74
scan 124047 16
scan 567215 23
scan 268181 83
scan 166705 54
scan 463287 21
scan 67299 9
scan 249508 35
scan 281886 13
scan 65352 44
scan 246782 57
scan 422224 44
scan 11754 49
insert 600070
scan 176443 13
scan 393633 39
scan 30968 56
scan 593608 10
scan 14501 31
insert 600071
scan 107827 83
scan 309532 11
scan 268181 13
scan 327930 27
scan 11754 67
scan 594246 18
scan 295278 72
scan 163470 26
scan 192637 51
scan 375639 15
scan 576784 84
scan 332074 63
insert 600072
scan 419663 87
scan 364306 95
scan 249590 77
scan 589129 41
scan 241835 61
scan 81818 40
scan 129237 35
scan 336124 73
scan 298902 53
scan 546789 96
scan 403849 76
scan 163470 91
scan 463287 5
scan 521652 29
scan 576784 28
scan 30932 82
scan 443991 43
scan 158929 26
scan 245673 45
scan 509435 14
scan 268181 14
scan 491036 27
scan 494941 14
scan 117106 19
scan 72775 87
scan 115104 30
scan 463287 6
scan 185829 80
scan 523054 76
scan 332448 53
scan 590423 78
scan 463287 7
scan 79294 68
scan 92632 39
scan 382491 2
scan 112846 72
scan 47951 69
scan 225636 95
scan 265975 72
insert 600073
scan 598473 97
scan 268181 11
scan 262364 75
scan 58906 24
scan 201996 97
scan 597000 42
scan 79915 4
scan 318229 65
scan 282473 91
scan 271738 2
scan 555631 13
scan 75835 27
scan 55245 6
scan 162628 14
scan 268181 45
scan 576784 38
scan 199311 83
scan 553593 63
insert 600074
scan 106835 89
scan 117106 57
scan 219079 83
scan 50052 23
scan 328272 31
scan 504593 72
scan 286242 22
scan 585444 98
scan 56736 34
scan 338286 40
scan 370862 93
scan 318230 70
scan 86742 79
scan 47907 63
scan 349622 13
scan 194248 69
insert 600075
scan 340521 12
scan 517253 3
scan 44743 47
scan 285859 10
scan 124047 5
scan 560273 55
scan 463287 84
scan 290517 46
scan 375311 37
scan 250902 85
scan 516804 79
scan 78948 75
scan 73515 18
scan 57441 30
scan 549460 65
scan 67285 8
scan 591971 99
scan 300999 47
scan 31784 38
scan 463287 58
scan 191201 25
scan 155556 22
scan 546841 2
scan 8149 40
scan 527023 67
insert 600076
scan 294789 26
scan 78297 14
scan 378979 52
scan 120334 66
scan 237629 24
scan 56634 60
scan 179720 33
scan 13751 93
scan 314826 74
scan 399177 60
scan 194248 12
scan 366030 79
scan 591971 35
scan 163470 11
scan 386224 90
scan 174258 56
scan 268181 82
scan 242458 25
scan 463287 87
scan 92942 45
scan 117106 55
insert 600077
scan 270462 89
scan 42124 84
scan 268181 55
scan 448162 84
scan 503626 18
scan 126001 83
scan 175010 62
scan 463287 19
scan 580980 78
scan 449213 52
scan 391392 20
scan 319218 52
scan 484175 92
scan 509465 22
scan 440314 25
scan 538980 77
scan 87747 51
scan 103588 59
scan 477535 67
scan 265161 90
scan 446530 64
scan 9439 81
scan 59306 9
scan 384081 24
scan 249091 55
scan 162628 75
scan 404422 52
scan 586461 49
scan 234639 54
scan 75678 18
scan 160327 45
scan 120854 63
scan 437861 30
scan 479089 40
scan 289749 16
scan 131674 50
scan 278952 69
scan 268181 86
scan 590266 96
scan 341149 93
scan 301202 14
scan 327129 26
scan 360124 58
scan 268181 95
scan 319269 37
scan 20630 61
scan 395103 31
scan 591971 55
scan 446522 87
insert 600078
scan 268181 74
scan 31870 80
scan 163470 19
scan 107827 90
scan 589978 100
scan 347978 30
scan 414378 92
scan 248655 2
scan 238020 56
scan 463287 52
scan 181446 34
scan 499041 66
scan 146535 34
scan 435385 69
scan 162628 14
scan 453464 26
scan 116781 84
scan 563735 97
scan 192031 64
scan 382892 72
scan 235479 30
scan 369211 85
scan 383257 63
scan 311477 65
scan 461851 66
scan 332091 63
scan 300076 73
scan 265161 6
scan 310259 36
scan 524815 73
scan 446757 44
scan 389676 92
scan 375425 61
scan 106166 56
scan 57271 56
scan 199311 19
scan 488085 87
scan 349622 88
scan 463287 35
scan 36803 78
scan 516804 47
scan 499799 30
scan 225636 48
scan 564575 33
scan 199805 43
scan 587666 4
scan 577271 74
scan 53309 48
scan 463287 61
scan 441778 42
scan 506582 19
scan 103336 26
scan 36062 63
scan 319269 56
scan 492339 39
scan 279164 73
scan 450482 1
scan 268181 65
scan 163470 53
scan 456958 52
scan 45853 62
scan 371001 99
scan 86243 67
scan 89258 20
scan 268181 59
scan 352443 57
scan 463803 70
scan 349622 95
insert 600079
scan 72775 87
scan 406523 96
scan 463287 33
insert 600080
scan 117106 56
scan 162628 68
scan 233706 97
scan 5327 12
insert 600081
scan 1863 94
scan 126001 26
scan 340276 75
scan 427827 40
scan 280733 30
scan 94015 36
scan 447631 67
scan 189705 39
scan 268181 42
scan 153575 60
scan 493801 12
scan 427782 10
scan 140399 17
scan 268181 94
scan 206300 46
scan 437844 98
scan 359965 29
scan 273220 79
scan 72775 37
scan 399177 34
scan 463287 18
scan 473144 29
scan 588851 41
scan 268181 64
scan 583064 78
scan 482786 85
scan 566606 36
scan 538321 15
scan 121293 51
scan 118667 3
scan 120652 48
scan 30577 78
scan 463287 49
scan 86903 96
scan 29800 13
scan 371086 36
scan 257145 18
scan 67423 81
scan 981 1
scan 248431 12
scan 463287 6
scan 179528 8
scan 268181 90
scan 268181 20
scan 504905 2
scan 115104 97
scan 162628 15
scan 162628 75
scan 369077 68
scan 63862 18
scan 117676 36
scan 73515 98
scan 463287 51
scan 570618 82
scan 153599 32
scan 124047 47
scan 224869 16
scan 150747 70
scan 497570 1
scan 452610 3
scan 82322 71
scan 268181 91
scan 110462 72
insert 600082
scan 147799 49
scan 399177 5
scan 463287 84
scan 588852 84
scan 104361 67
scan 137181 46
scan 361920 49
insert 600083
scan 33414 54
insert 600084
scan 117106 67
scan 103875 60
scan 52765 100
scan 11754 13
scan 165670 89
scan 199205 57
scan 460982 22
scan 463287 34
scan 203016 92
scan 275701 51
scan 198348 58
scan 174258 90
scan 478938 44
scan 523153 66
scan 268181 75
scan 332806 61
scan 411798 79
scan 188154 31
scan 584024 98
scan 127204 61
scan 463287 65
scan 277 71
insert 600085
scan 394006 85
scan 172447 41
scan 463287 19
scan 68825 54
insert 600086
scan 494793 14
scan 419341 69
scan 375491 24
scan 222443 65
scan 229343 65
scan 327181 91
scan 126001 5
scan 347346 53
scan 77330 35
scan 435973 20
scan 470037 37
scan 82347 69
scan 219168 27
scan 569197 96
scan 260942 90
scan 153237 63
scan 163222 39
scan 37702 61
scan 234793 10
scan 505844 57
scan 117106 30
scan 314151 32
scan 297473 83
scan 117106 79
scan 72775 57
scan 463287 50
scan 405188 62
scan 88169 78
scan 482760 84
scan 588962 69
scan 167034 16
scan 190905 77
scan 427198 28
scan 225636 16
scan 134012 63
scan 72775 74
scan 463287 26
scan 399177 83
scan 310259 36
scan 369433 50
scan 163364 89
scan 244850 40
insert 600087
scan 463287 87
scan 268181 51
scan 122433 11
scan 576970 46
scan 73515 53
scan 409244 61
scan 77330 38
scan 77330 26
scan 68521 16
scan 310259 59
scan 463287 16
insert 600088
scan 387709 14
scan 157761 56
scan 419582 26
scan 579246 46
scan 180308 31
scan 319006 23
scan 101299 59
scan 314826 81
scan 349622 48
scan 463287 44
scan 591697 73
scan 298676 11
scan 297424 70
scan 586346 20
scan 232677 47
scan 162628 60
scan 131395 70
scan 292752 41
scan 190390 78
scan 573342 100
scan 581411 46
scan 68521 51
scan 163470 15
scan 229818 3
scan 566038 92
scan 304457 40
scan 387904 28
scan 313212 78
insert 600089
