read 164904
scan 541683 19
scan 275795 78
scan 22047 79
scan 449327 39
scan 223679 59
scan 44369 58
scan 295655 51
scan 363343 56
scan 312715 58
scan 452461 70
scan 294384 2
scan 26461 74
scan 490470 36
scan 262537 18
scan 203079 21
scan 598841 3
scan 152637 44
scan 295655 32
scan 519236 48
scan 239855 76
scan 98851 31
scan 238684 15
scan 56162 46
scan 208603 61
scan 112208 22
insert 600011
scan 172229 81
scan 312715 78
scan 545017 39
scan 581014 27
scan 447762 36
scan 512445 65
scan 253111 55
scan 11468 67
insert 600012
scan 145525 36
insert 600013
scan 312715 45
scan 545017 20
scan 477110 94
scan 485578 27
scan 518249 79
scan 22013 26
scan 192295 44
scan 452461 69
scan 575300 79
scan 241704 13
scan 359894 47
scan 312715 83
scan 509189 49
insert 600014
scan 55148 27
scan 504223 44
scan 597318 55
scan 58768 48
scan 21354 20
scan 183813 33
scan 452461 63
scan 438803 14
scan 57589 29
scan 223512 57
scan 285692 44
scan 566328 39
insert 600015
insert 600016
scan 279603 19
scan 153221 54
scan 138188 76
scan 167368 76
scan 452461 68
scan 461460 46
scan 167319 67
scan 585562 6
scan 14099 11
scan 232410 25
scan 52473 98
scan 556832 45
scan 444574 80
scan 312715 92
scan 226043 6
scan 8303 47
scan 52473 31
scan 325138 4
scan 452461 62
scan 319394 97
scan 497441 50
scan 545017 67
scan 351744 78
scan 459092 77
insert 600017
scan 136228 56
scan 65603 50
scan 186051 81
scan 407542 48
insert 600018
scan 312715 69
scan 452461 80
scan 595326 9
scan 279603 95
scan 39423 44
scan 376011 84
scan 546049 74
scan 175543 57
scan 452461 99
scan 146348 43
scan 312715 34
scan 134730 58
scan 452461 22
scan 258421 11
scan 18535 31
scan 28493 98
scan 405818 96
scan 450535 85
scan 585687 43
scan 326136 42
scan 312715 43
scan 134207 3
scan 295655 36
scan 257494 50
scan 490470 20
insert 600019
scan 31832 86
scan 36625 49
scan 454405 11
scan 452461 40
scan 52473 77
scan 337150 51
scan 455453 34
scan 124767 22
scan 392048 71
scan 386534 76
scan 52473 63
scan 167368 99
scan 586401 28
scan 107699 67
scan 312715 67
scan 522519 100
scan 159103 10
scan 18535 44
scan 562805 15
scan 514104 41
scan 468864 100
scan 364626 65
scan 192328 55
scan 52473 72
scan 555799 28
scan 52473 67
scan 500216 9
scan 512743 98
scan 282673 43
scan 447762 24
scan 459353 89
scan 156474 98
scan 52473 26
scan 323042 23
scan 95625 72
scan 15006 52
scan 500216 36
scan 312715 26
scan 138425 64
scan 519236 54
scan 167368 89
scan 106464 29
scan 238388 43
scan 74823 49
scan 511586 1
scan 132081 69
scan 38647 31
scan 98942 66
scan 173252 41
scan 554666 7
scan 312715 5
scan 234534 23
scan 16104 68
scan 58783 89
scan 15849 53
scan 409241 30
insert 600020
scan 564357 51
scan 526105 62
scan 282529 67
scan 463783 68
scan 277016 100
scan 55834 76
scan 452461 74
scan 436940 63
scan 335699 95
scan 587788 45
scan 290036 98
scan 1136 96
scan 568834 36
scan 464369 2
scan 596481 20
scan 452461 69
scan 449327 90
scan 112694 3
scan 310907 64
scan 452461 29
scan 125633 12
insert 600021
scan 584395 45
scan 135591 34
scan 190941 43
scan 174294 50
scan 545017 78
scan 7538 15
scan 503522 22
insert 600022
scan 168044 49
scan 423690 60
scan 256149 32
scan 361896 62
scan 480076 66
scan 312715 9
scan 545017 4
scan 237932 44
scan 340207 2
scan 68754 46
scan 112629 72
scan 164837 70
scan 71601 26
scan 545017 95
scan 167368 86
insert 600023
scan 343142 41
scan 390802 92
scan 26393 50
scan 305720 92
scan 275467 91
scan 137480 68
scan 545017 4
scan 452461 59
scan 244337 65
scan 452461 8
scan 461460 93
scan 593658 34
scan 79122 60
scan 142232 5
scan 587031 42
scan 383488 91
scan 382787 40
scan 416190 71
scan 179449 77
scan 545017 35
scan 312715 78
scan 167368 67
scan 449327 8
scan 452461 80
scan 536666 43
scan 539468 79
scan 390099 40
insert 600024
insert 600025
scan 436261 47
scan 485236 42
scan 503522 97
scan 184974 71
insert 600026
scan 553699 13
scan 62627 14
scan 245240 89
scan 375999 31
scan 264944 86
scan 107871 64
scan 295655 97
scan 452461 41
scan 167368 76
scan 242687 69
scan 494561 35
scan 136467 39
scan 218150 58
scan 198609 45
scan 593658 83
scan 359193 66
insert 600027
scan 434697 66
scan 273817 28
scan 366881 3
scan 458646 100
scan 274581 54
scan 452461 95
scan 137262 17
scan 435191 87
scan 398534 91
scan 155872 19
scan 545017 99
scan 312715 61
scan 60376 1
scan 306199 62
scan 551735 69
scan 464213 18
scan 554800 64
scan 116266 1
scan 580053 73
scan 282338 94
scan 519236 22
scan 336116 15
scan 93294 44
scan 555799 22
scan 244145 38
scan 551367 83
scan 208603 86
scan 236676 48
scan 209214 53
scan 320558 79
scan 151679 10
scan 84854 95
scan 181572 79
scan 460770 95
scan 194235 68
scan 141770 91
scan 452461 44
scan 452461 1
insert 600028
scan 140670 74
scan 508902 33
scan 228873 37
scan 3912 61
scan 40441 2
scan 347561 93
scan 375911 5
scan 472435 23
scan 452945 26
scan 148976 8
scan 331794 60
scan 364902 26
scan 269507 77
scan 65829 30
scan 495278 61
scan 452461 44
scan 500216 69
scan 252100 79
scan 36625 9
scan 352539 61
scan 423712 27
scan 198224 72
insert 600029
scan 265826 68
scan 439824 4
scan 512222 89
scan 250747 8
scan 251549 47
scan 452461 72
scan 245258 74
scan 17438 26
scan 32501 69
scan 541209 51
scan 174700 91
scan 312715 21
scan 417818 66
scan 164876 24
scan 163137 84
scan 452461 36
scan 545017 48
scan 564357 14
scan 523029 2
scan 52473 81
scan 564210 73
scan 415274 83
scan 93041 26
scan 469554 87
scan 540641 54
scan 269362 69
scan 312715 63
scan 310420 75
scan 564357 46
scan 519236 64
scan 320531 46
scan 297943 1
scan 457597 66
scan 249118 54
scan 52473 32
insert 600030
scan 458125 22
scan 575373 39
scan 336849 21
scan 500216 38
scan 439824 21
scan 317150 23
scan 555799 91
scan 224808 75
scan 519236 20
scan 352244 27
scan 575059 28
scan 366881 81
scan 555799 40
scan 406222 47
scan 177731 63
scan 452461 74
scan 490470 47
scan 490470 59
scan 132805 81
scan 436950 27
insert 600031
scan 277400 99
scan 59201 10
scan 58232 62
scan 208603 77
scan 397426 62
scan 477626 53
scan 461460 87
scan 545017 61
scan 216280 6
scan 119665 23
scan 36625 8
scan 450535 75
scan 52473 71
scan 28260 38
insert 600032
scan 52473 74
scan 208603 30
scan 7538 19
scan 406503 53
scan 8382 3
scan 319309 96
scan 14582 86
scan 523429 37
scan 186886 20
scan 312715 12
scan 131437 5
scan 508902 76
scan 366400 42
scan 477977 8
scan 137475 4
scan 33487 57
scan 282338 61
scan 367566 91
scan 135792 12
scan 390477 10
scan 312715 76
scan 294226 2
scan 523482 86
scan 436247 68
scan 483983 91
scan 68999 47
scan 452461 81
scan 477557 74
scan 597234 11
scan 452461 26
insert 600033
scan 564357 31
scan 484692 35
scan 398542 20
scan 212694 80
scan 174473 77
scan 564357 54
scan 134862 25
insert 600034
scan 521608 90
scan 458313 75
scan 497175 92
scan 194235 13
scan 58541 69
scan 384301 15
scan 208835 3
scan 419472 82
insert 600035
scan 518673 31
scan 175890 2
scan 124855 76
scan 290961 61
scan 481954 6
scan 419472 87
scan 450179 34
scan 454356 100
scan 519660 18
scan 286504 36
scan 170013 78
insert 600036
scan 452461 30
scan 545017 51
scan 194235 77
scan 136959 28
scan 172229 78
scan 201136 99
scan 490470 80
scan 452461 84
scan 190165 51
scan 56037 54
scan 381734 58
insert 600037
scan 175741 34
scan 269362 91
scan 312715 100
scan 36625 41
scan 135792 26
insert 600038
scan 502269 76
scan 452461 49
scan 452461 19
scan 397704 89
scan 413647 20
insert 600039
scan 450179 77
insert 600040
scan 578515 12
scan 267416 50
scan 136436 72
insert 600041
scan 194235 7
scan 320531 7
scan 302189 53
scan 417940 79
scan 454867 34
scan 479382 2
scan 503522 12
scan 357468 62
scan 545017 8
scan 326812 59
scan 260016 2
scan 4554 44
scan 466217 12
scan 82315 76
scan 550966 97
scan 14244 63
scan 208603 56
scan 361534 45
scan 44164 80
scan 50572 88
scan 122949 27
scan 353209 77
scan 108043 29
scan 206333 1
scan 353209 78
scan 564357 33
scan 494159 27
scan 416190 51
scan 146997 4
scan 118229 70
scan 6128 92
insert 600042
scan 201352 11
scan 138031 70
scan 369282 96
scan 52473 66
scan 568371 69
scan 452461 38
scan 452461 82
scan 91860 77
scan 312715 83
insert 600043
scan 411291 44
scan 459353 49
scan 490470 55
scan 324817 80
scan 354549 97
scan 562517 3
scan 459353 48
scan 208603 5
scan 194235 20
scan 126911 83
scan 412859 14
scan 422848 79
scan 508902 14
scan 452461 17
scan 269362 67
scan 439824 4
scan 500216 80
scan 184974 26
scan 519236 38
scan 124520 65
scan 18146 86
scan 315986 80
scan 210809 3
scan 286794 8
scan 564357 13
scan 181069 66
scan 114164 98
scan 444351 28
scan 452461 17
scan 281617 60
scan 444960 79
scan 172967 45
scan 22645 36
scan 452461 20
scan 564908 62
scan 375911 52
scan 33592 80
scan 138363 24
scan 146499 12
scan 104722 62
scan 418250 91
scan 294440 2
scan 452461 35
scan 208835 49
scan 515620 58
scan 490470 14
scan 523372 8
scan 375303 60
scan 479382 47
scan 320716 52
scan 545017 79
scan 453241 24
scan 155835 53
insert 600044
scan 191432 73
scan 426108 48
scan 107985 82
scan 201136 90
scan 302636 97
scan 208835 56
scan 595776 3
scan 430048 64
scan 328005 50
scan 317153 58
scan 208603 73
scan 150348 36
scan 143651 67
scan 294964 46
scan 439824 50
scan 581756 64
scan 590540 23
scan 421152 65
scan 452461 93
scan 563378 7
scan 439824 73
scan 64695 35
scan 452461 70
scan 89861 52
scan 572404 17
scan 376665 66
scan 64976 86
scan 452461 72
scan 83602 43
scan 120251 12
scan 65222 27
scan 350092 63
scan 298310 4
scan 512278 28
scan 33003 93
scan 41888 99
scan 94202 9
insert 600045
scan 471206 88
scan 270471 71
scan 500216 64
scan 447762 9
insert 600046
scan 107985 99
scan 272951 2
scan 312715 81
scan 271609 5
scan 510919 32
scan 201136 28
scan 256950 12
scan 511152 67
scan 384579 91
scan 220310 37
scan 268974 67
scan 565125 23
scan 317240 38
scan 184974 21
scan 558603 57
scan 246669 48
scan 426772 6
scan 76016 45
scan 145243 39
scan 359727 81
scan 236676 62
scan 545017 56
scan 15407 75
scan 452461 90
scan 543089 13
scan 150348 2
scan 459353 29
scan 319394 49
scan 403792 28
scan 536675 85
insert 600047
scan 167368 4
scan 523899 74
scan 167368 46
scan 502766 26
scan 522362 60
scan 184974 65
scan 497175 84
scan 312715 23
scan 102828 50
scan 401210 76
scan 312715 31
scan 190061 17
scan 312715 98
scan 235925 66
scan 452461 78
scan 597623 67
scan 23193 34
scan 564357 54
scan 447762 100
scan 452461 89
scan 14582 32
scan 339807 79
scan 452461 40
scan 261998 80
scan 545017 50
scan 474012 60
scan 585047 17
scan 151679 75
scan 502814 30
scan 173439 59
scan 150348 8
scan 450535 98
scan 12647 15
scan 184974 48
scan 225163 21
scan 199503 22
scan 90872 39
insert 600048
scan 468523 85
scan 224512 43
scan 504223 53
scan 99578 24
scan 312715 90
scan 152637 48
insert 600049
scan 145428 70
scan 262912 54
scan 373193 93
scan 492242 14
scan 405979 94
scan 52473 41
scan 578943 88
scan 48509 2
scan 282357 6
scan 252618 7
scan 1179 82
insert 600050
scan 598841 69
scan 592274 52
scan 452461 65
scan 18562 21
scan 368150 6
scan 449291 87
insert 600051
scan 503522 28
scan 41888 3
scan 328007 73
scan 364528 17
scan 52473 19
scan 498520 29
scan 59526 27
scan 151679 65
scan 52473 95
scan 113564 92
scan 56835 81
scan 260357 39
scan 541424 5
scan 237907 79
scan 350369 2
scan 563378 91
scan 467580 94
scan 479382 44
scan 319394 87
scan 67654 73
scan 450179 87
scan 331794 41
insert 600052
scan 414946 94
scan 293258 88
scan 479880 87
scan 545017 25
scan 52473 63
scan 452533 14
scan 557664 38
scan 476202 10
scan 296478 4
scan 427103 28
scan 400046 77
scan 452461 83
scan 107985 85
scan 277400 63
scan 556706 13
scan 490470 74
scan 558313 7
scan 452461 2
scan 87020 56
scan 62617 34
scan 452461 39
scan 223999 32
scan 592933 73
scan 312715 43
scan 459353 59
scan 442146 6
scan 88304 75
scan 341654 25
scan 69160 76
scan 154129 85
scan 167368 4
scan 155597 73
insert 600053
scan 52473 44
scan 216280 54
scan 61650 3
scan 332519 74
scan 191707 23
scan 25496 42
scan 452461 84
scan 490470 2
scan 303409 48
scan 175329 96
scan 449327 65
insert 600054
scan 457073 67
scan 75197 69
scan 174294 51
scan 458947 83
scan 227732 33
scan 239295 80
insert 600055
scan 297103 97
scan 452461 20
scan 35923 76
scan 428340 16
insert 600056
scan 383488 39
scan 585047 28
scan 271154 33
scan 184974 64
scan 508264 98
scan 452461 49
scan 452461 51
scan 52473 23
scan 381947 53
scan 517779 68
scan 399113 11
scan 334941 57
scan 566398 44
scan 312715 57
scan 14266 68
scan 127474 82
scan 361275 23
scan 479382 61
scan 177401 65
scan 151519 47
scan 375444 83
scan 154394 17
scan 244337 17
scan 208603 74
scan 461460 58
scan 46647 78
scan 346828 13
scan 52473 4
scan 303352 38
scan 300304 96
scan 113739 86
scan 354204 26
scan 164996 34
scan 319394 35
scan 221745 46
scan 413771 100
scan 598628 6
scan 523029 9
scan 285692 10
scan 184974 36
scan 452461 99
scan 78195 21
scan 49179 39
insert 600057
scan 312715 19
insert 600058
scan 194235 97
scan 490470 31
scan 87738 84
scan 452461 13
scan 452461 21
scan 500216 98
scan 380267 43
scan 4413 65
scan 564361 83
scan 146053 51
scan 495923 96
scan 397566 96
scan 312715 32
scan 518994 65
scan 52473 13
scan 120838 78
scan 167368 37
scan 268007 49
scan 52473 5
scan 452461 12
scan 132558 99
scan 231757 20
scan 8657 26
scan 311405 57
scan 228947 23
scan 495677 16
scan 588859 84
scan 235797 92
scan 507039 59
scan 312715 37
scan 497253 40
scan 289491 20
scan 481882 1
scan 383721 9
scan 9803 49
scan 391871 36
scan 573536 84
scan 84808 85
scan 487260 21
scan 6176 51
scan 283571 26
scan 167368 5
scan 312715 90
scan 302189 34
scan 52473 60
scan 439174 90
scan 10310 19
scan 438108 47
scan 249825 92
scan 166433 100
scan 8005 11
scan 69863 38
scan 295655 91
scan 575487 27
scan 593658 20
scan 56162 22
scan 139242 85
scan 452461 66
scan 306375 58
scan 438692 82
scan 545017 89
scan 181189 82
scan 18900 72
scan 218245 7
scan 434589 8
scan 521663 5
scan 137184 72
scan 58783 63
scan 167368 12
scan 13863 73
scan 553759 73
scan 49391 87
scan 323966 62
scan 452461 91
scan 452461 36
scan 454630 65
scan 177631 32
scan 580237 15
scan 161224 54
scan 453272 84
scan 380124 37
scan 500216 63
scan 228907 7
scan 125674 10
scan 452461 21
scan 312715 50
scan 559037 83
scan 500216 95
scan 550735 15
scan 167368 14
scan 443225 50
scan 443861 88
scan 545017 46
scan 2939 78
insert 600059
scan 82098 28
scan 593658 29
scan 463914 70
scan 570462 34
scan 130641 62
scan 452461 55
scan 453623 15
scan 519236 87
scan 598841 85
scan 330631 93
scan 361344 83
scan 414946 49
scan 447762 99
scan 85823 65
scan 381221 9
insert 600060
scan 477018 34
scan 562093 33
scan 422653 91
scan 36625 40
scan 128063 55
scan 545017 88
scan 410672 92
scan 414946 83
scan 21042 91
insert 600061
scan 237109 65
scan 444654 47
scan 184974 49
insert 600062
scan 223861 89
scan 432771 66
scan 52473 25
scan 452461 31
scan 452461 65
scan 351832 84
scan 273643 95
scan 275924 10
scan 392116 12
scan 564357 85
scan 463500 87
scan 184974 94
scan 472238 60
insert 600063
scan 68054 98
scan 200011 56
scan 507387 77
scan 220633 5
scan 478001 82
scan 119428 16
scan 592449 53
scan 346393 71
scan 529630 95
scan 295002 29
scan 519236 48
scan 312715 1
scan 32243 75
scan 452461 8
scan 445164 91
scan 250283 23
scan 223926 1
insert 600064
scan 507039 70
scan 550886 79
scan 28520 83
scan 452461 87
scan 219748 67
scan 110875 65
scan 532250 79
scan 452461 63
scan 452461 25
scan 439824 100
scan 45327 61
scan 564357 80
scan 272610 14
scan 299436 80
scan 167368 74
scan 399858 83
scan 475283 51
scan 134803 70
scan 269362 20
scan 495528 12
scan 497253 22
scan 553489 55
scan 403010 44
scan 44042 81
scan 566328 32
scan 545017 21
scan 253494 76
scan 576185 21
scan 424084 18
scan 471797 4
scan 158716 68
scan 577575 7
scan 439824 21
scan 284310 21
scan 318867 36
scan 167368 64
scan 167368 54
scan 545017 29
scan 596859 17
scan 136362 66
scan 44042 57
scan 570462 94
scan 492824 60
scan 576533 100
scan 208603 45
scan 8657 94
scan 429435 55
scan 593658 60
scan 281610 52
scan 223501 2
scan 114194 42
scan 151155 28
scan 500216 64
scan 26643 53
scan 447594 11
scan 366733 56
scan 452461 78
scan 208603 8
scan 3912 5
scan 545017 82
scan 312715 29
scan 415079 3
scan 439824 87
scan 334580 11
scan 500424 25
scan 452461 8
scan 380203 54
insert 600065
scan 452461 50
scan 36332 38
scan 208603 31
scan 327075 89
scan 567276 86
scan 421969 93
scan 452461 2
scan 170886 57
scan 292486 52
scan 433295 35
scan 449327 3
scan 383488 91
insert 600066
scan 194235 12
scan 69645 49
scan 56162 31
scan 452461 40
scan 236285 93
scan 312715 94
scan 135175 71
scan 316590 94
scan 439824 4
scan 452372 92
scan 366881 69
scan 521608 10
scan 282338 64
scan 423991 97
scan 52473 29
scan 500424 98
scan 545017 6
scan 406650 63
scan 452461 100
scan 192365 43
scan 151679 35
scan 18724 36
scan 269362 18
scan 383488 33
scan 167368 25
scan 177387 81
scan 547084 80
scan 500179 79
scan 52807 73
scan 510195 10
scan 504095 26
scan 247534 64
scan 452461 57
scan 94658 45
insert 600067
scan 52473 39
scan 52473 57
scan 96933 24
scan 597163 38
scan 514332 26
scan 452461 59
scan 394476 25
scan 519236 57
scan 295002 14
scan 448657 38
scan 57618 98
scan 400679 98
scan 92544 38
insert 600068
scan 35314 5
scan 416280 30
scan 52473 74
scan 379007 86
scan 253154 83
scan 452461 64
scan 528816 66
scan 472542 68
scan 512222 17
scan 12174 96
scan 458039 13
scan 191635 83
scan 557664 99
scan 11140 91
scan 490470 69
scan 459353 14
scan 555799 22
scan 242468 29
scan 227837 30
scan 478125 9
scan 407991 65
scan 452461 10
scan 320930 3
insert 600069
scan 210268 22
scan 110803 36
scan 34445 34
scan 170610 64
scan 512850 89
scan 325441 96
scan 256216 26
scan 136789 55
scan 476692 19
scan 196268 33
scan 135591 47
scan 208603 37
scan 312715 18
scan 52473 36
scan 519236 15
scan 194819 97
scan 225620 37
scan 452461 56
scan 558649 54
scan 471419 9
scan 306199 57
scan 139253 34
scan 471729 32
scan 302650 96
scan 548370 60
scan 575174 5
scan 319217 77
scan 184974 20
scan 404489 99
scan 312715 1
insert 600070
scan 31917 87
scan 172984 39
scan 414946 86
scan 228739 10
scan 349263 84
scan 203863 26
scan 198609 39
scan 228422 66
scan 207447 71
scan 295002 90
scan 190941 51
scan 439824 82
scan 208536 23
scan 517629 7
scan 383890 55
scan 515833 83
scan 109168 5
scan 494031 3
scan 487260 87
scan 452461 89
scan 88659 1
scan 452461 58
scan 121054 4
scan 307936 42
scan 199255 85
scan 195331 70
scan 419635 42
scan 447762 94
scan 154422 68
scan 286794 6
scan 481954 11
scan 184974 23
scan 419148 68
scan 52473 45
scan 518544 10
insert 600071
scan 420647 8
scan 64655 87
scan 400562 12
scan 544773 65
scan 121289 92
scan 575047 96
scan 580237 99
scan 419327 47
scan 376665 96
scan 127945 17
scan 346107 96
scan 452461 74
scan 355901 81
scan 500216 100
scan 184974 57
scan 432620 61
scan 326136 8
scan 273941 28
scan 248721 98
scan 103472 27
scan 22047 35
scan 414946 72
scan 266647 100
scan 225163 59
scan 450535 60
scan 490470 98
scan 319394 21
scan 557148 61
scan 312715 63
scan 328947 1
scan 237109 54
scan 520077 23
scan 212471 71
scan 404148 60
scan 385710 82
insert 600072
scan 495923 2
scan 546125 44
scan 449642 13
scan 478001 36
scan 334931 22
scan 106658 53
scan 440056 91
scan 418801 56
scan 283042 41
scan 437201 91
scan 452461 54
scan 452461 68
scan 18991 40
scan 142467 6
scan 398585 33
scan 400341 46
scan 279603 98
scan 87020 82
scan 269362 18
scan 274647 8
scan 363588 79
scan 184974 84
scan 52473 24
scan 100106 78
scan 464783 5
insert 600073
scan 106986 31
scan 459353 39
scan 560891 87
scan 288856 27
scan 88068 51
scan 510729 14
scan 225423 57
scan 64976 62
scan 598841 36
scan 22328 99
scan 356297 28
scan 447762 74
scan 312715 96
scan 358113 46
scan 555799 7
scan 143403 24
scan 568417 17
scan 489626 26
scan 452461 9
scan 487390 75
scan 326136 55
scan 429774 25
scan 172466 2
scan 452461 59
scan 404489 13
scan 215066 61
scan 459353 8
scan 334941 83
scan 459353 11
scan 53990 97
scan 178719 98
scan 200607 46
scan 202514 32
scan 562517 61
scan 340425 78
scan 273941 32
scan 203735 99
scan 477977 14
scan 503522 36
scan 397672 67
scan 452461 62
scan 312715 23
scan 93958 76
scan 452461 30
scan 312715 88
scan 388383 67
scan 185450 97
scan 181572 69
insert 600074
scan 199464 93
scan 83434 83
insert 600075
scan 42311 40
scan 101960 81
scan 161184 13
scan 571863 14
scan 478001 4
scan 295002 44
scan 151679 58
scan 545017 85
scan 390778 100
scan 484253 47
scan 322572 55
scan 167368 99
scan 452461 46
scan 224776 21
scan 237250 64
insert 600076
scan 519236 87
scan 167368 96
scan 385497 29
scan 391211 98
scan 242687 37
scan 156569 35
scan 98049 49
scan 468043 1
scan 280191 21
scan 599103 12
scan 166704 41
scan 269362 46
scan 523029 10
scan 430381 32
scan 237109 33
scan 144330 65
scan 312715 92
scan 519236 50
scan 282338 61
scan 331794 24
insert 600077
insert 600078
scan 452461 62
scan 379663 45
scan 485503 90
scan 185478 37
scan 52473 46
scan 492733 42
scan 474203 64
scan 476623 58
scan 488870 65
scan 276671 72
scan 192941 83
scan 490470 79
scan 67654 81
scan 390908 63
scan 167734 43
scan 312715 67
scan 430795 9
scan 490470 18
scan 416214 85
scan 585047 2
scan 257760 36
scan 127418 73
scan 310708 96
insert 600079
scan 208835 47
scan 233141 47
scan 95220 93
scan 206497 73
scan 208603 75
scan 15495 68
scan 236520 48
scan 598072 37
scan 595667 92
scan 490470 20
scan 102948 47
scan 518372 51
scan 340946 65
scan 395836 56
scan 80657 48
scan 519236 68
insert 600080
scan 458147 87
insert 600081
scan 452461 41
scan 452461 87
scan 312715 5
scan 346447 36
scan 103669 73
scan 106658 77
scan 567618 88
scan 52473 95
scan 459353 6
scan 208603 96
scan 319394 13
scan 299422 99
scan 298396 94
scan 194235 21
scan 362508 21
scan 443225 53
insert 600082
scan 306337 100
scan 415557 5
scan 237109 86
scan 298778 8
insert 600083
scan 193746 78
scan 254558 44
scan 545017 60
scan 208603 16
insert 600084
scan 115340 92
scan 167368 11
scan 208603 48
scan 18436 100
scan 22577 96
scan 180475 40
scan 117294 26
scan 564357 31
scan 414946 32
scan 129343 46
scan 274944 20
scan 176806 12
scan 213309 31
scan 481247 21
scan 519236 55
scan 184974 20
insert 600085
scan 545017 99
scan 452461 25
scan 336228 67
scan 269258 93
scan 167368 95
scan 452461 40
insert 600086
scan 372804 72
insert 600087
scan 249817 29
scan 302189 83
scan 307565 43
scan 192302 18
scan 192429 57
scan 450179 73
insert 600088
scan 232516 75
scan 452461 50
scan 101880 17
scan 293328 52
scan 111793 80
scan 452461 54
scan 490470 80
insert 600089
scan 436704 71
scan 294440 77
scan 218580 47
scan 471580 61
scan 415230 63
scan 179334 64
scan 261151 83
scan 550966 79
scan 312715 34
scan 94956 96
scan 29575 77
scan 424877 29
scan 151679 91
scan 208603 62
scan 312715 92
scan 291168 23
scan 519236 24
scan 511586 3
scan 386480 10
scan 128931 32
insert 600090
scan 200229 47
scan 415569 53
scan 545017 68
scan 302884 99
scan 438049 14
scan 318867 89
scan 18900 24
insert 600091
scan 331740 25
scan 452461 24
scan 452461 34
scan 222564 53
scan 564357 55
scan 3912 87
scan 479382 89
scan 545017 30
scan 52473 50
scan 544464 48
scan 472802 8
scan 500424 33
scan 594834 77
scan 193963 16
scan 205551 15
scan 479377 31
scan 594308 90
scan 404067 94
scan 211409 69
scan 285692 28
scan 31483 42
scan 113564 81
scan 579428 35
scan 299106 20
scan 459353 82
scan 566841 58
scan 452461 42
insert 600092
scan 570857 20
scan 580821 37
scan 500216 99
scan 441410 7
scan 448828 77
scan 583626 56
scan 72743 39
scan 167368 88
scan 343003 72
scan 305402 53
scan 452461 22
scan 452461 39
insert 600093
scan 452461 47
scan 524551 66
scan 522662 60
scan 67027 20
scan 139636 42
scan 464592 55
scan 208603 37
scan 463500 90
scan 373193 94
scan 158705 26
scan 172229 55
scan 452461 13
scan 373776 20
scan 452461 19
scan 277315 37
scan 133374 60
scan 122949 27
scan 452461 21
scan 595621 39
scan 363660 58
scan 282338 49
scan 559754 20
scan 342393 41
scan 195800 91
scan 201136 12
scan 425568 25
scan 523429 73
scan 292355 80
scan 436697 19
scan 570462 21
scan 502736 87
scan 275244 53
scan 269654 42
scan 452461 2
scan 452461 19
scan 520889 68
scan 52218 87
scan 592326 39
scan 135546 9
scan 209633 5
insert 600094
scan 312715 36
insert 600095
scan 509609 94
scan 312715 15
scan 55900 98
scan 449237 35
scan 452461 95
scan 201136 18
