read 543164
scan 393108 57
scan 453848 3
scan 138601 5
scan 171958 29
scan 376241 34
scan 312131 73
scan 182387 31
scan 537736 85
scan 379961 55
scan 185601 92
scan 408017 59
scan 537736 85
scan 382643 72
scan 64365 27
scan 537736 93
scan 537736 38
scan 199445 19
scan 591881 65
scan 148100 58
scan 267668 99
scan 326592 91
scan 543164 45
scan 201375 48
scan 130424 14
scan 599395 51
scan 537736 38
scan 484163 37
scan 73745 77
scan 350950 5
scan 434052 81
scan 97177 3
scan 518606 85
scan 298278 50
scan 170697 99
scan 211277 54
scan 45118 80
scan 282144 76
scan 309498 50
scan 4804 78
scan 386790 93
scan 296566 50
scan 97177 69
scan 110299 53
scan 514279 78
scan 537736 45
scan 195165 12
scan 520380 42
scan 566686 80
scan 202100 74
scan 324498 34
scan 434052 20
scan 465214 44
scan 60380 86
scan 269644 70
scan 537736 3
scan 141891 50
scan 220468 91
scan 476040 26
scan 434052 44
scan 429944 66
scan 386790 58
scan 562585 81
insert 600028
insert 600029
scan 537736 78
scan 542082 15
scan 537736 56
scan 503600 70
scan 381338 77
scan 140468 36
scan 523640 18
scan 138314 33
scan 362910 82
scan 386790 9
scan 537736 73
scan 131358 62
scan 514279 21
scan 464239 78
scan 386790 36
scan 386790 52
scan 255162 59
scan 171509 99
scan 172572 67
scan 546989 80
scan 543615 59
scan 386790 80
scan 536330 50
scan 273729 57
scan 227454 18
scan 285253 49
insert 600030
scan 434052 42
scan 485735 85
scan 537736 54
scan 17569 46
scan 577859 84
scan 152040 32
scan 237914 97
scan 495440 71
scan 277301 53
scan 211886 22
scan 498899 52
scan 510766 10
scan 10006 99
scan 550066 89
scan 311014 13
scan 63562 11
scan 177438 78
scan 252967 80
scan 97321 48
scan 220468 47
scan 276186 18
insert 600031
insert 600032
scan 559018 76
scan 166977 65
scan 537736 11
scan 334701 74
scan 577271 93
scan 537736 31
scan 293608 16
scan 205614 47
scan 264209 64
scan 477652 85
scan 175893 65
scan 307498 14
insert 600033
scan 142473 46
scan 424439 40
scan 537736 56
scan 577271 14
scan 334701 20
scan 298278 41
scan 537736 83
scan 130424 92
scan 419378 42
scan 369783 97
scan 243725 20
scan 255162 32
scan 299513 81
scan 172572 46
scan 419230 69
scan 219627 64
scan 130424 2
scan 97177 1
scan 537736 99
scan 41256 65
scan 386790 30
scan 80947 65
scan 203817 76
scan 577271 29
scan 583809 92
scan 220684 27
scan 577271 21
scan 369672 74
scan 55389 96
scan 99879 13
scan 419720 58
scan 537736 98
insert 600034
scan 195629 5
scan 187171 21
scan 386790 64
scan 215803 3
scan 599619 40
scan 405923 11
scan 255162 21
scan 386790 91
scan 130424 44
scan 119159 10
scan 33765 11
scan 509412 37
scan 207180 86
scan 359590 78
scan 356825 12
scan 164887 54
scan 435682 99
scan 321811 90
scan 172572 7
scan 130424 91
scan 35901 92
scan 220468 84
insert 600035
scan 453316 66
scan 103958 20
scan 476606 100
scan 80947 71
scan 520845 49
scan 537736 14
scan 35874 17
scan 28041 33
scan 361670 95
scan 142916 18
scan 121271 5
scan 338161 67
scan 255162 20
scan 215803 78
scan 466962 3
scan 128652 26
scan 255162 34
scan 537736 54
scan 293634 77
scan 212080 59
scan 412134 81
scan 153038 61
scan 467806 46
insert 600036
scan 245275 11
scan 209851 59
scan 526554 95
scan 440275 81
scan 505056 43
scan 75677 36
scan 28373 64
scan 64752 55
scan 418407 63
scan 171924 66
scan 416136 58
scan 220468 80
scan 20758 97
scan 118658 3
scan 96728 11
scan 47599 46
scan 577271 11
scan 537736 85
scan 539445 98
scan 22415 86
scan 127787 82
scan 507281 22
scan 507299 50
scan 537736 29
scan 587328 16
scan 548183 91
scan 172572 48
scan 71132 21
scan 237914 4
scan 491845 18
scan 255162 46
scan 137320 87
scan 334701 71
scan 591881 46
scan 193304 17
scan 390516 69
scan 255162 68
scan 255162 30
scan 37232 62
scan 255162 94
scan 577271 7
scan 380413 60
scan 482901 19
scan 382177 18
scan 559018 47
scan 354896 79
scan 434052 31
scan 1837 87
scan 163220 32
scan 523342 72
scan 301285 42
scan 220468 59
scan 244602 8
scan 130371 40
scan 537736 37
scan 333470 99
scan 103958 33
scan 93390 6
scan 97177 59
scan 537736 37
scan 65553 35
scan 358197 69
scan 72148 64
scan 514060 48
scan 537736 10
scan 220468 77
scan 155899 80
scan 226392 93
scan 482789 59
scan 452105 28
scan 359590 2
scan 127646 28
scan 227641 82
scan 419378 33
scan 595475 12
insert 600037
scan 172572 59
scan 537736 80
scan 237717 34
scan 115879 10
scan 292722 88
scan 184471 64
scan 540271 68
scan 469046 57
scan 599658 36
insert 600038
scan 454842 22
scan 599758 48
scan 564063 13
scan 571187 67
scan 391659 41
scan 520926 27
scan 537736 15
scan 220468 91
insert 600039
scan 503994 14
scan 97177 36
scan 527061 28
insert 600040
scan 386790 42
scan 434052 90
scan 152040 63
scan 42234 35
scan 537736 2
scan 536269 24
scan 513661 22
scan 281633 71
scan 425730 25
scan 264645 57
scan 201375 42
scan 38396 82
scan 178227 19
scan 256873 4
scan 326844 88
scan 537736 4
scan 293692 99
scan 537736 89
scan 112381 81
scan 319085 47
scan 537736 17
scan 330377 40
scan 196733 23
scan 370070 50
scan 352650 1
scan 220468 45
scan 386790 34
scan 486066 55
scan 537736 40
scan 327400 91
scan 392696 75
scan 516314 51
scan 623 31
scan 558504 73
scan 255162 69
scan 63563 85
scan 384061 41
scan 530683 31
scan 272738 4
scan 376241 74
scan 345331 45
scan 226700 42
scan 478711 99
scan 348936 62
scan 147105 29
scan 10799 72
scan 276186 66
scan 553586 72
scan 220468 32
scan 169659 5
scan 140506 64
insert 600041
scan 549288 58
scan 38396 98
scan 472882 84
scan 61860 60
scan 175719 78
scan 470978 95
scan 537736 68
scan 550012 42
scan 172572 3
scan 577859 79
scan 334701 6
scan 73833 96
scan 172572 25
scan 273009 25
scan 434052 68
insert 600042
scan 537634 43
scan 16316 93
scan 527905 65
scan 504768 90
insert 600043
scan 252511 7
scan 62926 96
scan 349821 61
scan 552009 55
scan 346837 58
scan 205654 21
scan 220468 67
scan 418314 50
scan 215163 76
scan 510766 44
scan 296418 10
scan 388840 87
scan 345331 84
scan 84598 95
scan 130424 39
scan 514557 56
scan 397222 51
scan 537736 6
scan 230662 45
scan 97177 14
scan 262220 78
scan 436366 83
scan 172572 22
scan 207412 34
scan 559018 79
scan 537736 79
scan 540271 6
scan 292253 89
scan 563177 79
scan 99155 70
scan 529308 89
scan 96317 17
scan 277421 88
scan 268658 91
scan 459437 19
scan 356041 36
scan 505000 73
scan 79122 56
scan 201375 50
scan 356929 73
scan 537736 13
scan 220468 17
scan 559018 55
scan 368773 65
scan 463048 44
scan 283624 29
scan 232060 47
scan 205580 14
scan 182989 42
scan 408818 18
scan 578589 6
scan 537736 44
scan 130424 80
scan 545683 62
insert 600044
scan 342843 43
scan 537736 55
scan 30796 43
scan 331317 26
scan 496906 69
scan 504041 66
scan 327066 74
scan 502742 79
scan 172572 76
insert 600045
scan 121604 92
scan 115801 21
scan 38444 80
insert 600046
scan 5628 88
scan 281610 87
scan 525608 49
scan 537736 94
scan 34953 5
scan 17002 3
scan 69206 48
scan 172572 55
scan 351059 83
scan 1837 96
scan 537736 36
scan 99092 27
scan 386170 33
scan 537736 46
scan 597211 88
scan 346465 22
scan 537736 88
scan 172572 49
scan 241103 71
scan 214375 30
scan 524990 37
scan 370070 17
scan 195380 91
scan 249635 7
scan 5152 50
scan 334701 40
scan 220468 64
scan 130424 88
scan 277326 84
scan 80947 13
scan 561353 64
scan 346465 74
scan 65393 80
scan 434052 41
scan 426375 60
scan 68025 49
scan 130424 62
scan 139999 41
scan 537736 16
scan 226700 80
scan 80947 58
scan 262444 80
scan 215838 56
scan 78380 73
scan 525565 90
scan 575787 91
scan 537688 8
scan 565258 9
scan 274058 50
scan 42234 73
scan 537736 59
scan 297028 10
scan 537736 62
scan 369228 36
scan 459110 33
scan 6252 13
scan 258604 34
scan 334701 79
scan 537736 94
insert 600047
scan 255077 91
scan 388368 60
scan 65169 56
scan 482789 69
scan 369620 79
scan 523072 64
scan 84327 73
scan 299513 24
scan 221655 63
scan 340720 70
scan 474988 57
scan 172572 88
scan 447302 9
scan 333346 7
scan 424214 19
scan 454391 97
scan 172572 11
scan 32923 48
scan 540271 77
scan 201375 42
scan 287491 100
scan 119961 24
insert 600048
scan 227889 36
scan 81392 43
scan 27025 30
scan 537736 24
scan 583809 21
scan 443195 65
scan 191784 1
scan 201375 90
scan 419378 77
insert 600049
scan 544026 29
scan 267463 63
scan 172572 91
scan 388830 73
scan 446630 93
scan 419230 9
scan 120051 4
scan 220468 83
scan 376879 22
scan 80947 87
scan 144536 88
scan 465214 14
scan 446915 1
insert 600050
scan 76304 67
scan 325918 88
scan 425304 25
scan 449535 73
scan 434052 83
scan 382169 26
scan 288553 52
scan 41482 28
scan 566294 74
scan 432890 24
scan 355412 96
scan 537736 96
scan 86003 54
scan 568750 9
scan 18806 64
scan 80947 100
scan 255162 64
scan 220494 62
scan 80947 11
scan 259175 45
scan 37271 63
scan 129228 43
scan 51506 69
scan 23078 44
scan 148177 63
scan 257571 43
scan 226700 32
scan 263157 85
scan 35050 11
scan 535268 4
scan 434052 21
scan 66877 11
scan 91822 7
scan 374601 65
scan 537736 27
scan 494508 98
scan 97177 88
scan 69105 49
scan 273144 86
scan 293923 11
scan 255162 43
scan 220468 44
insert 600051
scan 489059 90
insert 600052
scan 213382 67
scan 172572 41
scan 562773 94
scan 528979 32
scan 496906 24
scan 472777 51
scan 537736 14
scan 364644 85
scan 115413 84
scan 307498 99
scan 515444 86
scan 130424 91
scan 360888 76
scan 395486 35
scan 537736 80
scan 226700 90
scan 480638 24
scan 281119 11
scan 130424 98
scan 352049 85
scan 191572 17
scan 386790 42
scan 212268 19
scan 255515 43
scan 161405 23
scan 740 59
scan 220468 39
scan 130424 33
scan 241753 82
insert 600053
scan 408175 83
scan 432690 25
scan 81168 45
scan 112762 73
scan 172572 90
scan 220468 74
scan 255162 50
scan 110804 21
scan 299556 11
insert 600054
scan 445760 71
scan 303229 36
scan 120662 79
scan 342956 55
scan 212268 75
scan 558198 96
scan 385396 4
scan 220468 4
scan 386790 60
scan 220468 26
scan 362122 62
insert 600055
scan 419294 21
scan 357107 1
scan 502833 2
scan 97177 10
scan 559018 93
scan 391231 43
scan 489055 28
scan 428894 41
scan 90589 67
insert 600056
scan 78513 44
scan 220468 50
scan 537736 95
scan 130424 95
scan 182359 13
scan 548432 92
scan 68241 37
scan 512090 62
scan 34466 13
scan 173836 30
scan 518745 7
scan 546157 74
scan 230043 51
insert 600057
scan 201375 72
scan 403451 54
scan 429776 13
scan 167985 7
scan 134360 63
scan 559018 33
scan 546157 50
scan 548432 46
scan 327477 68
scan 224341 95
scan 172572 61
scan 196733 34
scan 125252 87
scan 172572 77
scan 544472 29
scan 138729 34
scan 129388 47
scan 537736 39
scan 344714 25
scan 298600 15
scan 469791 83
scan 428924 70
scan 591791 95
scan 294462 25
scan 106542 55
scan 424592 80
scan 435557 100
scan 536330 50
scan 121208 23
scan 297028 91
scan 172572 19
scan 386790 60
scan 220468 52
scan 326979 53
scan 537736 86
scan 258488 26
scan 236163 44
scan 513456 40
scan 441730 31
scan 316445 87
scan 363577 73
scan 475848 6
scan 220468 80
scan 89154 27
scan 45118 45
scan 126996 85
scan 218676 32
insert 600058
scan 152040 50
scan 481453 6
scan 220468 92
scan 521918 89
scan 496877 99
insert 600059
scan 280385 91
scan 193830 25
scan 352068 23
scan 51574 26
scan 443023 55
scan 465220 71
scan 130424 29
scan 376241 98
scan 559018 79
scan 514279 100
scan 181295 48
scan 537736 59
scan 537736 13
scan 257969 13
scan 282195 84
scan 115413 4
insert 600060
scan 185968 1
scan 373226 62
insert 600061
scan 419230 73
scan 559018 36
scan 45118 8
scan 255162 21
scan 334701 14
scan 67774 55
scan 455878 2
scan 396133 51
scan 487077 81
scan 537736 3
scan 80947 22
scan 451751 84
scan 386790 36
scan 161452 48
scan 522356 23
scan 468728 16
scan 226700 97
scan 304739 36
scan 128123 37
scan 537736 36
scan 45118 77
scan 328024 31
scan 190614 83
scan 548183 14
scan 226700 54
scan 347144 1
scan 373987 63
scan 172572 32
scan 117820 81
scan 177878 42
scan 399500 94
scan 172857 34
scan 537736 98
scan 220468 58
scan 537736 65
scan 426871 63
scan 360456 4
insert 600062
scan 515444 25
scan 434052 29
scan 220468 11
scan 79046 70
scan 60623 65
scan 130424 78
scan 100810 12
scan 346465 22
scan 10006 98
scan 148100 90
scan 537736 90
scan 495811 29
scan 505595 78
scan 102938 39
scan 455827 88
insert 600063
scan 311358 3
scan 144536 71
scan 382733 28
scan 386790 53
scan 359590 20
scan 163810 5
scan 379293 59
scan 114984 35
scan 303190 24
scan 101353 86
insert 600064
scan 42234 84
scan 2876 76
scan 441572 55
scan 276186 87
scan 464851 71
scan 487220 27
scan 212268 25
insert 600065
scan 178534 3
scan 348936 71
scan 573535 87
scan 589102 58
scan 255162 17
scan 579055 82
scan 276781 6
scan 536330 42
scan 507718 70
scan 255162 4
scan 558409 41
scan 472221 40
scan 371443 70
scan 213379 23
scan 475984 82
scan 566072 26
scan 364916 50
scan 97177 18
scan 246143 16
scan 537736 37
scan 566686 80
scan 97177 23
scan 255162 96
scan 449847 8
scan 552704 99
scan 371443 85
scan 586251 68
scan 22415 36
scan 434052 39
scan 255162 35
scan 456218 30
scan 548432 76
scan 130424 60
scan 186473 68
scan 122863 81
insert 600066
scan 212268 57
scan 437316 67
scan 516314 46
scan 201375 32
scan 302536 69
scan 252967 53
scan 396514 57
scan 160923 5
scan 106990 77
scan 529800 86
scan 85763 96
scan 536330 65
scan 519344 41
scan 547248 56
scan 177438 9
scan 555228 58
scan 535936 90
scan 32562 57
scan 577859 64
scan 374200 44
scan 375499 47
scan 292593 24
scan 537736 8
scan 203265 54
scan 321566 98
scan 98373 55
scan 329028 90
scan 564950 40
scan 577271 32
scan 297801 2
scan 518545 48
scan 312673 42
scan 150947 25
scan 253416 41
scan 334701 13
scan 220468 9
scan 327712 15
insert 600067
scan 246515 92
scan 306593 90
scan 3413 77
scan 400753 41
scan 118265 31
scan 430401 82
scan 340142 48
scan 386790 25
scan 181345 19
scan 462955 8
scan 537736 97
scan 255162 40
scan 586828 74
scan 220468 49
scan 504407 32
scan 574477 37
scan 201384 46
scan 517419 37
insert 600068
scan 362511 31
scan 259393 38
scan 103958 72
scan 537736 97
scan 220468 8
scan 106020 93
scan 20875 81
scan 301162 39
scan 37707 36
scan 504031 34
scan 277160 40
scan 172572 64
scan 175412 47
scan 483642 77
scan 82111 33
scan 181222 22
scan 370070 2
scan 30796 31
scan 19405 28
scan 223531 48
scan 413130 37
scan 80947 85
scan 269596 41
scan 537736 6
scan 386790 5
scan 309782 39
scan 530945 65
scan 358197 39
scan 484191 76
scan 500823 35
scan 590460 45
scan 598391 42
scan 505595 97
insert 600069
scan 577271 90
scan 385938 37
scan 537736 81
scan 537736 34
scan 418585 79
scan 255162 25
scan 573760 61
scan 510766 76
scan 255162 99
scan 397257 54
insert 600070
scan 515444 82
scan 303779 3
scan 172572 63
scan 426998 24
scan 232185 10
scan 432690 5
scan 155025 4
scan 301285 43
scan 491128 6
scan 438635 56
scan 279218 52
scan 379037 46
scan 393421 47
scan 365723 30
scan 118756 9
scan 434052 29
scan 537736 88
scan 38355 35
scan 486034 22
scan 327023 97
scan 132014 43
scan 386790 49
scan 44416 40
scan 8704 29
scan 537736 34
scan 1418 11
scan 82577 77
scan 128828 85
scan 147105 9
scan 464243 44
scan 386790 51
scan 587739 67
scan 463567 67
scan 2024 97
scan 172572 3
scan 71567 67
scan 59248 31
scan 549288 40
scan 280600 92
scan 445224 63
scan 580771 48
scan 201180 64
scan 537736 27
scan 598451 57
scan 430974 75
scan 524775 16
scan 172572 83
scan 577622 33
scan 143345 58
scan 153773 82
scan 356930 85
scan 537736 98
scan 536330 85
scan 480931 40
scan 510766 19
scan 189966 4
scan 60623 37
scan 143345 86
scan 133955 88
scan 141744 75
scan 542674 5
scan 177795 4
scan 419378 12
scan 220468 8
scan 434525 99
scan 172572 40
scan 368940 45
scan 54960 83
scan 386790 91
scan 255162 20
scan 559018 58
scan 419378 7
insert 600071
scan 364916 85
scan 254952 46
scan 495859 65
scan 53701 13
scan 537736 27
scan 325231 19
scan 110493 19
scan 2876 51
scan 112520 63
scan 530686 95
scan 181295 31
scan 386790 97
scan 343909 62
scan 386790 31
scan 425481 13
scan 244602 31
scan 22371 30
insert 600072
scan 153268 43
scan 221791 82
scan 223808 71
scan 537736 27
scan 54620 78
scan 55815 60
scan 419230 39
scan 383396 74
scan 144681 94
scan 537736 66
scan 323335 66
scan 459110 50
scan 395001 98
scan 2876 22
scan 220468 9
scan 402773 88
scan 370070 79
scan 598664 42
scan 255162 30
scan 537736 93
scan 527175 50
scan 70877 78
scan 226089 11
scan 255162 44
scan 594375 66
scan 366097 63
scan 175544 55
scan 518899 21
scan 480963 18
scan 480581 84
scan 505595 24
scan 22415 10
insert 600073
insert 600074
scan 255162 71
scan 594483 20
scan 200835 58
scan 220468 47
scan 514106 12
scan 386790 49
scan 537736 74
scan 494252 33
scan 479386 64
scan 92810 14
scan 379961 57
scan 537736 24
insert 600075
insert 600076
scan 449650 76
scan 142473 38
scan 386790 63
scan 544640 19
scan 172572 43
scan 216063 100
scan 386790 7
scan 80947 74
scan 334569 6
scan 53790 42
scan 397222 59
scan 189031 90
scan 537736 21
scan 296566 63
scan 557550 21
scan 327258 75
scan 22415 31
scan 157635 46
scan 112180 39
scan 291972 77
scan 97177 96
scan 239357 50
scan 220468 84
insert 600077
scan 469671 29
scan 113259 41
scan 434052 22
scan 342843 12
scan 97177 93
scan 120958 86
scan 346465 97
scan 338244 61
scan 274943 40
scan 280818 45
scan 568372 85
scan 582332 53
scan 376241 44
scan 143009 52
scan 463048 69
scan 492227 49
scan 213759 95
scan 341205 42
scan 317435 49
scan 386790 34
scan 201375 8
scan 577271 89
scan 115413 56
scan 386790 8
scan 436498 50
scan 397222 96
scan 421480 99
scan 307498 89
scan 290783 62
scan 231538 98
scan 110478 33
scan 535055 86
scan 428778 32
scan 537736 92
scan 434052 48
scan 250710 45
scan 497388 14
scan 432690 88
scan 537736 36
scan 458726 31
scan 405546 32
scan 282195 62
scan 330994 60
scan 411148 46
scan 200835 42
insert 600078
scan 53584 68
scan 237180 4
scan 304985 31
scan 219246 39
scan 280080 79
scan 402664 3
scan 575888 33
scan 415011 42
scan 332809 36
scan 529218 89
scan 379864 91
scan 175952 64
scan 510766 96
scan 236856 43
scan 287677 19
scan 181295 47
insert 600079
scan 97177 89
scan 201375 68
scan 220468 72
scan 537736 77
scan 386790 41
insert 600080
scan 509412 37
scan 378821 87
scan 386790 12
scan 462066 59
scan 524070 93
scan 501368 52
scan 364074 33
scan 294712 11
scan 524229 24
scan 398095 80
scan 537736 49
scan 537736 77
scan 355719 17
scan 201375 100
scan 200835 70
scan 386790 25
scan 147325 19
scan 599245 86
scan 380413 84
scan 366493 89
scan 436582 30
insert 600081
scan 483642 62
scan 255162 60
scan 298278 5
insert 600082
scan 296566 53
scan 255162 96
scan 152040 29
scan 599758 32
scan 496981 48
scan 551012 98
scan 464326 52
scan 169389 54
scan 171344 26
scan 322330 42
scan 201375 31
scan 546157 25
scan 127972 38
scan 340153 14
scan 510766 17
scan 537736 50
scan 358064 46
scan 278625 63
scan 137091 94
scan 205134 6
scan 42234 32
scan 537736 11
scan 267994 36
scan 42234 47
scan 113009 22
scan 441492 28
scan 122281 75
scan 577622 91
scan 399239 1
scan 160730 40
scan 206638 22
scan 164459 23
scan 470978 46
scan 417153 45
scan 202188 53
scan 11179 33
scan 313603 72
scan 577271 100
scan 7322 25
scan 172572 96
scan 196733 97
scan 304254 47
scan 537736 34
scan 278820 46
scan 172245 76
scan 500220 1
scan 482620 61
scan 40300 60
scan 559018 44
scan 341024 24
scan 168617 85
scan 220311 60
scan 219423 57
